Timepoint,Time,Wavelength,Plate,Row,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
T1,22/06/2021 15:35:50,750nm,AeraSeal, M,0.280225,0.297204,0.338594,0.2937,0.312188,0.287141,0.288784,0.303823,0.294251,0.294574,0.304346,0.29061,0.293483,0.292024,0.287324,0.287927,0.301395,0.286375,0.281336,0.279233,0.292191,0.295023,0.292238,0.292433
T1,22/06/2021 15:35:50,750nm,AeraSeal, N,0.2765,0.287774,0.305335,0.299448,0.292765,0.295669,0.284083,0.280641,0.288117,0.281447,0.299378,0.287879,0.293135,0.299992,0.287914,0.291526,0.284065,0.288797,0.290737,0.287173,0.286715,0.275346,0.289701,0.249272
T1,22/06/2021 15:35:50,750nm,AeraSeal, O,0.273888,0.283855,0.28598,0.271811,0.280423,0.296483,0.272496,0.285387,0.274914,0.277761,0.282767,0.295019,0.280313,0.297379,0.280295,0.278704,0.282328,0.282975,0.277443,0.286946,0.275319,0.29111,0.289816,0.247686
T1,22/06/2021 15:35:50,750nm,AeraSeal, P,0.247387,0.262388,0.275276,0.281538,0.276503,0.279724,0.270612,0.278491,0.266744,0.254563,0.261115,0.263079,0.258145,0.270546,0.267683,0.266793,0.272859,0.267702,0.269861,0.270401,0.25939,0.262168,0.268552,0.205773
T2,23/06/2021 13:48:27,750nm,Lid, A,0.301165,0.361437,0.336559,0.397782,0.407046,0.47282,0.55759,0.57369,0.532185,0.497362,0.509802,0.508833,0.513922,0.546055,0.49197,0.529116,0.511038,0.480942,0.422411,0.323874,0.329075,0.324763,0.31973,0.309848
T2,23/06/2021 13:48:27,750nm,Lid, B,0.345298,0.312223,0.328001,0.320637,0.441697,0.58615,0.565897,0.516946,0.514266,0.479121,0.510805,0.501433,0.476624,0.548995,0.507019,0.506596,0.429749,0.524179,0.463907,0.494249,0.46443,0.347695,0.236953,0.312349
T2,23/06/2021 13:48:27,750nm,Lid, C,0.350782,0.286551,0.467753,0.567953,0.515607,0.550027,0.528771,0.491565,0.427716,0.425831,0.50864,0.445084,0.455353,0.470726,0.453672,0.454621,0.44902,0.399243,0.409543,0.422922,0.450451,0.459496,0.286958,0.201777
T2,23/06/2021 13:48:27,750nm,Lid, D,0.361362,0.355343,0.372321,0.424852,0.403938,0.367277,0.448059,0.38009,0.381525,0.376699,0.343595,0.323858,0.357412,0.315851,0.371375,0.355283,0.48047,0.390201,0.364006,0.430928,0.394087,0.418366,0.289343,0.186176
T2,23/06/2021 13:48:27,750nm,Lid, E,0.328904,0.285695,0.50522,0.460093,0.316761,0.30592,0.308842,0.32911,0.307402,0.305509,0.322376,0.333212,0.326904,0.422679,0.33108,0.347159,0.361973,0.369431,0.430271,0.37275,0.376221,0.401485,0.375409,0.236572
T2,23/06/2021 13:48:27,750nm,Lid, F,0.369703,0.307713,0.32164,0.333524,0.303765,0.355301,0.318903,0.335574,0.341729,0.3331,0.331688,0.331388,0.33052,0.336258,0.344352,0.345111,0.358515,0.35095,0.354659,0.379687,0.401279,0.397934,0.437368,0.312599
T2,23/06/2021 13:48:27,750nm,Lid, G,0.353501,0.489093,0.31977,0.305773,0.31963,0.361441,0.345861,0.374833,0.355916,0.369033,0.352343,0.347934,0.345786,0.336903,0.337249,0.342025,0.335451,0.339556,0.339693,0.37017,0.394354,0.398488,0.465263,0.223643
T2,23/06/2021 13:48:27,750nm,Lid, H,0.337771,0.326847,0.351068,0.405637,0.322736,0.362824,0.351693,0.357626,0.350417,0.342146,0.34751,0.344163,0.339406,0.335376,0.326787,0.331151,0.334543,0.397188,0.354663,0.403167,0.454696,0.38623,0.369673,0.200079
T2,23/06/2021 13:48:27,750nm,Lid, I,0.398304,0.264637,0.328255,0.307904,0.315347,0.341128,0.352748,0.339063,0.33366,0.339377,0.340001,0.380502,0.336435,0.337661,0.333303,0.322765,0.330939,0.338396,0.330579,0.357813,0.383686,0.347164,0.478228,0.27803
T2,23/06/2021 13:48:27,750nm,Lid, J,0.367865,0.553728,0.316315,0.351372,0.323695,0.326369,0.339637,0.378838,0.330604,0.347854,0.33349,0.339868,0.351352,0.345634,0.339103,0.335769,0.338926,0.341635,0.345563,0.351509,0.379884,0.344262,0.314391,0.262232
T2,23/06/2021 13:48:27,750nm,Lid, K,0.350735,0.242761,0.456538,0.355543,0.316909,0.327022,0.348408,0.325751,0.334991,0.377697,0.375851,0.333919,0.33982,0.351847,0.34818,0.341885,0.347366,0.388174,0.343445,0.339415,0.392046,0.330555,0.537407,0.474841
T2,23/06/2021 13:48:27,750nm,Lid, L,0.390855,0.294499,0.372097,0.411501,0.418001,0.318408,0.34518,0.322521,0.339367,0.350044,0.363917,0.381006,0.351899,0.346418,0.396544,0.339054,0.406672,0.393856,0.330586,0.308546,0.350325,0.479984,0.271553,0.194966
T2,23/06/2021 13:48:27,750nm,Lid, M,0.387176,0.250214,0.311525,0.337558,0.347452,0.308509,0.353886,0.312076,0.322855,0.333792,0.36618,0.382708,0.352627,0.335127,0.313304,0.328761,0.33166,0.344779,0.348556,0.331951,0.351741,0.32687,0.312091,0.189214
T2,23/06/2021 13:48:27,750nm,Lid, N,0.402414,0.402892,0.308024,0.335251,0.468544,0.4507,0.349087,0.353138,0.384892,0.285683,0.324657,0.318785,0.328239,0.352377,0.336637,0.360783,0.335262,0.340255,0.312149,0.443061,0.436759,0.426234,0.241267,0.209703
T2,23/06/2021 13:48:27,750nm,Lid, O,0.398227,0.387466,0.362042,0.330124,0.418578,0.441968,0.424329,0.405411,0.423007,0.347046,0.490942,0.339808,0.409545,0.418103,0.428029,0.43381,0.415705,0.361553,0.383682,0.393867,0.331018,0.37163,0.354527,0.29134
T2,23/06/2021 13:48:27,750nm,Lid, P,0.290608,0.368595,0.392053,0.388376,0.418744,0.429434,0.437225,0.473814,0.507057,0.498206,0.517493,0.555045,0.53904,0.552586,0.458686,0.44992,0.432492,0.400725,0.376445,0.361727,0.357352,0.325096,0.318774,0.277928
T2,23/06/2021 13:48:27,750nm,Breathe-Easy, A,0.235948,0.250243,0.246298,0.24998,0.241611,0.244394,0.255641,0.241798,0.245151,0.24906,0.287028,0.269304,0.234466,0.23472,0.228958,0.224346,0.229919,0.221868,0.240812,0.227965,0.218694,0.227594,0.250758,0.263049
T2,23/06/2021 13:48:27,750nm,Breathe-Easy, B,0.234027,0.232528,0.241928,0.240576,0.2369,0.239025,0.232899,0.237144,0.236449,0.234308,0.235297,0.233974,0.236177,0.228741,0.228131,0.223751,0.224687,0.21946,0.217774,0.221814,0.220814,0.222547,0.22604,0.270298
T2,23/06/2021 13:48:27,750nm,Breathe-Easy, C,0.23952,0.237362,0.235397,0.230521,0.237351,0.238368,0.236067,0.234713,0.231951,0.229574,0.23058,0.229888,0.234215,0.229812,0.235494,0.23162,0.22545,0.225481,0.228632,0.232068,0.231244,0.239673,0.231811,0.270816
T2,23/06/2021 13:48:27,750nm,Breathe-Easy, D,0.242732,0.236673,0.233906,0.236243,0.238921,0.236645,0.228908,0.245799,0.240095,0.229835,0.240124,0.235857,0.234659,0.237677,0.235348,0.234121,0.232544,0.231169,0.249161,0.263339,0.264702,0.250286,0.239072,0.274147
T2,23/06/2021 13:48:27,750nm,Breathe-Easy, E,0.240929,0.238047,0.232943,0.227377,0.232276,0.227437,0.238789,0.227802,0.233027,0.239467,0.235628,0.231694,0.240752,0.243721,0.238361,0.242887,0.251756,0.252488,0.26068,0.264659,0.265542,0.244551,0.232902,0.239434
T2,23/06/2021 13:48:27,750nm,Breathe-Easy, F,0.246752,0.234698,0.232408,0.231502,0.230846,0.23084,0.242075,0.234163,0.24843,0.239511,0.241395,0.237312,0.244092,0.242425,0.244919,0.261145,0.262953,0.257645,0.265935,0.271906,0.262746,0.252544,0.239619,0.248062
T2,23/06/2021 13:48:27,750nm,Breathe-Easy, G,0.245347,0.235216,0.230948,0.228811,0.22802,0.231309,0.238816,0.233243,0.25112,0.244126,0.246421,0.243351,0.246581,0.246903,0.253093,0.25774,0.260557,0.265174,0.268428,0.266935,0.266336,0.264145,0.258604,0.248321
T2,23/06/2021 13:48:27,750nm,Breathe-Easy, H,0.242782,0.231393,0.232413,0.236845,0.235041,0.229549,0.241096,0.237325,0.245768,0.270882,0.2491,0.252203,0.248473,0.259717,0.261423,0.264641,0.26612,0.266077,0.264774,0.260571,0.265718,0.268306,0.263364,0.249387
T2,23/06/2021 13:48:27,750nm,Breathe-Easy, I,0.237691,0.234973,0.228659,0.229923,0.234265,0.23439,0.244755,0.248243,0.257679,0.264293,0.261957,0.255335,0.25619,0.265544,0.267599,0.265914,0.267011,0.263286,0.256179,0.257221,0.262255,0.260867,0.270643,0.264912
T2,23/06/2021 13:48:27,750nm,Breathe-Easy, J,0.242228,0.238993,0.240539,0.237932,0.244304,0.246026,0.250575,0.256081,0.270941,0.27427,0.27057,0.270755,0.267295,0.259557,0.259806,0.263058,0.261442,0.259946,0.255993,0.256441,0.256055,0.255202,0.252298,0.254915
T2,23/06/2021 13:48:27,750nm,Breathe-Easy, K,0.239185,0.23772,0.234987,0.240537,0.2455,0.248215,0.266036,0.258299,0.258276,0.250974,0.249036,0.252527,0.256941,0.253454,0.254581,0.253958,0.259421,0.254992,0.255811,0.258234,0.256324,0.249916,0.237127,0.240975
T2,23/06/2021 13:48:27,750nm,Breathe-Easy, L,0.231871,0.237637,0.233441,0.23732,0.23552,0.244054,0.252889,0.242886,0.248632,0.244531,0.244017,0.246192,0.24569,0.245132,0.244363,0.247416,0.253196,0.259089,0.25746,0.258642,0.25288,0.236173,0.232933,0.249331
T2,23/06/2021 13:48:27,750nm,Breathe-Easy, M,0.235352,0.232309,0.234367,0.231931,0.233901,0.235702,0.233668,0.24084,0.235675,0.239715,0.239288,0.239409,0.241216,0.235658,0.239931,0.247798,0.260889,0.25942,0.258118,0.257103,0.250232,0.232798,0.227718,0.250792
T2,23/06/2021 13:48:27,750nm,Breathe-Easy, N,0.236945,0.239469,0.236379,0.231567,0.23326,0.227537,0.227884,0.226739,0.232883,0.229726,0.227643,0.236337,0.231099,0.22968,0.237935,0.236906,0.248889,0.25507,0.255066,0.243305,0.237105,0.222321,0.220178,0.255215
T2,23/06/2021 13:48:27,750nm,Breathe-Easy, O,0.240422,0.236267,0.236302,0.232483,0.233395,0.231822,0.229989,0.231158,0.222772,0.226093,0.224506,0.226146,0.226491,0.226192,0.227824,0.227015,0.231654,0.225975,0.223922,0.242632,0.22241,0.218996,0.216465,0.242866
T2,23/06/2021 13:48:27,750nm,Breathe-Easy, P,0.239743,0.244891,0.244456,0.243362,0.246166,0.240554,0.235886,0.231256,0.234888,0.230219,0.232092,0.22739,0.230666,0.22518,0.228126,0.229354,0.225188,0.226215,0.219149,0.2156,0.223528,0.219123,0.219556,0.234637
T2,23/06/2021 13:48:27,750nm,AeraSeal, A,0.378036,0.452032,0.531283,0.558662,0.379341,0.603255,0.584596,0.626781,0.6012,0.603289,0.596695,0.592466,0.580828,0.606525,0.582381,0.611011,0.631336,0.604185,0.614442,0.623636,0.602468,0.584249,0.545822,0.492611
T2,23/06/2021 13:48:27,750nm,AeraSeal, B,0.414011,0.576165,0.629027,0.658214,0.697067,0.559044,0.699091,0.698899,0.69943,0.697358,0.723287,0.699233,0.703043,0.745286,0.711322,0.731442,0.684834,0.75902,0.765316,0.765574,0.693201,0.709771,0.677947,0.60261
T2,23/06/2021 13:48:27,750nm,AeraSeal, C,0.441086,0.604219,0.646643,0.674461,0.678533,0.732049,0.727868,0.740661,0.73773,0.75401,0.763186,0.724361,0.746307,0.779182,0.747777,0.760995,0.77224,0.796975,0.809612,0.649274,0.779795,0.747443,0.724455,0.652782
T2,23/06/2021 13:48:27,750nm,AeraSeal, D,0.472325,0.567515,0.653058,0.673167,0.680668,0.635778,0.740575,0.724085,0.761719,0.684872,0.774136,0.723091,0.739169,0.774387,0.75006,0.744223,0.729224,0.754439,0.762688,0.709159,0.702949,0.743641,0.680946,0.634567
T2,23/06/2021 13:48:27,750nm,AeraSeal, E,0.434239,0.532295,0.636333,0.630808,0.693287,0.630269,0.731512,0.779363,0.752616,0.768942,0.773623,0.738348,0.721527,0.743133,0.689185,0.753622,0.741906,0.746723,0.72453,0.731533,0.76306,0.671806,0.66444,0.644471
T2,23/06/2021 13:48:27,750nm,AeraSeal, F,0.402711,0.545983,0.625219,0.697439,0.699183,0.728367,0.741899,0.763047,0.789301,0.76056,0.77853,0.752532,0.735746,0.759276,0.759967,0.753407,0.756897,0.757071,0.740637,0.747924,0.756125,0.734382,0.681659,0.63669
T2,23/06/2021 13:48:27,750nm,AeraSeal, G,0.433606,0.481828,0.568624,0.661912,0.681653,0.705306,0.705433,0.384282,0.748211,0.761685,0.749712,0.742891,0.706244,0.741014,0.73447,0.718066,0.652929,0.718553,0.66557,0.642592,0.699212,0.51504,0.69097,0.639278
T2,23/06/2021 13:48:27,750nm,AeraSeal, H,0.459837,0.566567,0.594844,0.676446,0.659102,0.680055,0.695074,0.381134,0.682563,0.756912,0.718205,0.705476,0.695351,0.726395,0.702274,0.661935,0.704053,0.683625,0.700408,0.372139,0.691695,0.695852,0.671112,0.64652
T2,23/06/2021 13:48:27,750nm,AeraSeal, I,0.448137,0.564905,0.627322,0.657487,0.683566,0.659118,0.727616,0.712068,0.743071,0.737441,0.701718,0.728364,0.702573,0.665195,0.712582,0.734688,0.749629,0.704477,0.671757,0.59888,0.607359,0.678893,0.66132,0.64011
T2,23/06/2021 13:48:27,750nm,AeraSeal, J,0.450384,0.535567,0.329741,0.682074,0.694994,0.708459,0.713371,0.722227,0.715889,0.735088,0.736767,0.749545,0.654234,0.688456,0.697009,0.711502,0.669787,0.669679,0.632312,0.513783,0.658654,0.406407,0.623481,0.614041
T2,23/06/2021 13:48:27,750nm,AeraSeal, K,0.444902,0.542884,0.529711,0.588182,0.671923,0.68686,0.718925,0.727043,0.72502,0.767718,0.755781,0.726594,0.684845,0.737984,0.695014,0.694863,0.645889,0.679611,0.681291,0.618149,0.594875,0.630712,0.64397,0.586956
T2,23/06/2021 13:48:27,750nm,AeraSeal, L,0.43363,0.530253,0.637987,0.651555,0.675683,0.713944,0.716861,0.73023,0.732741,0.741899,0.729509,0.66899,0.62887,0.697962,0.6578,0.679862,0.697458,0.685667,0.69635,0.540582,0.64882,0.669448,0.651478,0.597495
T2,23/06/2021 13:48:27,750nm,AeraSeal, M,0.464086,0.579542,0.638523,0.649444,0.698623,0.717155,0.716305,0.736724,0.766893,0.747864,0.773468,0.705276,0.65352,0.703539,0.674744,0.675713,0.669533,0.663367,0.655394,0.609952,0.683179,0.647879,0.597965,0.356931
T2,23/06/2021 13:48:27,750nm,AeraSeal, N,0.432943,0.577688,0.636448,0.61689,0.693552,0.718983,0.705007,0.707288,0.71736,0.735203,0.757577,0.701322,0.636486,0.729912,0.693517,0.70512,0.664999,0.651032,0.641405,0.611165,0.64101,0.62651,0.64573,0.555558
T2,23/06/2021 13:48:27,750nm,AeraSeal, O,0.437891,0.551891,0.603263,0.629649,0.670212,0.695482,0.670199,0.681668,0.667028,0.666516,0.703262,0.686809,0.678791,0.717479,0.658813,0.673996,0.661981,0.669236,0.544482,0.649871,0.689639,0.667344,0.638227,0.527008
T2,23/06/2021 13:48:27,750nm,AeraSeal, P,0.370218,0.447345,0.522305,0.548913,0.558187,0.584688,0.470782,0.623039,0.595841,0.564689,0.581463,0.589519,0.56485,0.589332,0.558742,0.581783,0.620064,0.596206,0.605959,0.592018,0.632884,0.565245,0.53207,0.418918
T3,24/06/2021 11:24:29,750nm,Lid, A,0.466054,0.453242,0.428482,0.389644,0.424463,0.55549,0.691878,0.892446,0.892301,0.911569,0.926215,0.949704,0.924087,0.937209,0.892306,0.8541,0.65114,0.619696,0.429383,0.323439,0.296121,0.212267,0.319285,0.323416
T3,24/06/2021 11:24:29,750nm,Lid, B,0.44174,0.405561,0.415609,0.500876,0.632733,0.787559,0.82107,0.801823,0.769594,0.760139,0.798725,0.806713,0.755993,0.861241,0.807404,0.835262,0.745043,0.855394,0.572919,0.545538,0.507278,0.33164,0.22727,0.239129
T3,24/06/2021 11:24:29,750nm,Lid, C,0.42104,0.417597,0.648025,0.74305,0.653973,0.728714,0.694732,0.671225,0.563527,0.574448,0.693539,0.632142,0.609722,0.609204,0.568872,0.591961,0.609056,0.591124,0.597808,0.625683,0.73485,0.529415,0.297323,0.204595
T3,24/06/2021 11:24:29,750nm,Lid, D,0.376903,0.519314,0.627859,0.502587,0.461254,0.398205,0.493962,0.346498,0.3427,0.32851,0.304481,0.280002,0.314835,0.276401,0.312538,0.328031,0.511601,0.433864,0.432659,0.520506,0.56868,0.620995,0.224193,0.175751
T3,24/06/2021 11:24:29,750nm,Lid, E,0.366464,0.581929,0.626733,0.534558,0.294842,0.272533,0.270452,0.276203,0.264187,0.262581,0.275082,0.273576,0.275985,0.411205,0.278515,0.29683,0.32067,0.344112,0.523481,0.396603,0.461502,0.513502,0.386894,0.231021
T3,24/06/2021 11:24:29,750nm,Lid, F,0.3621,0.682415,0.534994,0.324201,0.286971,0.301983,0.267471,0.277066,0.284496,0.281139,0.284487,0.278007,0.280872,0.289855,0.29504,0.289491,0.309172,0.298688,0.313064,0.363625,0.441084,0.482208,0.67165,0.26474
T3,24/06/2021 11:24:29,750nm,Lid, G,0.37786,0.728396,0.344842,0.299794,0.283955,0.30159,0.293426,0.319707,0.294748,0.316704,0.295616,0.290189,0.289384,0.294298,0.28851,0.288667,0.28477,0.290237,0.289459,0.364016,0.42199,0.521621,0.521904,0.207807
T3,24/06/2021 11:24:29,750nm,Lid, H,0.343013,0.546386,0.379571,0.433368,0.274466,0.294554,0.293372,0.290944,0.28608,0.289286,0.285813,0.286762,0.293736,0.290846,0.277659,0.280988,0.284095,0.388966,0.302779,0.435201,0.522967,0.494678,0.48976,0.198996
T3,24/06/2021 11:24:29,750nm,Lid, I,0.268047,0.442464,0.380179,0.284244,0.264434,0.269569,0.285537,0.375218,0.2724,0.282533,0.277433,0.315563,0.284764,0.282153,0.283924,0.362834,0.28117,0.29404,0.285361,0.330972,0.427219,0.434774,0.553138,0.245697
T3,24/06/2021 11:24:29,750nm,Lid, J,0.482994,0.620765,0.371931,0.324638,0.275389,0.260132,0.265745,0.288142,0.263748,0.275328,0.270964,0.273194,0.278372,0.289753,0.284717,0.285961,0.284017,0.292073,0.291321,0.311545,0.409565,0.416568,0.307398,0.204618
T3,24/06/2021 11:24:29,750nm,Lid, K,0.382032,0.349579,0.460013,0.332029,0.291592,0.275063,0.374026,0.259572,0.266731,0.389534,0.311609,0.27096,0.273921,0.289159,0.281044,0.283878,0.295399,0.412113,0.296202,0.328435,0.479696,0.426048,0.596974,0.355657
T3,24/06/2021 11:24:29,750nm,Lid, L,0.444573,0.466328,0.506942,0.438919,0.425779,0.29108,0.308925,0.269945,0.284379,0.284118,0.294702,0.417458,0.275966,0.274934,0.44304,0.279113,0.367287,0.38033,0.300484,0.296166,0.412172,0.526413,0.242821,0.178687
T3,24/06/2021 11:24:29,750nm,Lid, M,0.455912,0.465201,0.517551,0.330647,0.332861,0.294756,0.367698,0.290336,0.299843,0.281005,0.342341,0.405383,0.36521,0.314659,0.27744,0.29462,0.300689,0.351138,0.4087,0.402343,0.439869,0.392531,0.256364,0.193515
T3,24/06/2021 11:24:29,750nm,Lid, N,0.491111,0.39276,0.44432,0.539074,0.447419,0.518627,0.335558,0.337348,0.367177,0.286451,0.31127,0.34101,0.341017,0.374905,0.366469,0.397865,0.417264,0.404417,0.387509,0.44382,0.437198,0.499218,0.316293,0.170444
T3,24/06/2021 11:24:29,750nm,Lid, O,0.536549,0.485018,0.465203,0.510911,0.51611,0.630765,0.61926,0.455065,0.509934,0.377829,0.535932,0.403855,0.368858,0.424734,0.47599,0.454595,0.441692,0.406562,0.460111,0.430083,0.416379,0.453894,0.317372,0.287165
T3,24/06/2021 11:24:29,750nm,Lid, P,0.501284,0.511663,0.432228,0.436976,0.537763,0.58998,0.60791,0.665346,0.672418,0.654219,0.603863,0.652548,0.571289,0.610807,0.506019,0.527259,0.598674,0.537991,0.528969,0.493582,0.464751,0.397411,0.382013,0.3654
T3,24/06/2021 11:24:29,750nm,Breathe-Easy, A,0.233862,0.218282,0.217199,0.223968,0.219319,0.241318,0.247969,0.236451,0.229499,0.234749,0.264702,0.236086,0.235549,0.210782,0.213685,0.215559,0.201136,0.213218,0.208344,0.212158,0.200243,0.226449,0.250582,0.26428
T3,24/06/2021 11:24:29,750nm,Breathe-Easy, B,0.24149,0.214599,0.213619,0.215734,0.213653,0.219804,0.216684,0.219969,0.22297,0.217154,0.219436,0.218956,0.223271,0.206904,0.215913,0.211117,0.212807,0.203122,0.208449,0.201836,0.208709,0.209889,0.211216,0.265938
T3,24/06/2021 11:24:29,750nm,Breathe-Easy, C,0.249942,0.218137,0.210886,0.208126,0.213982,0.217341,0.215036,0.212268,0.213791,0.205765,0.210468,0.2058,0.212597,0.211541,0.223695,0.215655,0.207609,0.210294,0.207688,0.221259,0.221705,0.232831,0.226127,0.259347
T3,24/06/2021 11:24:29,750nm,Breathe-Easy, D,0.242636,0.2184,0.210251,0.213005,0.21693,0.218822,0.208035,0.224559,0.221044,0.211151,0.213714,0.212188,0.211405,0.215511,0.210369,0.214946,0.210047,0.212591,0.226712,0.241147,0.251498,0.245905,0.228487,0.257455
T3,24/06/2021 11:24:29,750nm,Breathe-Easy, E,0.239691,0.215564,0.214495,0.200894,0.210109,0.207253,0.216364,0.205898,0.216161,0.216348,0.219489,0.211653,0.217273,0.217111,0.215325,0.216935,0.223005,0.224836,0.233751,0.245629,0.249498,0.235646,0.223852,0.22622
T3,24/06/2021 11:24:29,750nm,Breathe-Easy, F,0.235463,0.211316,0.210368,0.210948,0.214907,0.208363,0.221094,0.215282,0.226757,0.220239,0.219719,0.218743,0.224642,0.222981,0.222835,0.235536,0.235795,0.233672,0.23875,0.249368,0.248366,0.244935,0.231122,0.238652
T3,24/06/2021 11:24:29,750nm,Breathe-Easy, G,0.233096,0.211178,0.20688,0.204662,0.208014,0.209411,0.217638,0.210649,0.224794,0.222338,0.224168,0.222048,0.224851,0.226477,0.229086,0.234993,0.233364,0.23861,0.242588,0.241189,0.248332,0.254238,0.251188,0.239041
T3,24/06/2021 11:24:29,750nm,Breathe-Easy, H,0.230722,0.210882,0.208185,0.212834,0.21251,0.208407,0.214724,0.215544,0.223345,0.24397,0.224472,0.227435,0.226508,0.23572,0.235011,0.237477,0.235904,0.239495,0.239324,0.236384,0.241847,0.25111,0.252562,0.241279
T3,24/06/2021 11:24:29,750nm,Breathe-Easy, I,0.224911,0.212077,0.209269,0.205291,0.21109,0.211632,0.220586,0.2199,0.23062,0.233622,0.234071,0.232473,0.23064,0.23489,0.237634,0.234101,0.238262,0.233564,0.228674,0.229698,0.237006,0.239554,0.241591,0.249247
T3,24/06/2021 11:24:29,750nm,Breathe-Easy, J,0.223968,0.218299,0.218576,0.214361,0.216991,0.217538,0.22233,0.226757,0.23297,0.23519,0.230883,0.23458,0.228431,0.223719,0.224457,0.227688,0.225704,0.227249,0.224557,0.228686,0.226884,0.229354,0.219682,0.234469
T3,24/06/2021 11:24:29,750nm,Breathe-Easy, K,0.224861,0.215325,0.213655,0.211405,0.210828,0.21709,0.224216,0.218983,0.219334,0.215336,0.217955,0.219654,0.218831,0.215264,0.214856,0.215021,0.219562,0.219699,0.223309,0.228447,0.225279,0.221403,0.210749,0.224514
T3,24/06/2021 11:24:29,750nm,Breathe-Easy, L,0.215173,0.215319,0.208938,0.208792,0.205802,0.21019,0.213231,0.210594,0.218627,0.213694,0.215038,0.21734,0.211659,0.214461,0.215524,0.213988,0.213679,0.22014,0.22242,0.229766,0.223084,0.211874,0.208565,0.227549
T3,24/06/2021 11:24:29,750nm,Breathe-Easy, M,0.21777,0.206339,0.207917,0.204566,0.207365,0.205161,0.205227,0.209186,0.209855,0.211152,0.209225,0.211874,0.212083,0.208479,0.205914,0.21253,0.217928,0.218141,0.216149,0.222576,0.222651,0.211566,0.205508,0.230953
T3,24/06/2021 11:24:29,750nm,Breathe-Easy, N,0.214188,0.210107,0.208241,0.205126,0.205652,0.202534,0.202127,0.199281,0.206149,0.202997,0.199724,0.20661,0.203268,0.203266,0.205997,0.206888,0.209903,0.211232,0.214351,0.212636,0.210391,0.198443,0.199397,0.23145
T3,24/06/2021 11:24:29,750nm,Breathe-Easy, O,0.219798,0.206728,0.210494,0.207833,0.208247,0.206343,0.205956,0.203206,0.199909,0.201368,0.202748,0.202966,0.2016,0.203283,0.202427,0.203077,0.207709,0.201121,0.199735,0.216909,0.203059,0.201434,0.199693,0.216883
T3,24/06/2021 11:24:29,750nm,Breathe-Easy, P,0.227551,0.2245,0.219051,0.219947,0.221719,0.217149,0.213678,0.207043,0.213667,0.213217,0.211031,0.210267,0.207959,0.20743,0.21094,0.211674,0.205549,0.211414,0.203378,0.198662,0.209682,0.2047,0.206945,0.229623
T3,24/06/2021 11:24:29,750nm,AeraSeal, A,0.761172,0.763593,0.915791,0.964255,0.802993,1.00083,0.973709,0.962109,1.01406,0.980696,0.92989,1.02867,0.995704,0.959912,1.01261,1.03552,1.06431,1.05917,1.02028,1.02909,1.00134,1.02331,0.95941,0.875505
T3,24/06/2021 11:24:29,750nm,AeraSeal, B,0.892218,0.91081,1.01651,0.91431,1.03011,0.918998,1.01274,1.08114,1.09423,1.08476,1.11397,1.10642,1.0775,1.12157,1.07227,1.09696,1.0864,1.12883,1.14613,1.12409,1.07888,1.11829,1.10556,0.990165
T3,24/06/2021 11:24:29,750nm,AeraSeal, C,0.91361,0.956428,0.973675,0.991361,1.06505,1.10811,1.07605,1.09267,1.05855,1.11602,1.12482,1.09843,1.12012,1.11092,1.04787,1.07042,1.11799,1.15918,1.1391,0.976571,0.931715,1.09796,1.05883,1.02697
T3,24/06/2021 11:24:29,750nm,AeraSeal, D,0.94783,0.920387,0.986222,0.986297,0.957724,0.941354,1.09872,1.00648,1.08959,0.98737,1.09282,1.03521,0.99618,1.09828,1.0585,1.05664,1.08341,1.04751,1.06043,0.968441,0.966432,1.11191,1.01832,1.00734
T3,24/06/2021 11:24:29,750nm,AeraSeal, E,0.882927,0.924008,0.973907,0.954486,1.00909,0.942969,1.07333,1.08993,1.13003,1.07626,1.07921,1.04969,1.03226,1.00435,0.93402,1.0789,1.07834,1.03761,1.05239,1.05267,1.09136,1.02486,1.05599,1.05473
T3,24/06/2021 11:24:29,750nm,AeraSeal, F,1.07209,0.884241,0.96199,1.00714,1.00339,1.02178,1.04605,1.06036,1.06839,1.07783,1.09688,1.05385,1.01634,1.01771,0.999059,0.994663,1.09272,1.0503,0.970178,0.973681,0.894123,1.08513,0.993985,1.02308
T3,24/06/2021 11:24:29,750nm,AeraSeal, G,1.13049,0.871006,0.909496,0.964257,1.00246,0.995551,0.753684,0.842832,1.02018,1.04021,0.967787,1.0219,0.992378,0.939573,0.794558,0.95823,0.993304,1.00229,0.949279,0.751975,0.989692,0.841212,1.00875,1.0098
T3,24/06/2021 11:24:29,750nm,AeraSeal, H,0.985604,1.01245,0.929362,1.00011,1.00486,0.856943,0.951414,0.817467,0.914529,1.0551,0.920239,0.963868,0.946236,0.980459,0.827553,0.795467,1.03326,1.01574,0.935176,0.704221,0.939904,1.02554,0.993011,1.03794
T3,24/06/2021 11:24:29,750nm,AeraSeal, I,0.960376,0.935977,0.96531,0.749541,0.985463,0.946856,1.01284,0.948746,1.07606,1.02454,0.923439,0.984668,0.973917,0.952134,0.842608,1.00285,1.0502,0.997665,0.858347,0.943425,0.918713,0.88201,0.970353,0.996255
