elapsed_time,distance,sensor,x_pos,y_pos,value,condition,position,section,section2
8451,2,1_2,1,2,35.62,2 cm,2,Outside,Outside
8504,2,1_2,1,2,36.08,2 cm,2,Outside,Outside
8558,2,1_2,1,2,35,2 cm,2,Outside,Outside
8611,2,1_2,1,2,36.85,2 cm,2,Outside,Outside
8665,2,1_2,1,2,35.92,2 cm,2,Outside,Outside
8718,2,1_2,1,2,36.69,2 cm,2,Outside,Outside
8771,2,1_2,1,2,34.92,2 cm,2,Outside,Outside
8825,2,1_2,1,2,36.62,2 cm,2,Outside,Outside
8879,2,1_2,1,2,35.85,2 cm,2,Outside,Outside
8932,2,1_2,1,2,37,2 cm,2,Outside,Outside
8986,2,1_2,1,2,35.31,2 cm,2,Outside,Outside
9039,2,1_2,1,2,36.38,2 cm,2,Outside,Outside
9093,2,1_2,1,2,35.31,2 cm,2,Outside,Outside
9146,2,1_2,1,2,37,2 cm,2,Outside,Outside
9200,2,1_2,1,2,35.38,2 cm,2,Outside,Outside
9253,2,1_2,1,2,36.31,2 cm,2,Outside,Outside
9307,2,1_2,1,2,35.31,2 cm,2,Outside,Outside
9361,2,1_2,1,2,37.15,2 cm,2,Outside,Outside
9414,2,1_2,1,2,35.85,2 cm,2,Outside,Outside
9467,2,1_2,1,2,37.08,2 cm,2,Outside,Outside
9521,2,1_2,1,2,35.23,2 cm,2,Outside,Outside
9575,2,1_2,1,2,36.38,2 cm,2,Outside,Outside
9628,2,1_2,1,2,35.85,2 cm,2,Outside,Outside
9681,2,1_2,1,2,37.08,2 cm,2,Outside,Outside
9735,2,1_2,1,2,35.15,2 cm,2,Outside,Outside
9789,2,1_2,1,2,36.15,2 cm,2,Outside,Outside
9842,2,1_2,1,2,35.23,2 cm,2,Outside,Outside
9895,2,1_2,1,2,37,2 cm,2,Outside,Outside
9950,2,1_2,1,2,35.38,2 cm,2,Outside,Outside
10003,2,1_2,1,2,36.69,2 cm,2,Outside,Outside
10056,2,1_2,1,2,35.31,2 cm,2,Outside,Outside
10110,2,1_2,1,2,37.15,2 cm,2,Outside,Outside
10164,2,1_2,1,2,35.77,2 cm,2,Outside,Outside
0,3,1_2,1,2,28.85,3 cm,2,Outside,Outside
53,3,1_2,1,2,29.85,3 cm,2,Outside,Outside
106,3,1_2,1,2,29,3 cm,2,Outside,Outside
159,3,1_2,1,2,30.08,3 cm,2,Outside,Outside
212,3,1_2,1,2,29.15,3 cm,2,Outside,Outside
266,3,1_2,1,2,30.08,3 cm,2,Outside,Outside
319,3,1_2,1,2,28.62,3 cm,2,Outside,Outside
372,3,1_2,1,2,30,3 cm,2,Outside,Outside
425,3,1_2,1,2,29,3 cm,2,Outside,Outside
479,3,1_2,1,2,30.15,3 cm,2,Outside,Outside
532,3,1_2,1,2,28.69,3 cm,2,Outside,Outside
586,3,1_2,1,2,29.85,3 cm,2,Outside,Outside
638,3,1_2,1,2,29.08,3 cm,2,Outside,Outside
693,3,1_2,1,2,30.31,3 cm,2,Outside,Outside
746,3,1_2,1,2,29.08,3 cm,2,Outside,Outside
799,3,1_2,1,2,29.77,3 cm,2,Outside,Outside
852,3,1_2,1,2,28.15,3 cm,2,Outside,Outside
906,3,1_2,1,2,29.92,3 cm,2,Outside,Outside
959,3,1_2,1,2,29.08,3 cm,2,Outside,Outside
1012,3,1_2,1,2,30.15,3 cm,2,Outside,Outside
1065,3,1_2,1,2,28.69,3 cm,2,Outside,Outside
1120,3,1_2,1,2,29.92,3 cm,2,Outside,Outside
1173,3,1_2,1,2,29,3 cm,2,Outside,Outside
1226,3,1_2,1,2,30.15,3 cm,2,Outside,Outside
1281,3,1_2,1,2,29,3 cm,2,Outside,Outside
1334,3,1_2,1,2,29.92,3 cm,2,Outside,Outside
1387,3,1_2,1,2,28.77,3 cm,2,Outside,Outside
1440,3,1_2,1,2,30.31,3 cm,2,Outside,Outside
1494,3,1_2,1,2,29.15,3 cm,2,Outside,Outside
1548,3,1_2,1,2,29.85,3 cm,2,Outside,Outside
1601,3,1_2,1,2,28.31,3 cm,2,Outside,Outside
1654,3,1_2,1,2,30.23,3 cm,2,Outside,Outside
1708,3,1_2,1,2,28.92,3 cm,2,Outside,Outside
1761,3,1_2,1,2,30.15,3 cm,2,Outside,Outside
1814,3,1_2,1,2,29.15,3 cm,2,Outside,Outside
1868,3,1_2,1,2,30.08,3 cm,2,Outside,Outside
1922,3,1_2,1,2,28.85,3 cm,2,Outside,Outside
1975,3,1_2,1,2,30.23,3 cm,2,Outside,Outside
2028,3,1_2,1,2,29.08,3 cm,2,Outside,Outside
2081,3,1_2,1,2,29.92,3 cm,2,Outside,Outside
2136,3,1_2,1,2,28.85,3 cm,2,Outside,Outside
2189,3,1_2,1,2,30.38,3 cm,2,Outside,Outside
2242,3,1_2,1,2,28.92,3 cm,2,Outside,Outside
2295,3,1_2,1,2,29.85,3 cm,2,Outside,Outside
2349,3,1_2,1,2,28.23,3 cm,2,Outside,Outside
2402,3,1_2,1,2,30,3 cm,2,Outside,Outside
2455,3,1_2,1,2,28.92,3 cm,2,Outside,Outside
2509,3,1_2,1,2,30.15,3 cm,2,Outside,Outside
2563,3,1_2,1,2,28.92,3 cm,2,Outside,Outside
2616,3,1_2,1,2,29.77,3 cm,2,Outside,Outside
2670,3,1_2,1,2,29,3 cm,2,Outside,Outside
2723,3,1_2,1,2,30.38,3 cm,2,Outside,Outside
2777,3,1_2,1,2,29,3 cm,2,Outside,Outside
2830,3,1_2,1,2,30,3 cm,2,Outside,Outside
2884,3,1_2,1,2,28.69,3 cm,2,Outside,Outside
2937,3,1_2,1,2,30.08,3 cm,2,Outside,Outside
2991,3,1_2,1,2,29.15,3 cm,2,Outside,Outside
3044,3,1_2,1,2,30,3 cm,2,Outside,Outside
3097,3,1_2,1,2,28.46,3 cm,2,Outside,Outside
3150,3,1_2,1,2,29.92,3 cm,2,Outside,Outside
3205,3,1_2,1,2,29,3 cm,2,Outside,Outside
3258,3,1_2,1,2,30.23,3 cm,2,Outside,Outside
3311,3,1_2,1,2,29.08,3 cm,2,Outside,Outside
3364,3,1_2,1,2,29.85,3 cm,2,Outside,Outside
3418,3,1_2,1,2,29,3 cm,2,Outside,Outside
3472,3,1_2,1,2,30.15,3 cm,2,Outside,Outside
3525,3,1_2,1,2,29.23,3 cm,2,Outside,Outside
3578,3,1_2,1,2,30.08,3 cm,2,Outside,Outside
3632,3,1_2,1,2,28.23,3 cm,2,Outside,Outside
3685,3,1_2,1,2,30,3 cm,2,Outside,Outside
3739,3,1_2,1,2,29.31,3 cm,2,Outside,Outside
3792,3,1_2,1,2,30.15,3 cm,2,Outside,Outside
3846,3,1_2,1,2,28.92,3 cm,2,Outside,Outside
3899,3,1_2,1,2,30,3 cm,2,Outside,Outside
3952,3,1_2,1,2,28.62,3 cm,2,Outside,Outside
4006,3,1_2,1,2,30.08,3 cm,2,Outside,Outside
4060,3,1_2,1,2,28.77,3 cm,2,Outside,Outside
4113,3,1_2,1,2,29.77,3 cm,2,Outside,Outside
4166,3,1_2,1,2,28.92,3 cm,2,Outside,Outside
4219,3,1_2,1,2,30.23,3 cm,2,Outside,Outside
4273,3,1_2,1,2,29.15,3 cm,2,Outside,Outside
4326,3,1_2,1,2,29.92,3 cm,2,Outside,Outside
4379,3,1_2,1,2,28.85,3 cm,2,Outside,Outside
4433,3,1_2,1,2,30,3 cm,2,Outside,Outside
4487,3,1_2,1,2,29,3 cm,2,Outside,Outside
4540,3,1_2,1,2,30.08,3 cm,2,Outside,Outside
4593,3,1_2,1,2,29.15,3 cm,2,Outside,Outside
4646,3,1_2,1,2,29.92,3 cm,2,Outside,Outside
4700,3,1_2,1,2,28.77,3 cm,2,Outside,Outside
4753,3,1_2,1,2,30.46,3 cm,2,Outside,Outside
4807,3,1_2,1,2,29.23,3 cm,2,Outside,Outside
4860,3,1_2,1,2,30,3 cm,2,Outside,Outside
4914,3,1_2,1,2,28.46,3 cm,2,Outside,Outside
4967,3,1_2,1,2,30,3 cm,2,Outside,Outside
5020,3,1_2,1,2,29,3 cm,2,Outside,Outside
5073,3,1_2,1,2,30.08,3 cm,2,Outside,Outside
5128,3,1_2,1,2,29,3 cm,2,Outside,Outside
5181,3,1_2,1,2,29.46,3 cm,2,Outside,Outside
5234,3,1_2,1,2,28.62,3 cm,2,Outside,Outside
5287,3,1_2,1,2,30.15,3 cm,2,Outside,Outside
5342,3,1_2,1,2,28.69,3 cm,2,Outside,Outside
5395,3,1_2,1,2,29.77,3 cm,2,Outside,Outside
5448,3,1_2,1,2,29.08,3 cm,2,Outside,Outside
5502,3,1_2,1,2,29.92,3 cm,2,Outside,Outside
5556,3,1_2,1,2,28.92,3 cm,2,Outside,Outside
5609,3,1_2,1,2,30.31,3 cm,2,Outside,Outside
5662,3,1_2,1,2,28.92,3 cm,2,Outside,Outside
5716,3,1_2,1,2,29.77,3 cm,2,Outside,Outside
5770,3,1_2,1,2,29.15,3 cm,2,Outside,Outside
5823,3,1_2,1,2,30.31,3 cm,2,Outside,Outside
5876,3,1_2,1,2,29,3 cm,2,Outside,Outside
5929,3,1_2,1,2,30,3 cm,2,Outside,Outside
5983,3,1_2,1,2,29.08,3 cm,2,Outside,Outside
6037,3,1_2,1,2,29.85,3 cm,2,Outside,Outside
6090,3,1_2,1,2,29,3 cm,2,Outside,Outside
6144,3,1_2,1,2,30,3 cm,2,Outside,Outside
6198,3,1_2,1,2,28.69,3 cm,2,Outside,Outside
6251,3,1_2,1,2,30.31,3 cm,2,Outside,Outside
6304,3,1_2,1,2,29,3 cm,2,Outside,Outside
6358,3,1_2,1,2,30,3 cm,2,Outside,Outside
6412,3,1_2,1,2,29,3 cm,2,Outside,Outside
6465,3,1_2,1,2,30,3 cm,2,Outside,Outside
6518,3,1_2,1,2,29,3 cm,2,Outside,Outside
6572,3,1_2,1,2,30.31,3 cm,2,Outside,Outside
6625,3,1_2,1,2,29,3 cm,2,Outside,Outside
6678,3,1_2,1,2,29.85,3 cm,2,Outside,Outside
6731,3,1_2,1,2,28.85,3 cm,2,Outside,Outside
6786,3,1_2,1,2,30.08,3 cm,2,Outside,Outside
6839,3,1_2,1,2,29.08,3 cm,2,Outside,Outside
6892,3,1_2,1,2,29.92,3 cm,2,Outside,Outside
6946,3,1_2,1,2,28.62,3 cm,2,Outside,Outside
7000,3,1_2,1,2,30.08,3 cm,2,Outside,Outside
7053,3,1_2,1,2,29,3 cm,2,Outside,Outside
7106,3,1_2,1,2,29.85,3 cm,2,Outside,Outside
7160,3,1_2,1,2,28.85,3 cm,2,Outside,Outside
7214,3,1_2,1,2,29.92,3 cm,2,Outside,Outside
7267,3,1_2,1,2,28.92,3 cm,2,Outside,Outside
7320,3,1_2,1,2,30.08,3 cm,2,Outside,Outside
7373,3,1_2,1,2,28.69,3 cm,2,Outside,Outside
7428,3,1_2,1,2,29.85,3 cm,2,Outside,Outside
7481,3,1_2,1,2,28.85,3 cm,2,Outside,Outside
7534,3,1_2,1,2,30.15,3 cm,2,Outside,Outside
7587,3,1_2,1,2,29.08,3 cm,2,Outside,Outside
7641,3,1_2,1,2,30,3 cm,2,Outside,Outside
7695,3,1_2,1,2,28.62,3 cm,2,Outside,Outside
7748,3,1_2,1,2,30.08,3 cm,2,Outside,Outside
7801,3,1_2,1,2,29.15,3 cm,2,Outside,Outside
7855,3,1_2,1,2,30.31,3 cm,2,Outside,Outside
7909,3,1_2,1,2,28.77,3 cm,2,Outside,Outside
7962,3,1_2,1,2,29.92,3 cm,2,Outside,Outside
8015,3,1_2,1,2,29.23,3 cm,2,Outside,Outside
8069,3,1_2,1,2,30.23,3 cm,2,Outside,Outside
8123,3,1_2,1,2,29,3 cm,2,Outside,Outside
8176,3,1_2,1,2,29.85,3 cm,2,Outside,Outside
8230,3,1_2,1,2,29.08,3 cm,2,Outside,Outside
8284,3,1_2,1,2,30.38,3 cm,2,Outside,Outside
8337,3,1_2,1,2,29.08,3 cm,2,Outside,Outside
8391,3,1_2,1,2,30.15,3 cm,2,Outside,Outside
8444,3,1_2,1,2,28.38,3 cm,2,Outside,Outside
8498,3,1_2,1,2,30.23,3 cm,2,Outside,Outside
8552,3,1_2,1,2,29.15,3 cm,2,Outside,Outside
8605,3,1_2,1,2,30.08,3 cm,2,Outside,Outside
8658,3,1_2,1,2,29.08,3 cm,2,Outside,Outside
8712,3,1_2,1,2,30,3 cm,2,Outside,Outside
8766,3,1_2,1,2,29.08,3 cm,2,Outside,Outside
8819,3,1_2,1,2,30.15,3 cm,2,Outside,Outside
8872,3,1_2,1,2,29,3 cm,2,Outside,Outside
8926,3,1_2,1,2,29.85,3 cm,2,Outside,Outside
8979,3,1_2,1,2,28.85,3 cm,2,Outside,Outside
9033,3,1_2,1,2,30.15,3 cm,2,Outside,Outside
9086,3,1_2,1,2,29,3 cm,2,Outside,Outside
9140,3,1_2,1,2,30.08,3 cm,2,Outside,Outside
9194,3,1_2,1,2,28.38,3 cm,2,Outside,Outside
9247,3,1_2,1,2,30.54,3 cm,2,Outside,Outside
9300,3,1_2,1,2,29.31,3 cm,2,Outside,Outside
9354,3,1_2,1,2,29.85,3 cm,2,Outside,Outside
9408,3,1_2,1,2,29.08,3 cm,2,Outside,Outside
9461,3,1_2,1,2,30.08,3 cm,2,Outside,Outside
9515,3,1_2,1,2,29.08,3 cm,2,Outside,Outside
9568,3,1_2,1,2,30.08,3 cm,2,Outside,Outside
9621,3,1_2,1,2,29.08,3 cm,2,Outside,Outside
9674,3,1_2,1,2,30,3 cm,2,Outside,Outside
9729,3,1_2,1,2,29.08,3 cm,2,Outside,Outside
9782,3,1_2,1,2,30.15,3 cm,2,Outside,Outside
9835,3,1_2,1,2,29.15,3 cm,2,Outside,Outside
9888,3,1_2,1,2,29.92,3 cm,2,Outside,Outside
9942,3,1_2,1,2,28.85,3 cm,2,Outside,Outside
9995,3,1_2,1,2,30.08,3 cm,2,Outside,Outside
10049,3,1_2,1,2,29.08,3 cm,2,Outside,Outside
10102,3,1_2,1,2,30.38,3 cm,2,Outside,Outside
10156,3,1_2,1,2,28.92,3 cm,2,Outside,Outside
0,5,1_2,1,2,33.08,5 cm,2,Outside,Outside
53,5,1_2,1,2,33.62,5 cm,2,Outside,Outside
106,5,1_2,1,2,32.15,5 cm,2,Outside,Outside
159,5,1_2,1,2,33.85,5 cm,2,Outside,Outside
212,5,1_2,1,2,32.92,5 cm,2,Outside,Outside
266,5,1_2,1,2,34.23,5 cm,2,Outside,Outside
319,5,1_2,1,2,32.85,5 cm,2,Outside,Outside
372,5,1_2,1,2,33.77,5 cm,2,Outside,Outside
427,5,1_2,1,2,32.69,5 cm,2,Outside,Outside
480,5,1_2,1,2,34,5 cm,2,Outside,Outside
533,5,1_2,1,2,32.54,5 cm,2,Outside,Outside
586,5,1_2,1,2,33.77,5 cm,2,Outside,Outside
640,5,1_2,1,2,32.15,5 cm,2,Outside,Outside
693,5,1_2,1,2,34,5 cm,2,Outside,Outside
746,5,1_2,1,2,33,5 cm,2,Outside,Outside
799,5,1_2,1,2,34.08,5 cm,2,Outside,Outside
852,5,1_2,1,2,32.54,5 cm,2,Outside,Outside
907,5,1_2,1,2,33.46,5 cm,2,Outside,Outside
960,5,1_2,1,2,32.85,5 cm,2,Outside,Outside
1013,5,1_2,1,2,33.92,5 cm,2,Outside,Outside
1067,5,1_2,1,2,32.62,5 cm,2,Outside,Outside
1121,5,1_2,1,2,33.77,5 cm,2,Outside,Outside
1174,5,1_2,1,2,32.46,5 cm,2,Outside,Outside
1227,5,1_2,1,2,34.23,5 cm,2,Outside,Outside
1281,5,1_2,1,2,32.69,5 cm,2,Outside,Outside
1335,5,1_2,1,2,34,5 cm,2,Outside,Outside
1388,5,1_2,1,2,32.15,5 cm,2,Outside,Outside
1441,5,1_2,1,2,33.92,5 cm,2,Outside,Outside
1495,5,1_2,1,2,32.77,5 cm,2,Outside,Outside
1548,5,1_2,1,2,34.15,5 cm,2,Outside,Outside
1602,5,1_2,1,2,32.77,5 cm,2,Outside,Outside
1655,5,1_2,1,2,33.46,5 cm,2,Outside,Outside
1709,5,1_2,1,2,32.69,5 cm,2,Outside,Outside
1762,5,1_2,1,2,34,5 cm,2,Outside,Outside
1815,5,1_2,1,2,32.92,5 cm,2,Outside,Outside
1869,5,1_2,1,2,33.77,5 cm,2,Outside,Outside
1923,5,1_2,1,2,32.15,5 cm,2,Outside,Outside
1976,5,1_2,1,2,34,5 cm,2,Outside,Outside
2029,5,1_2,1,2,33,5 cm,2,Outside,Outside
2083,5,1_2,1,2,33.85,5 cm,2,Outside,Outside
2137,5,1_2,1,2,32.38,5 cm,2,Outside,Outside
2190,5,1_2,1,2,33.69,5 cm,2,Outside,Outside
2243,5,1_2,1,2,32.92,5 cm,2,Outside,Outside
2297,5,1_2,1,2,34,5 cm,2,Outside,Outside
2351,5,1_2,1,2,32.85,5 cm,2,Outside,Outside
2404,5,1_2,1,2,33.46,5 cm,2,Outside,Outside
2457,5,1_2,1,2,32.62,5 cm,2,Outside,Outside
2511,5,1_2,1,2,34.08,5 cm,2,Outside,Outside
2565,5,1_2,1,2,33.08,5 cm,2,Outside,Outside
2618,5,1_2,1,2,33.92,5 cm,2,Outside,Outside
2672,5,1_2,1,2,32.15,5 cm,2,Outside,Outside
2725,5,1_2,1,2,34.08,5 cm,2,Outside,Outside
2779,5,1_2,1,2,33.08,5 cm,2,Outside,Outside
2832,5,1_2,1,2,34,5 cm,2,Outside,Outside
2886,5,1_2,1,2,32.15,5 cm,2,Outside,Outside
2939,5,1_2,1,2,33.69,5 cm,2,Outside,Outside
2993,5,1_2,1,2,32.77,5 cm,2,Outside,Outside
3046,5,1_2,1,2,34.15,5 cm,2,Outside,Outside
3099,5,1_2,1,2,32.69,5 cm,2,Outside,Outside
3153,5,1_2,1,2,33.38,5 cm,2,Outside,Outside
3207,5,1_2,1,2,32.15,5 cm,2,Outside,Outside
3260,5,1_2,1,2,34.23,5 cm,2,Outside,Outside
3313,5,1_2,1,2,33,5 cm,2,Outside,Outside
3366,5,1_2,1,2,33.77,5 cm,2,Outside,Outside
3421,5,1_2,1,2,32.46,5 cm,2,Outside,Outside
3474,5,1_2,1,2,33.54,5 cm,2,Outside,Outside
3527,5,1_2,1,2,32.77,5 cm,2,Outside,Outside
3581,5,1_2,1,2,34.08,5 cm,2,Outside,Outside
3635,5,1_2,1,2,32.31,5 cm,2,Outside,Outside
3688,5,1_2,1,2,33.69,5 cm,2,Outside,Outside
3741,5,1_2,1,2,32.92,5 cm,2,Outside,Outside
3795,5,1_2,1,2,34,5 cm,2,Outside,Outside
3849,5,1_2,1,2,32.38,5 cm,2,Outside,Outside
3902,5,1_2,1,2,34,5 cm,2,Outside,Outside
3956,5,1_2,1,2,32.23,5 cm,2,Outside,Outside
4009,5,1_2,1,2,33.92,5 cm,2,Outside,Outside
4063,5,1_2,1,2,32.69,5 cm,2,Outside,Outside
4116,5,1_2,1,2,34.08,5 cm,2,Outside,Outside
4170,5,1_2,1,2,32.08,5 cm,2,Outside,Outside
4222,5,1_2,1,2,33.92,5 cm,2,Outside,Outside
4277,5,1_2,1,2,32.69,5 cm,2,Outside,Outside
4330,5,1_2,1,2,34.08,5 cm,2,Outside,Outside
4383,5,1_2,1,2,33,5 cm,2,Outside,Outside
4436,5,1_2,1,2,33.31,5 cm,2,Outside,Outside
4490,5,1_2,1,2,33.08,5 cm,2,Outside,Outside
4544,5,1_2,1,2,34.08,5 cm,2,Outside,Outside
4597,5,1_2,1,2,33.08,5 cm,2,Outside,Outside
4651,5,1_2,1,2,33.85,5 cm,2,Outside,Outside
4704,5,1_2,1,2,32.31,5 cm,2,Outside,Outside
4757,5,1_2,1,2,33.92,5 cm,2,Outside,Outside
4810,5,1_2,1,2,32.69,5 cm,2,Outside,Outside
4864,5,1_2,1,2,34,5 cm,2,Outside,Outside
4917,5,1_2,1,2,32.23,5 cm,2,Outside,Outside
4970,5,1_2,1,2,33.46,5 cm,2,Outside,Outside
5024,5,1_2,1,2,32.54,5 cm,2,Outside,Outside
5078,5,1_2,1,2,34.08,5 cm,2,Outside,Outside
5131,5,1_2,1,2,33.08,5 cm,2,Outside,Outside
5184,5,1_2,1,2,33.54,5 cm,2,Outside,Outside
5237,5,1_2,1,2,32.38,5 cm,2,Outside,Outside
5292,5,1_2,1,2,34,5 cm,2,Outside,Outside
5345,5,1_2,1,2,33,5 cm,2,Outside,Outside
5399,5,1_2,1,2,33.77,5 cm,2,Outside,Outside
5452,5,1_2,1,2,32.15,5 cm,2,Outside,Outside
5506,5,1_2,1,2,33.54,5 cm,2,Outside,Outside
5559,5,1_2,1,2,32.85,5 cm,2,Outside,Outside
5613,5,1_2,1,2,34.08,5 cm,2,Outside,Outside
5666,5,1_2,1,2,32.38,5 cm,2,Outside,Outside
5720,5,1_2,1,2,33.69,5 cm,2,Outside,Outside
5773,5,1_2,1,2,32.38,5 cm,2,Outside,Outside
5827,5,1_2,1,2,33.77,5 cm,2,Outside,Outside
5880,5,1_2,1,2,32.54,5 cm,2,Outside,Outside
5934,5,1_2,1,2,33.85,5 cm,2,Outside,Outside
5988,5,1_2,1,2,32.31,5 cm,2,Outside,Outside
6041,5,1_2,1,2,34,5 cm,2,Outside,Outside
6094,5,1_2,1,2,33.15,5 cm,2,Outside,Outside
6149,5,1_2,1,2,33.62,5 cm,2,Outside,Outside
6202,5,1_2,1,2,32.85,5 cm,2,Outside,Outside
6255,5,1_2,1,2,33.77,5 cm,2,Outside,Outside
6308,5,1_2,1,2,32.85,5 cm,2,Outside,Outside
6362,5,1_2,1,2,34.08,5 cm,2,Outside,Outside
6416,5,1_2,1,2,32.77,5 cm,2,Outside,Outside
6469,5,1_2,1,2,33.38,5 cm,2,Outside,Outside
6522,5,1_2,1,2,32.69,5 cm,2,Outside,Outside
6577,5,1_2,1,2,34,5 cm,2,Outside,Outside
6630,5,1_2,1,2,32.77,5 cm,2,Outside,Outside
6683,5,1_2,1,2,33.85,5 cm,2,Outside,Outside
6736,5,1_2,1,2,32.08,5 cm,2,Outside,Outside
6790,5,1_2,1,2,33.92,5 cm,2,Outside,Outside
6843,5,1_2,1,2,32.92,5 cm,2,Outside,Outside
6897,5,1_2,1,2,34,5 cm,2,Outside,Outside
6950,5,1_2,1,2,32.38,5 cm,2,Outside,Outside
7004,5,1_2,1,2,33.23,5 cm,2,Outside,Outside
7058,5,1_2,1,2,32.85,5 cm,2,Outside,Outside
7111,5,1_2,1,2,34.23,5 cm,2,Outside,Outside
7164,5,1_2,1,2,32.15,5 cm,2,Outside,Outside
7218,5,1_2,1,2,33.31,5 cm,2,Outside,Outside
7272,5,1_2,1,2,32.46,5 cm,2,Outside,Outside
7325,5,1_2,1,2,34.15,5 cm,2,Outside,Outside
7378,5,1_2,1,2,32.77,5 cm,2,Outside,Outside
7433,5,1_2,1,2,34,5 cm,2,Outside,Outside
7486,5,1_2,1,2,32.08,5 cm,2,Outside,Outside
7539,5,1_2,1,2,34,5 cm,2,Outside,Outside
7592,5,1_2,1,2,33.08,5 cm,2,Outside,Outside
7646,5,1_2,1,2,34,5 cm,2,Outside,Outside
7700,5,1_2,1,2,32.31,5 cm,2,Outside,Outside
7753,5,1_2,1,2,33.62,5 cm,2,Outside,Outside
7806,5,1_2,1,2,33,5 cm,2,Outside,Outside
7861,5,1_2,1,2,34,5 cm,2,Outside,Outside
7914,5,1_2,1,2,32.62,5 cm,2,Outside,Outside
7967,5,1_2,1,2,33.46,5 cm,2,Outside,Outside
8020,5,1_2,1,2,32.23,5 cm,2,Outside,Outside
8074,5,1_2,1,2,34.08,5 cm,2,Outside,Outside
8128,5,1_2,1,2,33.08,5 cm,2,Outside,Outside
8181,5,1_2,1,2,33.92,5 cm,2,Outside,Outside
8235,5,1_2,1,2,32.15,5 cm,2,Outside,Outside
8289,5,1_2,1,2,34.08,5 cm,2,Outside,Outside
8342,5,1_2,1,2,32.77,5 cm,2,Outside,Outside
8395,5,1_2,1,2,34.08,5 cm,2,Outside,Outside
8449,5,1_2,1,2,32.15,5 cm,2,Outside,Outside
8502,5,1_2,1,2,33.46,5 cm,2,Outside,Outside
8556,5,1_2,1,2,32.54,5 cm,2,Outside,Outside
8609,5,1_2,1,2,34.15,5 cm,2,Outside,Outside
8663,5,1_2,1,2,32.38,5 cm,2,Outside,Outside
8717,5,1_2,1,2,33.54,5 cm,2,Outside,Outside
8770,5,1_2,1,2,32.69,5 cm,2,Outside,Outside
8823,5,1_2,1,2,33.92,5 cm,2,Outside,Outside
8877,5,1_2,1,2,33.08,5 cm,2,Outside,Outside
8931,5,1_2,1,2,33.69,5 cm,2,Outside,Outside
8984,5,1_2,1,2,32.15,5 cm,2,Outside,Outside
9037,5,1_2,1,2,33.77,5 cm,2,Outside,Outside
9091,5,1_2,1,2,32.54,5 cm,2,Outside,Outside
9145,5,1_2,1,2,33.92,5 cm,2,Outside,Outside
9198,5,1_2,1,2,32.15,5 cm,2,Outside,Outside
9251,5,1_2,1,2,33.23,5 cm,2,Outside,Outside
9306,5,1_2,1,2,32.23,5 cm,2,Outside,Outside
9359,5,1_2,1,2,34.31,5 cm,2,Outside,Outside
9412,5,1_2,1,2,32.31,5 cm,2,Outside,Outside
9465,5,1_2,1,2,33.85,5 cm,2,Outside,Outside
9520,5,1_2,1,2,32.46,5 cm,2,Outside,Outside
9573,5,1_2,1,2,34.08,5 cm,2,Outside,Outside
9626,5,1_2,1,2,32.85,5 cm,2,Outside,Outside
9679,5,1_2,1,2,33.77,5 cm,2,Outside,Outside
9734,5,1_2,1,2,32.46,5 cm,2,Outside,Outside
9787,5,1_2,1,2,33.54,5 cm,2,Outside,Outside
9840,5,1_2,1,2,32.77,5 cm,2,Outside,Outside
9894,5,1_2,1,2,33.92,5 cm,2,Outside,Outside
9948,5,1_2,1,2,32.08,5 cm,2,Outside,Outside
10001,5,1_2,1,2,33.23,5 cm,2,Outside,Outside
10054,5,1_2,1,2,32.31,5 cm,2,Outside,Outside
10108,5,1_2,1,2,34.08,5 cm,2,Outside,Outside
10162,5,1_2,1,2,32.62,5 cm,2,Outside,Outside
0,10,1_2,1,2,40.92,10 cm,2,Outside,Outside
53,10,1_2,1,2,42.08,10 cm,2,Outside,Outside
106,10,1_2,1,2,40.92,10 cm,2,Outside,Outside
159,10,1_2,1,2,41.77,10 cm,2,Outside,Outside
214,10,1_2,1,2,41.08,10 cm,2,Outside,Outside
267,10,1_2,1,2,42.08,10 cm,2,Outside,Outside
320,10,1_2,1,2,41,10 cm,2,Outside,Outside
373,10,1_2,1,2,41.92,10 cm,2,Outside,Outside
427,10,1_2,1,2,40.46,10 cm,2,Outside,Outside
480,10,1_2,1,2,42.08,10 cm,2,Outside,Outside
533,10,1_2,1,2,41.08,10 cm,2,Outside,Outside
586,10,1_2,1,2,41.85,10 cm,2,Outside,Outside
641,10,1_2,1,2,40.38,10 cm,2,Outside,Outside
694,10,1_2,1,2,41.69,10 cm,2,Outside,Outside
747,10,1_2,1,2,41,10 cm,2,Outside,Outside
800,10,1_2,1,2,42.08,10 cm,2,Outside,Outside
854,10,1_2,1,2,40.85,10 cm,2,Outside,Outside
907,10,1_2,1,2,41.69,10 cm,2,Outside,Outside
961,10,1_2,1,2,41,10 cm,2,Outside,Outside
1014,10,1_2,1,2,42.23,10 cm,2,Outside,Outside
1068,10,1_2,1,2,41.15,10 cm,2,Outside,Outside
1121,10,1_2,1,2,41.77,10 cm,2,Outside,Outside
1175,10,1_2,1,2,41,10 cm,2,Outside,Outside
1228,10,1_2,1,2,42,10 cm,2,Outside,Outside
1282,10,1_2,1,2,41.15,10 cm,2,Outside,Outside
1335,10,1_2,1,2,42,10 cm,2,Outside,Outside
1388,10,1_2,1,2,40.85,10 cm,2,Outside,Outside
