elapsed_time,distance,sensor,x_pos,y_pos,value,condition,position,section,section2
7868,1,3_4,3,4,68,1 cm,16,Inside,Inside
7921,1,3_4,3,4,67.46,1 cm,16,Inside,Inside
7974,1,3_4,3,4,69.08,1 cm,16,Inside,Inside
8029,1,3_4,3,4,67.92,1 cm,16,Inside,Inside
8082,1,3_4,3,4,68.92,1 cm,16,Inside,Inside
8135,1,3_4,3,4,67.23,1 cm,16,Inside,Inside
8189,1,3_4,3,4,69,1 cm,16,Inside,Inside
8243,1,3_4,3,4,67.92,1 cm,16,Inside,Inside
8296,1,3_4,3,4,69.15,1 cm,16,Inside,Inside
8349,1,3_4,3,4,66.92,1 cm,16,Inside,Inside
8402,1,3_4,3,4,68.77,1 cm,16,Inside,Inside
8457,1,3_4,3,4,67.92,1 cm,16,Inside,Inside
8510,1,3_4,3,4,69.08,1 cm,16,Inside,Inside
8563,1,3_4,3,4,67,1 cm,16,Inside,Inside
8617,1,3_4,3,4,69.08,1 cm,16,Inside,Inside
8671,1,3_4,3,4,67.69,1 cm,16,Inside,Inside
8724,1,3_4,3,4,69,1 cm,16,Inside,Inside
8778,1,3_4,3,4,68,1 cm,16,Inside,Inside
8832,1,3_4,3,4,68.77,1 cm,16,Inside,Inside
8885,1,3_4,3,4,67.15,1 cm,16,Inside,Inside
8938,1,3_4,3,4,69,1 cm,16,Inside,Inside
8992,1,3_4,3,4,68.46,1 cm,16,Inside,Inside
9046,1,3_4,3,4,68.92,1 cm,16,Inside,Inside
9099,1,3_4,3,4,67.31,1 cm,16,Inside,Inside
9153,1,3_4,3,4,69.08,1 cm,16,Inside,Inside
9206,1,3_4,3,4,68.08,1 cm,16,Inside,Inside
9260,1,3_4,3,4,68.77,1 cm,16,Inside,Inside
9314,1,3_4,3,4,66.69,1 cm,16,Inside,Inside
9367,1,3_4,3,4,67.85,1 cm,16,Inside,Inside
9421,1,3_4,3,4,67.08,1 cm,16,Inside,Inside
9475,1,3_4,3,4,69.08,1 cm,16,Inside,Inside
9528,1,3_4,3,4,67,1 cm,16,Inside,Inside
9582,1,3_4,3,4,68,1 cm,16,Inside,Inside
9635,1,3_4,3,4,66.77,1 cm,16,Inside,Inside
9689,1,3_4,3,4,68.54,1 cm,16,Inside,Inside
9743,1,3_4,3,4,67.38,1 cm,16,Inside,Inside
9796,1,3_4,3,4,68.08,1 cm,16,Inside,Inside
9849,1,3_4,3,4,66.31,1 cm,16,Inside,Inside
9904,1,3_4,3,4,68.15,1 cm,16,Inside,Inside
9957,1,3_4,3,4,67.46,1 cm,16,Inside,Inside
10011,1,3_4,3,4,68.08,1 cm,16,Inside,Inside
10064,1,3_4,3,4,67,1 cm,16,Inside,Inside
10118,1,3_4,3,4,67.85,1 cm,16,Inside,Inside
10172,1,3_4,3,4,67.15,1 cm,16,Inside,Inside
0,2,3_4,3,4,56.15,2 cm,16,Inside,Inside
53,2,3_4,3,4,57.92,2 cm,16,Inside,Inside
106,2,3_4,3,4,57,2 cm,16,Inside,Inside
159,2,3_4,3,4,58.31,2 cm,16,Inside,Inside
212,2,3_4,3,4,57,2 cm,16,Inside,Inside
267,2,3_4,3,4,58.08,2 cm,16,Inside,Inside
319,2,3_4,3,4,57,2 cm,16,Inside,Inside
373,2,3_4,3,4,58.23,2 cm,16,Inside,Inside
427,2,3_4,3,4,57.23,2 cm,16,Inside,Inside
480,2,3_4,3,4,58,2 cm,16,Inside,Inside
533,2,3_4,3,4,56.54,2 cm,16,Inside,Inside
586,2,3_4,3,4,57.92,2 cm,16,Inside,Inside
640,2,3_4,3,4,57.08,2 cm,16,Inside,Inside
693,2,3_4,3,4,58.85,2 cm,16,Inside,Inside
747,2,3_4,3,4,56.92,2 cm,16,Inside,Inside
800,2,3_4,3,4,58.08,2 cm,16,Inside,Inside
854,2,3_4,3,4,57,2 cm,16,Inside,Inside
907,2,3_4,3,4,58.23,2 cm,16,Inside,Inside
960,2,3_4,3,4,56.92,2 cm,16,Inside,Inside
1014,2,3_4,3,4,58,2 cm,16,Inside,Inside
1068,2,3_4,3,4,56.38,2 cm,16,Inside,Inside
1121,2,3_4,3,4,58.08,2 cm,16,Inside,Inside
1174,2,3_4,3,4,57.08,2 cm,16,Inside,Inside
1227,2,3_4,3,4,57.85,2 cm,16,Inside,Inside
1282,2,3_4,3,4,57,2 cm,16,Inside,Inside
1335,2,3_4,3,4,57.77,2 cm,16,Inside,Inside
1388,2,3_4,3,4,57,2 cm,16,Inside,Inside
1441,2,3_4,3,4,58.85,2 cm,16,Inside,Inside
1496,2,3_4,3,4,57.08,2 cm,16,Inside,Inside
1549,2,3_4,3,4,57.85,2 cm,16,Inside,Inside
1602,2,3_4,3,4,56.85,2 cm,16,Inside,Inside
1655,2,3_4,3,4,58.69,2 cm,16,Inside,Inside
1710,2,3_4,3,4,57,2 cm,16,Inside,Inside
1763,2,3_4,3,4,58,2 cm,16,Inside,Inside
1816,2,3_4,3,4,56.08,2 cm,16,Inside,Inside
1869,2,3_4,3,4,58.15,2 cm,16,Inside,Inside
1923,2,3_4,3,4,57.08,2 cm,16,Inside,Inside
1977,2,3_4,3,4,58.23,2 cm,16,Inside,Inside
2030,2,3_4,3,4,57,2 cm,16,Inside,Inside
2083,2,3_4,3,4,57.38,2 cm,16,Inside,Inside
2137,2,3_4,3,4,57.31,2 cm,16,Inside,Inside
2191,2,3_4,3,4,59,2 cm,16,Inside,Inside
2244,2,3_4,3,4,57,2 cm,16,Inside,Inside
2297,2,3_4,3,4,58,2 cm,16,Inside,Inside
2351,2,3_4,3,4,57.08,2 cm,16,Inside,Inside
2405,2,3_4,3,4,58.15,2 cm,16,Inside,Inside
2458,2,3_4,3,4,57.92,2 cm,16,Inside,Inside
2511,2,3_4,3,4,58.15,2 cm,16,Inside,Inside
2565,2,3_4,3,4,56.62,2 cm,16,Inside,Inside
2618,2,3_4,3,4,58.15,2 cm,16,Inside,Inside
2672,2,3_4,3,4,57.08,2 cm,16,Inside,Inside
2725,2,3_4,3,4,59.08,2 cm,16,Inside,Inside
2779,2,3_4,3,4,57,2 cm,16,Inside,Inside
2832,2,3_4,3,4,58,2 cm,16,Inside,Inside
2886,2,3_4,3,4,56.92,2 cm,16,Inside,Inside
2939,2,3_4,3,4,58.38,2 cm,16,Inside,Inside
2993,2,3_4,3,4,57.46,2 cm,16,Inside,Inside
3047,2,3_4,3,4,58,2 cm,16,Inside,Inside
3100,2,3_4,3,4,56.38,2 cm,16,Inside,Inside
3153,2,3_4,3,4,58.69,2 cm,16,Inside,Inside
3208,2,3_4,3,4,57.69,2 cm,16,Inside,Inside
3261,2,3_4,3,4,58.15,2 cm,16,Inside,Inside
3314,2,3_4,3,4,56.92,2 cm,16,Inside,Inside
3367,2,3_4,3,4,57.77,2 cm,16,Inside,Inside
3421,2,3_4,3,4,57,2 cm,16,Inside,Inside
3475,2,3_4,3,4,58.77,2 cm,16,Inside,Inside
3528,2,3_4,3,4,56.77,2 cm,16,Inside,Inside
3581,2,3_4,3,4,57.92,2 cm,16,Inside,Inside
3635,2,3_4,3,4,57.08,2 cm,16,Inside,Inside
3689,2,3_4,3,4,58.15,2 cm,16,Inside,Inside
3742,2,3_4,3,4,57.08,2 cm,16,Inside,Inside
3795,2,3_4,3,4,58.23,2 cm,16,Inside,Inside
3849,2,3_4,3,4,56.69,2 cm,16,Inside,Inside
3903,2,3_4,3,4,58.38,2 cm,16,Inside,Inside
3956,2,3_4,3,4,57.77,2 cm,16,Inside,Inside
4009,2,3_4,3,4,58.15,2 cm,16,Inside,Inside
4063,2,3_4,3,4,56.85,2 cm,16,Inside,Inside
4117,2,3_4,3,4,58,2 cm,16,Inside,Inside
4170,2,3_4,3,4,57,2 cm,16,Inside,Inside
4224,2,3_4,3,4,58.23,2 cm,16,Inside,Inside
4278,2,3_4,3,4,57,2 cm,16,Inside,Inside
4331,2,3_4,3,4,57.85,2 cm,16,Inside,Inside
4384,2,3_4,3,4,56.69,2 cm,16,Inside,Inside
4439,2,3_4,3,4,58.85,2 cm,16,Inside,Inside
4492,2,3_4,3,4,57.15,2 cm,16,Inside,Inside
4545,2,3_4,3,4,58.08,2 cm,16,Inside,Inside
4598,2,3_4,3,4,56.15,2 cm,16,Inside,Inside
4653,2,3_4,3,4,58,2 cm,16,Inside,Inside
4706,2,3_4,3,4,57.08,2 cm,16,Inside,Inside
4759,2,3_4,3,4,58,2 cm,16,Inside,Inside
4812,2,3_4,3,4,57,2 cm,16,Inside,Inside
4866,2,3_4,3,4,57.77,2 cm,16,Inside,Inside
4920,2,3_4,3,4,57.31,2 cm,16,Inside,Inside
4973,2,3_4,3,4,58.69,2 cm,16,Inside,Inside
5026,2,3_4,3,4,56.92,2 cm,16,Inside,Inside
5080,2,3_4,3,4,58,2 cm,16,Inside,Inside
5133,2,3_4,3,4,57,2 cm,16,Inside,Inside
5187,2,3_4,3,4,58.69,2 cm,16,Inside,Inside
5240,2,3_4,3,4,57.08,2 cm,16,Inside,Inside
5294,2,3_4,3,4,58.31,2 cm,16,Inside,Inside
5347,2,3_4,3,4,56.08,2 cm,16,Inside,Inside
5401,2,3_4,3,4,58.31,2 cm,16,Inside,Inside
5454,2,3_4,3,4,57.23,2 cm,16,Inside,Inside
5508,2,3_4,3,4,58.15,2 cm,16,Inside,Inside
5562,2,3_4,3,4,57,2 cm,16,Inside,Inside
5615,2,3_4,3,4,57.92,2 cm,16,Inside,Inside
5668,2,3_4,3,4,56.85,2 cm,16,Inside,Inside
5722,2,3_4,3,4,58.46,2 cm,16,Inside,Inside
5775,2,3_4,3,4,57,2 cm,16,Inside,Inside
5828,2,3_4,3,4,58.08,2 cm,16,Inside,Inside
5882,2,3_4,3,4,57.08,2 cm,16,Inside,Inside
5936,2,3_4,3,4,58,2 cm,16,Inside,Inside
5989,2,3_4,3,4,57.54,2 cm,16,Inside,Inside
6043,2,3_4,3,4,58.15,2 cm,16,Inside,Inside
6096,2,3_4,3,4,56.15,2 cm,16,Inside,Inside
6150,2,3_4,3,4,58,2 cm,16,Inside,Inside
6203,2,3_4,3,4,57,2 cm,16,Inside,Inside
6256,2,3_4,3,4,59,2 cm,16,Inside,Inside
6310,2,3_4,3,4,56.92,2 cm,16,Inside,Inside
6364,2,3_4,3,4,57.77,2 cm,16,Inside,Inside
6417,2,3_4,3,4,56.92,2 cm,16,Inside,Inside
6470,2,3_4,3,4,58.85,2 cm,16,Inside,Inside
6524,2,3_4,3,4,57.15,2 cm,16,Inside,Inside
6578,2,3_4,3,4,58,2 cm,16,Inside,Inside
6631,2,3_4,3,4,56.92,2 cm,16,Inside,Inside
6685,2,3_4,3,4,58.08,2 cm,16,Inside,Inside
6738,2,3_4,3,4,57.15,2 cm,16,Inside,Inside
6792,2,3_4,3,4,58.08,2 cm,16,Inside,Inside
6845,2,3_4,3,4,56.31,2 cm,16,Inside,Inside
6899,2,3_4,3,4,58,2 cm,16,Inside,Inside
6952,2,3_4,3,4,57.08,2 cm,16,Inside,Inside
7006,2,3_4,3,4,58.31,2 cm,16,Inside,Inside
7059,2,3_4,3,4,56.77,2 cm,16,Inside,Inside
7112,2,3_4,3,4,57.92,2 cm,16,Inside,Inside
7166,2,3_4,3,4,56.77,2 cm,16,Inside,Inside
7220,2,3_4,3,4,59,2 cm,16,Inside,Inside
7273,2,3_4,3,4,57.15,2 cm,16,Inside,Inside
7326,2,3_4,3,4,58,2 cm,16,Inside,Inside
7379,2,3_4,3,4,56.46,2 cm,16,Inside,Inside
7434,2,3_4,3,4,58.31,2 cm,16,Inside,Inside
7487,2,3_4,3,4,57.31,2 cm,16,Inside,Inside
7540,2,3_4,3,4,57.92,2 cm,16,Inside,Inside
7595,2,3_4,3,4,56.69,2 cm,16,Inside,Inside
7648,2,3_4,3,4,58.15,2 cm,16,Inside,Inside
7701,2,3_4,3,4,57.23,2 cm,16,Inside,Inside
7754,2,3_4,3,4,58.85,2 cm,16,Inside,Inside
7809,2,3_4,3,4,57,2 cm,16,Inside,Inside
7862,2,3_4,3,4,57.92,2 cm,16,Inside,Inside
7915,2,3_4,3,4,57,2 cm,16,Inside,Inside
7969,2,3_4,3,4,59,2 cm,16,Inside,Inside
8023,2,3_4,3,4,56.92,2 cm,16,Inside,Inside
8076,2,3_4,3,4,58,2 cm,16,Inside,Inside
8129,2,3_4,3,4,56,2 cm,16,Inside,Inside
8182,2,3_4,3,4,58.31,2 cm,16,Inside,Inside
8236,2,3_4,3,4,57,2 cm,16,Inside,Inside
8290,2,3_4,3,4,58.08,2 cm,16,Inside,Inside
8343,2,3_4,3,4,56.38,2 cm,16,Inside,Inside
8396,2,3_4,3,4,58,2 cm,16,Inside,Inside
8451,2,3_4,3,4,57.15,2 cm,16,Inside,Inside
8504,2,3_4,3,4,58.15,2 cm,16,Inside,Inside
8558,2,3_4,3,4,56.85,2 cm,16,Inside,Inside
8611,2,3_4,3,4,57.62,2 cm,16,Inside,Inside
8665,2,3_4,3,4,56.92,2 cm,16,Inside,Inside
8718,2,3_4,3,4,58.31,2 cm,16,Inside,Inside
8771,2,3_4,3,4,57,2 cm,16,Inside,Inside
8825,2,3_4,3,4,58,2 cm,16,Inside,Inside
8879,2,3_4,3,4,56.77,2 cm,16,Inside,Inside
8932,2,3_4,3,4,58.69,2 cm,16,Inside,Inside
8986,2,3_4,3,4,57.31,2 cm,16,Inside,Inside
9039,2,3_4,3,4,58.31,2 cm,16,Inside,Inside
9093,2,3_4,3,4,56.69,2 cm,16,Inside,Inside
9146,2,3_4,3,4,57.92,2 cm,16,Inside,Inside
9200,2,3_4,3,4,57.08,2 cm,16,Inside,Inside
9253,2,3_4,3,4,58.31,2 cm,16,Inside,Inside
9307,2,3_4,3,4,56.77,2 cm,16,Inside,Inside
9361,2,3_4,3,4,57.92,2 cm,16,Inside,Inside
9414,2,3_4,3,4,57.08,2 cm,16,Inside,Inside
9467,2,3_4,3,4,58.38,2 cm,16,Inside,Inside
9521,2,3_4,3,4,56.92,2 cm,16,Inside,Inside
9575,2,3_4,3,4,58,2 cm,16,Inside,Inside
9628,2,3_4,3,4,56.92,2 cm,16,Inside,Inside
9681,2,3_4,3,4,58,2 cm,16,Inside,Inside
9735,2,3_4,3,4,57.08,2 cm,16,Inside,Inside
9789,2,3_4,3,4,58.46,2 cm,16,Inside,Inside
9842,2,3_4,3,4,56.23,2 cm,16,Inside,Inside
9895,2,3_4,3,4,58.31,2 cm,16,Inside,Inside
9950,2,3_4,3,4,56.62,2 cm,16,Inside,Inside
10003,2,3_4,3,4,58.08,2 cm,16,Inside,Inside
10056,2,3_4,3,4,57,2 cm,16,Inside,Inside
10110,2,3_4,3,4,57.85,2 cm,16,Inside,Inside
10164,2,3_4,3,4,57.08,2 cm,16,Inside,Inside
0,3,3_4,3,4,44,3 cm,16,Inside,Inside
53,3,3_4,3,4,45.15,3 cm,16,Inside,Inside
106,3,3_4,3,4,43.85,3 cm,16,Inside,Inside
159,3,3_4,3,4,45.23,3 cm,16,Inside,Inside
212,3,3_4,3,4,44.08,3 cm,16,Inside,Inside
266,3,3_4,3,4,45.62,3 cm,16,Inside,Inside
319,3,3_4,3,4,43.69,3 cm,16,Inside,Inside
372,3,3_4,3,4,45,3 cm,16,Inside,Inside
425,3,3_4,3,4,43.38,3 cm,16,Inside,Inside
479,3,3_4,3,4,45.15,3 cm,16,Inside,Inside
532,3,3_4,3,4,44.38,3 cm,16,Inside,Inside
586,3,3_4,3,4,45.08,3 cm,16,Inside,Inside
638,3,3_4,3,4,43.77,3 cm,16,Inside,Inside
693,3,3_4,3,4,44.92,3 cm,16,Inside,Inside
746,3,3_4,3,4,44,3 cm,16,Inside,Inside
799,3,3_4,3,4,45.15,3 cm,16,Inside,Inside
852,3,3_4,3,4,43.92,3 cm,16,Inside,Inside
906,3,3_4,3,4,44.77,3 cm,16,Inside,Inside
959,3,3_4,3,4,43.92,3 cm,16,Inside,Inside
1012,3,3_4,3,4,45.38,3 cm,16,Inside,Inside
1065,3,3_4,3,4,44.08,3 cm,16,Inside,Inside
1120,3,3_4,3,4,45.23,3 cm,16,Inside,Inside
1173,3,3_4,3,4,43.54,3 cm,16,Inside,Inside
1226,3,3_4,3,4,45.23,3 cm,16,Inside,Inside
1281,3,3_4,3,4,44.15,3 cm,16,Inside,Inside
1334,3,3_4,3,4,45.46,3 cm,16,Inside,Inside
1387,3,3_4,3,4,43.77,3 cm,16,Inside,Inside
1440,3,3_4,3,4,45,3 cm,16,Inside,Inside
1494,3,3_4,3,4,44.15,3 cm,16,Inside,Inside
1548,3,3_4,3,4,45.54,3 cm,16,Inside,Inside
1601,3,3_4,3,4,44.08,3 cm,16,Inside,Inside
1654,3,3_4,3,4,45,3 cm,16,Inside,Inside
1708,3,3_4,3,4,44,3 cm,16,Inside,Inside
1761,3,3_4,3,4,45.31,3 cm,16,Inside,Inside
1814,3,3_4,3,4,44.08,3 cm,16,Inside,Inside
1868,3,3_4,3,4,45.15,3 cm,16,Inside,Inside
1922,3,3_4,3,4,43.77,3 cm,16,Inside,Inside
1975,3,3_4,3,4,45.23,3 cm,16,Inside,Inside
2028,3,3_4,3,4,44.08,3 cm,16,Inside,Inside
2081,3,3_4,3,4,45.77,3 cm,16,Inside,Inside
2136,3,3_4,3,4,43.92,3 cm,16,Inside,Inside
2189,3,3_4,3,4,44.92,3 cm,16,Inside,Inside
2242,3,3_4,3,4,43.85,3 cm,16,Inside,Inside
2295,3,3_4,3,4,45.23,3 cm,16,Inside,Inside
2349,3,3_4,3,4,44,3 cm,16,Inside,Inside
2402,3,3_4,3,4,45.15,3 cm,16,Inside,Inside
2455,3,3_4,3,4,43.85,3 cm,16,Inside,Inside
2509,3,3_4,3,4,45.15,3 cm,16,Inside,Inside
2563,3,3_4,3,4,44.15,3 cm,16,Inside,Inside
2616,3,3_4,3,4,45.54,3 cm,16,Inside,Inside
2670,3,3_4,3,4,43.62,3 cm,16,Inside,Inside
2723,3,3_4,3,4,45,3 cm,16,Inside,Inside
2777,3,3_4,3,4,44.08,3 cm,16,Inside,Inside
2830,3,3_4,3,4,45.77,3 cm,16,Inside,Inside
2884,3,3_4,3,4,44,3 cm,16,Inside,Inside
2937,3,3_4,3,4,45.23,3 cm,16,Inside,Inside
2991,3,3_4,3,4,43.69,3 cm,16,Inside,Inside
3044,3,3_4,3,4,45.38,3 cm,16,Inside,Inside
3097,3,3_4,3,4,44,3 cm,16,Inside,Inside
3150,3,3_4,3,4,45.08,3 cm,16,Inside,Inside
3205,3,3_4,3,4,43.31,3 cm,16,Inside,Inside
3258,3,3_4,3,4,45.38,3 cm,16,Inside,Inside
3311,3,3_4,3,4,44.15,3 cm,16,Inside,Inside
3364,3,3_4,3,4,45.08,3 cm,16,Inside,Inside
3418,3,3_4,3,4,43.77,3 cm,16,Inside,Inside
3472,3,3_4,3,4,45.08,3 cm,16,Inside,Inside
3525,3,3_4,3,4,44.08,3 cm,16,Inside,Inside
3578,3,3_4,3,4,45.46,3 cm,16,Inside,Inside
3632,3,3_4,3,4,44,3 cm,16,Inside,Inside
3685,3,3_4,3,4,45.15,3 cm,16,Inside,Inside
3739,3,3_4,3,4,43.77,3 cm,16,Inside,Inside
3792,3,3_4,3,4,45.69,3 cm,16,Inside,Inside
3846,3,3_4,3,4,44.08,3 cm,16,Inside,Inside
3899,3,3_4,3,4,45.15,3 cm,16,Inside,Inside
3952,3,3_4,3,4,43.69,3 cm,16,Inside,Inside
4006,3,3_4,3,4,45.23,3 cm,16,Inside,Inside
4060,3,3_4,3,4,44,3 cm,16,Inside,Inside
4113,3,3_4,3,4,45.46,3 cm,16,Inside,Inside
4166,3,3_4,3,4,43.85,3 cm,16,Inside,Inside
4219,3,3_4,3,4,44.62,3 cm,16,Inside,Inside
4273,3,3_4,3,4,43.62,3 cm,16,Inside,Inside
4326,3,3_4,3,4,45.23,3 cm,16,Inside,Inside
4379,3,3_4,3,4,44,3 cm,16,Inside,Inside
4433,3,3_4,3,4,45,3 cm,16,Inside,Inside
4487,3,3_4,3,4,43.62,3 cm,16,Inside,Inside
4540,3,3_4,3,4,45.08,3 cm,16,Inside,Inside
4593,3,3_4,3,4,43.62,3 cm,16,Inside,Inside
4646,3,3_4,3,4,45.31,3 cm,16,Inside,Inside
4700,3,3_4,3,4,43.77,3 cm,16,Inside,Inside
4753,3,3_4,3,4,45.08,3 cm,16,Inside,Inside
4807,3,3_4,3,4,44.08,3 cm,16,Inside,Inside
4860,3,3_4,3,4,45.92,3 cm,16,Inside,Inside
4914,3,3_4,3,4,43.92,3 cm,16,Inside,Inside
4967,3,3_4,3,4,45,3 cm,16,Inside,Inside
5020,3,3_4,3,4,43.92,3 cm,16,Inside,Inside
5073,3,3_4,3,4,45.31,3 cm,16,Inside,Inside
5128,3,3_4,3,4,44.15,3 cm,16,Inside,Inside
5181,3,3_4,3,4,45.23,3 cm,16,Inside,Inside
5234,3,3_4,3,4,43.38,3 cm,16,Inside,Inside
5287,3,3_4,3,4,45.15,3 cm,16,Inside,Inside
5342,3,3_4,3,4,44,3 cm,16,Inside,Inside
5395,3,3_4,3,4,45.08,3 cm,16,Inside,Inside
5448,3,3_4,3,4,43.85,3 cm,16,Inside,Inside
5502,3,3_4,3,4,45.08,3 cm,16,Inside,Inside
5556,3,3_4,3,4,43.92,3 cm,16,Inside,Inside
5609,3,3_4,3,4,45.62,3 cm,16,Inside,Inside
5662,3,3_4,3,4,43.92,3 cm,16,Inside,Inside
5716,3,3_4,3,4,45.08,3 cm,16,Inside,Inside
5770,3,3_4,3,4,43.85,3 cm,16,Inside,Inside
5823,3,3_4,3,4,45.15,3 cm,16,Inside,Inside
5876,3,3_4,3,4,44.31,3 cm,16,Inside,Inside
5929,3,3_4,3,4,45.31,3 cm,16,Inside,Inside
5983,3,3_4,3,4,43.77,3 cm,16,Inside,Inside
6037,3,3_4,3,4,45,3 cm,16,Inside,Inside
6090,3,3_4,3,4,44.08,3 cm,16,Inside,Inside
6144,3,3_4,3,4,45.85,3 cm,16,Inside,Inside
6198,3,3_4,3,4,44,3 cm,16,Inside,Inside
6251,3,3_4,3,4,45.15,3 cm,16,Inside,Inside
6304,3,3_4,3,4,44,3 cm,16,Inside,Inside
6358,3,3_4,3,4,45.85,3 cm,16,Inside,Inside
6412,3,3_4,3,4,43.85,3 cm,16,Inside,Inside
6465,3,3_4,3,4,45.08,3 cm,16,Inside,Inside
6518,3,3_4,3,4,43.62,3 cm,16,Inside,Inside
6572,3,3_4,3,4,45,3 cm,16,Inside,Inside
6625,3,3_4,3,4,44,3 cm,16,Inside,Inside
6678,3,3_4,3,4,45,3 cm,16,Inside,Inside
6731,3,3_4,3,4,43.92,3 cm,16,Inside,Inside
6786,3,3_4,3,4,44.92,3 cm,16,Inside,Inside
6839,3,3_4,3,4,43.92,3 cm,16,Inside,Inside
6892,3,3_4,3,4,45.08,3 cm,16,Inside,Inside
6946,3,3_4,3,4,43.77,3 cm,16,Inside,Inside
7000,3,3_4,3,4,44.85,3 cm,16,Inside,Inside
7053,3,3_4,3,4,43.92,3 cm,16,Inside,Inside
7106,3,3_4,3,4,45.23,3 cm,16,Inside,Inside
7160,3,3_4,3,4,44,3 cm,16,Inside,Inside
7214,3,3_4,3,4,45.08,3 cm,16,Inside,Inside
7267,3,3_4,3,4,43,3 cm,16,Inside,Inside
7320,3,3_4,3,4,44.92,3 cm,16,Inside,Inside
7373,3,3_4,3,4,44.23,3 cm,16,Inside,Inside
7428,3,3_4,3,4,45.15,3 cm,16,Inside,Inside
7481,3,3_4,3,4,43.92,3 cm,16,Inside,Inside
7534,3,3_4,3,4,45.08,3 cm,16,Inside,Inside
7587,3,3_4,3,4,44,3 cm,16,Inside,Inside
7641,3,3_4,3,4,45.46,3 cm,16,Inside,Inside
7695,3,3_4,3,4,44.08,3 cm,16,Inside,Inside
7748,3,3_4,3,4,45,3 cm,16,Inside,Inside
7801,3,3_4,3,4,43.77,3 cm,16,Inside,Inside
7855,3,3_4,3,4,45.54,3 cm,16,Inside,Inside
7909,3,3_4,3,4,44.08,3 cm,16,Inside,Inside
7962,3,3_4,3,4,45.15,3 cm,16,Inside,Inside
8015,3,3_4,3,4,43.54,3 cm,16,Inside,Inside
8069,3,3_4,3,4,45,3 cm,16,Inside,Inside
8123,3,3_4,3,4,44.15,3 cm,16,Inside,Inside
8176,3,3_4,3,4,45.85,3 cm,16,Inside,Inside
8230,3,3_4,3,4,44.92,3 cm,16,Inside,Inside
8284,3,3_4,3,4,45.08,3 cm,16,Inside,Inside
8337,3,3_4,3,4,44.15,3 cm,16,Inside,Inside
8391,3,3_4,3,4,45.31,3 cm,16,Inside,Inside
8444,3,3_4,3,4,43.69,3 cm,16,Inside,Inside
8498,3,3_4,3,4,45.08,3 cm,16,Inside,Inside
8552,3,3_4,3,4,43.92,3 cm,16,Inside,Inside
8605,3,3_4,3,4,45.23,3 cm,16,Inside,Inside
8658,3,3_4,3,4,44.38,3 cm,16,Inside,Inside
8712,3,3_4,3,4,45,3 cm,16,Inside,Inside
8766,3,3_4,3,4,43.77,3 cm,16,Inside,Inside
8819,3,3_4,3,4,45.15,3 cm,16,Inside,Inside
8872,3,3_4,3,4,44.38,3 cm,16,Inside,Inside
8926,3,3_4,3,4,45.15,3 cm,16,Inside,Inside
8979,3,3_4,3,4,43.85,3 cm,16,Inside,Inside
9033,3,3_4,3,4,45.15,3 cm,16,Inside,Inside
9086,3,3_4,3,4,44,3 cm,16,Inside,Inside
9140,3,3_4,3,4,45.69,3 cm,16,Inside,Inside
9194,3,3_4,3,4,44,3 cm,16,Inside,Inside
9247,3,3_4,3,4,45,3 cm,16,Inside,Inside
9300,3,3_4,3,4,44.92,3 cm,16,Inside,Inside
9354,3,3_4,3,4,45.31,3 cm,16,Inside,Inside
9408,3,3_4,3,4,44.08,3 cm,16,Inside,Inside
9461,3,3_4,3,4,45.08,3 cm,16,Inside,Inside
9515,3,3_4,3,4,43.85,3 cm,16,Inside,Inside
9568,3,3_4,3,4,45.15,3 cm,16,Inside,Inside
9621,3,3_4,3,4,44.38,3 cm,16,Inside,Inside
9674,3,3_4,3,4,45.54,3 cm,16,Inside,Inside
9729,3,3_4,3,4,43.92,3 cm,16,Inside,Inside
9782,3,3_4,3,4,45.08,3 cm,16,Inside,Inside
9835,3,3_4,3,4,44.08,3 cm,16,Inside,Inside
9888,3,3_4,3,4,45.31,3 cm,16,Inside,Inside
9942,3,3_4,3,4,44,3 cm,16,Inside,Inside
9995,3,3_4,3,4,45.15,3 cm,16,Inside,Inside
10049,3,3_4,3,4,43.85,3 cm,16,Inside,Inside
10102,3,3_4,3,4,45.46,3 cm,16,Inside,Inside
10156,3,3_4,3,4,44.15,3 cm,16,Inside,Inside
0,5,3_4,3,4,49.15,5 cm,16,Inside,Inside
53,5,3_4,3,4,50.23,5 cm,16,Inside,Inside
106,5,3_4,3,4,48.92,5 cm,16,Inside,Inside
159,5,3_4,3,4,50,5 cm,16,Inside,Inside
212,5,3_4,3,4,49,5 cm,16,Inside,Inside
266,5,3_4,3,4,50.62,5 cm,16,Inside,Inside
319,5,3_4,3,4,49,5 cm,16,Inside,Inside
372,5,3_4,3,4,50.23,5 cm,16,Inside,Inside
427,5,3_4,3,4,49,5 cm,16,Inside,Inside
480,5,3_4,3,4,50.08,5 cm,16,Inside,Inside
533,5,3_4,3,4,49.15,5 cm,16,Inside,Inside
586,5,3_4,3,4,50.54,5 cm,16,Inside,Inside
640,5,3_4,3,4,49.08,5 cm,16,Inside,Inside
693,5,3_4,3,4,49.54,5 cm,16,Inside,Inside
746,5,3_4,3,4,48.77,5 cm,16,Inside,Inside
799,5,3_4,3,4,50.38,5 cm,16,Inside,Inside
852,5,3_4,3,4,49.31,5 cm,16,Inside,Inside
