Timepoint,Time,Wavelength,Plate,Row,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
T1,10/06/2021 14:00:37,750nm,6000k, N,0.245009,0.251399,0.247789,0.249551,0.251059,0.253614,0.250731,0.250099,0.252031,0.250042,0.253818,0.25086,0.253263,0.253175,0.257416,0.253151,0.254726,0.250669,0.25563,0.25121,0.254624,0.253246,0.262358,0.254057
T1,10/06/2021 14:00:37,750nm,6000k, O,0.255246,0.247823,0.250405,0.252648,0.251945,0.246133,0.248037,0.246724,0.245057,0.243061,0.250217,0.251961,0.253764,0.254733,0.258381,0.25469,0.256217,0.261011,0.250853,0.255379,0.254129,0.249156,0.265928,0.25783
T1,10/06/2021 14:00:37,750nm,6000k, P,0.252214,0.255653,0.257864,0.24632,0.249587,0.252727,0.253423,0.25267,0.253418,0.253671,0.253039,0.258984,0.252196,0.260472,0.256228,0.258488,0.25848,0.259468,0.258317,0.261396,0.255124,0.253074,0.261965,0.259047
T2,11/06/2021 17:54:01,750nm,4000k, A,0.180796,0.184299,0.199784,0.211526,0.207177,0.208244,0.201118,0.210589,0.203591,0.215949,0.21602,0.214581,0.218146,0.213449,0.219223,0.225587,0.224141,0.224751,0.224527,0.225194,0.229666,0.226717,0.215518,0.205369
T2,11/06/2021 17:54:01,750nm,4000k, B,0.185606,0.205426,0.219123,0.22632,0.227745,0.22966,0.221415,0.231021,0.228715,0.230742,0.236056,0.232472,0.240456,0.232767,0.236122,0.241798,0.234287,0.235554,0.234705,0.236942,0.24603,0.241017,0.223008,0.222063
T2,11/06/2021 17:54:01,750nm,4000k, C,0.198523,0.211412,0.22469,0.240431,0.243179,0.243077,0.240897,0.246402,0.245234,0.24732,0.248334,0.247374,0.251994,0.250003,0.254302,0.249922,0.255818,0.247235,0.247815,0.244248,0.240941,0.241807,0.234703,0.227931
T2,11/06/2021 17:54:01,750nm,4000k, D,0.195704,0.211618,0.225807,0.235867,0.242948,0.247783,0.246558,0.251277,0.247381,0.256813,0.260273,0.252728,0.258637,0.257028,0.257175,0.257795,0.26045,0.252865,0.247584,0.247663,0.244121,0.243643,0.230374,0.231505
T2,11/06/2021 17:54:01,750nm,4000k, E,0.186919,0.211982,0.221561,0.234854,0.242811,0.252986,0.256199,0.259486,0.262112,0.259587,0.262872,0.264366,0.263327,0.257106,0.25895,0.258582,0.25843,0.254153,0.248079,0.251057,0.244139,0.244399,0.23537,0.221442
T2,11/06/2021 17:54:01,750nm,4000k, F,0.180116,0.218117,0.220996,0.235358,0.253188,0.250302,0.259446,0.261392,0.260731,0.259658,0.260713,0.267108,0.265058,0.258842,0.2569,0.258414,0.255979,0.251149,0.254208,0.253047,0.239851,0.240168,0.233277,0.216625
T2,11/06/2021 17:54:01,750nm,4000k, G,0.181921,0.202059,0.216922,0.231152,0.240392,0.248325,0.252362,0.255042,0.254882,0.253582,0.254768,0.254054,0.257944,0.265856,0.262147,0.258847,0.254923,0.25466,0.249501,0.244904,0.234946,0.229038,0.230116,0.207344
T2,11/06/2021 17:54:01,750nm,4000k, H,0.174976,0.203622,0.217179,0.233767,0.241064,0.242477,0.248154,0.254289,0.25087,0.251405,0.254608,0.256888,0.262212,0.263054,0.257009,0.253905,0.252421,0.250043,0.245203,0.242884,0.231314,0.2304,0.225143,0.216664
T2,11/06/2021 17:54:01,750nm,4000k, I,0.186898,0.207662,0.217757,0.231884,0.237349,0.245696,0.251797,0.255125,0.249658,0.250016,0.2567,0.258565,0.258947,0.259584,0.253097,0.253039,0.254261,0.24868,0.24787,0.242764,0.231793,0.223262,0.222344,0.211232
T2,11/06/2021 17:54:01,750nm,4000k, J,0.18565,0.208264,0.225915,0.235025,0.243975,0.244602,0.250291,0.246918,0.247571,0.252461,0.253363,0.254525,0.25528,0.261167,0.26007,0.255383,0.252168,0.252574,0.248507,0.243902,0.236121,0.228423,0.231424,0.215907
T2,11/06/2021 17:54:01,750nm,4000k, K,0.19396,0.213261,0.220498,0.231348,0.236199,0.239673,0.243844,0.237554,0.236359,0.241179,0.245076,0.243294,0.243759,0.250868,0.250135,0.256304,0.24791,0.247257,0.237845,0.239218,0.238204,0.232551,0.224931,0.213526
T2,11/06/2021 17:54:01,750nm,4000k, L,0.193123,0.205489,0.221727,0.227993,0.232255,0.229826,0.234466,0.235099,0.23405,0.239225,0.238702,0.237734,0.240045,0.241331,0.240069,0.245707,0.242042,0.240009,0.238708,0.236468,0.23217,0.233271,0.236004,0.213163
T2,11/06/2021 17:54:01,750nm,4000k, M,0.203608,0.207764,0.227917,0.227716,0.233405,0.227191,0.235421,0.233083,0.231029,0.236218,0.228474,0.22663,0.229809,0.2319,0.23495,0.240472,0.234401,0.240674,0.229141,0.236531,0.229001,0.232027,0.232213,0.209483
T2,11/06/2021 17:54:01,750nm,4000k, N,0.200851,0.208261,0.226313,0.233089,0.22944,0.229434,0.236301,0.226374,0.224479,0.222636,0.229324,0.224153,0.226669,0.230608,0.226299,0.230805,0.233114,0.227051,0.22709,0.230177,0.235079,0.228681,0.220495,0.208343
T2,11/06/2021 17:54:01,750nm,4000k, O,0.19574,0.216464,0.22631,0.231826,0.22822,0.221786,0.22125,0.217619,0.213459,0.220319,0.227271,0.222044,0.217592,0.220554,0.217615,0.217401,0.217601,0.22173,0.218091,0.220162,0.220385,0.226108,0.222877,0.212399
T2,11/06/2021 17:54:01,750nm,4000k, P,0.188974,0.193519,0.206697,0.211258,0.216518,0.208992,0.210617,0.209225,0.205002,0.211635,0.207466,0.212791,0.21182,0.205092,0.210364,0.210403,0.215329,0.215218,0.204764,0.212832,0.216142,0.223408,0.234327,0.224097
T2,11/06/2021 17:54:01,750nm,5000k, A,0.192526,0.204411,0.215502,0.217857,0.21275,0.219947,0.214337,0.228625,0.216202,0.24007,0.232265,0.232917,0.236185,0.23957,0.245859,0.242952,0.242371,0.243287,0.237915,0.240333,0.242718,0.240646,0.240009,0.232207
T2,11/06/2021 17:54:01,750nm,5000k, B,0.20082,0.225726,0.236579,0.241436,0.240882,0.24054,0.240203,0.238329,0.249104,0.255132,0.257325,0.266422,0.26524,0.263888,0.263988,0.263943,0.2634,0.272805,0.266179,0.261518,0.263121,0.259392,0.251,0.245803
T2,11/06/2021 17:54:01,750nm,5000k, C,0.205557,0.227142,0.246689,0.260577,0.255722,0.2528,0.259789,0.26891,0.26048,0.262381,0.271655,0.273255,0.272264,0.274454,0.274904,0.272368,0.274551,0.285226,0.280626,0.271032,0.264404,0.258846,0.251301,0.246778
T2,11/06/2021 17:54:01,750nm,5000k, D,0.201718,0.230498,0.245383,0.257485,0.264296,0.262469,0.265053,0.274517,0.273297,0.274495,0.278769,0.273019,0.277069,0.284318,0.27836,0.275078,0.285372,0.286516,0.274635,0.274292,0.272148,0.263893,0.259284,0.253556
T2,11/06/2021 17:54:01,750nm,5000k, E,0.202329,0.230001,0.252258,0.260575,0.272579,0.275692,0.270351,0.276983,0.271354,0.287638,0.283793,0.276183,0.279259,0.281762,0.281,0.278393,0.281806,0.274488,0.278193,0.271524,0.273477,0.270174,0.268947,0.246234
T2,11/06/2021 17:54:01,750nm,5000k, F,0.199301,0.224366,0.259141,0.262085,0.26618,0.269703,0.259594,0.266388,0.275943,0.277328,0.283521,0.274771,0.283079,0.286254,0.277989,0.276085,0.277495,0.273426,0.267138,0.275852,0.273312,0.272079,0.256992,0.243769
T2,11/06/2021 17:54:01,750nm,5000k, G,0.197662,0.226897,0.249656,0.259498,0.258833,0.26215,0.268104,0.280095,0.271193,0.276093,0.279428,0.27767,0.278986,0.278151,0.276932,0.274038,0.271855,0.268203,0.271417,0.267605,0.260693,0.263322,0.249108,0.240176
T2,11/06/2021 17:54:01,750nm,5000k, H,0.202439,0.22782,0.256059,0.253507,0.260223,0.259367,0.260722,0.268562,0.275454,0.273994,0.278317,0.2806,0.277628,0.280387,0.275373,0.273548,0.272004,0.26758,0.267961,0.264621,0.260243,0.262222,0.246012,0.234692
T2,11/06/2021 17:54:01,750nm,5000k, I,0.196361,0.223873,0.25149,0.253999,0.252885,0.252107,0.257889,0.2637,0.261969,0.270489,0.273651,0.27169,0.270877,0.272368,0.272774,0.267393,0.272064,0.272918,0.26807,0.267311,0.272675,0.267249,0.247869,0.231179
T2,11/06/2021 17:54:01,750nm,5000k, J,0.202641,0.232713,0.25137,0.253548,0.255619,0.256834,0.248858,0.257394,0.261854,0.276583,0.276505,0.27079,0.270704,0.271059,0.27459,0.272299,0.277612,0.279057,0.268211,0.265951,0.270522,0.265829,0.243712,0.228246
T2,11/06/2021 17:54:01,750nm,5000k, K,0.214597,0.238988,0.249553,0.259021,0.258427,0.253569,0.252173,0.258697,0.256384,0.263964,0.266333,0.272492,0.273023,0.26631,0.270878,0.266832,0.268067,0.258902,0.261821,0.264107,0.262822,0.254172,0.248177,0.228471
T2,11/06/2021 17:54:01,750nm,5000k, L,0.2215,0.234199,0.248472,0.250137,0.253157,0.253917,0.240455,0.250129,0.25369,0.262862,0.266386,0.264683,0.264102,0.262775,0.273104,0.268749,0.263445,0.26239,0.265699,0.267542,0.265583,0.251935,0.247662,0.232858
T2,11/06/2021 17:54:01,750nm,5000k, M,0.228538,0.239005,0.250326,0.253993,0.249012,0.242523,0.249114,0.249838,0.243179,0.254494,0.258001,0.257728,0.259101,0.257173,0.262677,0.258574,0.260092,0.267361,0.270151,0.26605,0.262783,0.25473,0.250438,0.236304
T2,11/06/2021 17:54:01,750nm,5000k, N,0.227491,0.236889,0.240257,0.245402,0.243372,0.238759,0.241277,0.239862,0.236304,0.244039,0.252468,0.250425,0.25111,0.256231,0.260215,0.249759,0.258292,0.259915,0.259602,0.256381,0.257815,0.251058,0.260449,0.239167
T2,11/06/2021 17:54:01,750nm,5000k, O,0.224646,0.236568,0.241512,0.243121,0.239801,0.246246,0.237866,0.230902,0.2213,0.232864,0.242532,0.242325,0.239906,0.244986,0.249499,0.250343,0.2415,0.247025,0.251531,0.259419,0.261638,0.255737,0.25308,0.238317
T2,11/06/2021 17:54:01,750nm,5000k, P,0.218695,0.226249,0.235962,0.228905,0.22027,0.217182,0.217922,0.221803,0.210267,0.222013,0.22364,0.221005,0.221624,0.224196,0.228206,0.240193,0.232538,0.231692,0.239583,0.242485,0.248289,0.252497,0.251149,0.243809
T2,11/06/2021 17:54:01,750nm,6000k, A,0.228335,0.239738,0.243772,0.247854,0.246977,0.246488,0.247937,0.250855,0.255932,0.258065,0.255712,0.259392,0.257906,0.264057,0.259511,0.260881,0.262072,0.262133,0.263031,0.262758,0.259855,0.261107,0.250688,0.252482
T2,11/06/2021 17:54:01,750nm,6000k, B,0.237845,0.257428,0.256841,0.26564,0.270607,0.271393,0.276325,0.272207,0.273034,0.278842,0.275243,0.274468,0.269609,0.274918,0.273021,0.272212,0.281271,0.279013,0.282963,0.281511,0.277137,0.271583,0.270643,0.254267
T2,11/06/2021 17:54:01,750nm,6000k, C,0.245644,0.25952,0.265914,0.279564,0.28801,0.277904,0.276832,0.277042,0.276109,0.276217,0.278862,0.278314,0.27563,0.28095,0.279307,0.285148,0.279591,0.284624,0.291336,0.285005,0.282152,0.273157,0.272589,0.262723
T2,11/06/2021 17:54:01,750nm,6000k, D,0.241619,0.265409,0.26859,0.275502,0.277019,0.272158,0.279233,0.284722,0.280169,0.281645,0.278292,0.276969,0.284378,0.286541,0.287716,0.282608,0.287136,0.279216,0.286791,0.279964,0.279445,0.271054,0.268617,0.253269
T2,11/06/2021 17:54:01,750nm,6000k, E,0.249293,0.260358,0.272507,0.28057,0.276896,0.275489,0.278723,0.285874,0.289094,0.285975,0.290542,0.286398,0.289996,0.289245,0.278715,0.279063,0.284727,0.281753,0.281432,0.279815,0.277528,0.274488,0.266924,0.252322
T2,11/06/2021 17:54:01,750nm,6000k, F,0.247201,0.269433,0.267627,0.27839,0.2897,0.285867,0.280953,0.283479,0.289521,0.281335,0.284006,0.280555,0.281556,0.283251,0.28282,0.287502,0.285229,0.278955,0.279301,0.277675,0.27913,0.26788,0.270036,0.249187
T2,11/06/2021 17:54:01,750nm,6000k, G,0.242069,0.255518,0.26895,0.278296,0.273625,0.283161,0.278723,0.282722,0.287607,0.279616,0.283336,0.285181,0.279832,0.296635,0.275564,0.275826,0.277285,0.278619,0.272058,0.270206,0.268644,0.27015,0.268268,0.260117
T2,11/06/2021 17:54:01,750nm,6000k, H,0.238164,0.266345,0.266682,0.268194,0.28238,0.278835,0.281508,0.271558,0.282921,0.278134,0.2791,0.279696,0.276369,0.271338,0.275755,0.274416,0.284775,0.277301,0.277005,0.265594,0.267641,0.267706,0.277645,0.250964
T2,11/06/2021 17:54:01,750nm,6000k, I,0.238991,0.25413,0.263385,0.261867,0.272644,0.271774,0.269198,0.26412,0.275479,0.273311,0.280543,0.278079,0.273019,0.274852,0.270118,0.274156,0.275289,0.275288,0.271587,0.268642,0.265281,0.256877,0.26617,0.251177
T2,11/06/2021 17:54:01,750nm,6000k, J,0.241049,0.269577,0.265696,0.267861,0.28147,0.273245,0.278888,0.274716,0.274503,0.275263,0.274737,0.276873,0.272523,0.275699,0.277828,0.278358,0.277462,0.272563,0.275103,0.273017,0.268344,0.261019,0.260486,0.244667
T2,11/06/2021 17:54:01,750nm,6000k, K,0.243744,0.249554,0.265346,0.271481,0.270503,0.26955,0.273929,0.273032,0.27499,0.274452,0.272885,0.278844,0.276162,0.275825,0.283294,0.279645,0.277408,0.276821,0.269476,0.277636,0.27079,0.264099,0.265046,0.250401
T2,11/06/2021 17:54:01,750nm,6000k, L,0.247557,0.265593,0.267277,0.266865,0.270626,0.263328,0.269771,0.268633,0.270706,0.273711,0.276045,0.269136,0.27154,0.274762,0.273726,0.270615,0.271475,0.270526,0.271272,0.272099,0.268444,0.256422,0.263659,0.26535
T2,11/06/2021 17:54:01,750nm,6000k, M,0.245222,0.253248,0.260113,0.267992,0.264738,0.264602,0.264983,0.270652,0.264091,0.269841,0.276898,0.269136,0.271931,0.275145,0.267534,0.272,0.268373,0.275434,0.272733,0.269322,0.267195,0.263427,0.270539,0.280441
T2,11/06/2021 17:54:01,750nm,6000k, N,0.24481,0.260502,0.263169,0.263285,0.263241,0.259594,0.260983,0.261849,0.258959,0.26155,0.266158,0.258971,0.265624,0.26626,0.270112,0.26695,0.273888,0.269487,0.275171,0.266286,0.268483,0.273071,0.266264,0.299252
T2,11/06/2021 17:54:01,750nm,6000k, O,0.258024,0.254481,0.265022,0.267132,0.260478,0.256086,0.254129,0.254111,0.253717,0.253826,0.266241,0.264246,0.261726,0.263819,0.275679,0.267113,0.262426,0.274119,0.263477,0.267368,0.26575,0.256831,0.264192,0.324081
T2,11/06/2021 17:54:01,750nm,6000k, P,0.242638,0.250149,0.260196,0.253471,0.251022,0.247106,0.239957,0.239783,0.246712,0.247926,0.246328,0.251332,0.239554,0.251899,0.251328,0.252408,0.253484,0.25691,0.257201,0.260987,0.260407,0.261668,0.262836,0.167511
T3,13/06/2021 15:57:49,750nm,4000k, A,0.158973,0.167043,0.175495,0.195643,0.185795,0.187528,0.182316,0.187816,0.18643,0.194481,0.193934,0.195092,0.196048,0.191818,0.199356,0.217014,0.207158,0.2111,0.207852,0.216049,0.225884,0.233676,0.210536,0.20276
T3,13/06/2021 15:57:49,750nm,4000k, B,0.160959,0.195397,0.216223,0.249035,0.240472,0.251526,0.231137,0.241615,0.242173,0.253251,0.255776,0.256396,0.259248,0.257753,0.250633,0.264364,0.25554,0.257655,0.255421,0.259357,0.271789,0.26563,0.240827,0.214661
T3,13/06/2021 15:57:49,750nm,4000k, C,0.16716,0.206776,0.236815,0.261286,0.271118,0.271694,0.268464,0.27835,0.276687,0.277039,0.283644,0.279587,0.282641,0.285402,0.280885,0.284288,0.289812,0.278011,0.276231,0.281965,0.277323,0.272228,0.257563,0.229317
T3,13/06/2021 15:57:49,750nm,4000k, D,0.165411,0.209728,0.23641,0.25715,0.272794,0.281785,0.275172,0.286851,0.278868,0.295132,0.305699,0.290706,0.297045,0.296754,0.2951,0.29774,0.300755,0.292361,0.284654,0.285859,0.278097,0.281336,0.25577,0.240254
T3,13/06/2021 15:57:49,750nm,4000k, E,0.163979,0.204247,0.224836,0.259315,0.271622,0.283295,0.291507,0.295506,0.300643,0.296812,0.307649,0.303062,0.300197,0.293406,0.29575,0.298351,0.299157,0.288476,0.280134,0.288105,0.280155,0.28572,0.261343,0.229428
T3,13/06/2021 15:57:49,750nm,4000k, F,0.159843,0.217455,0.230485,0.256476,0.28831,0.281555,0.294964,0.29887,0.297263,0.294377,0.294485,0.307438,0.304727,0.29476,0.293773,0.298011,0.294965,0.288423,0.293342,0.292754,0.274619,0.278297,0.25994,0.215548
T3,13/06/2021 15:57:49,750nm,4000k, G,0.1651,0.194238,0.221954,0.247047,0.263888,0.27357,0.284164,0.288574,0.284706,0.277779,0.282584,0.282529,0.289653,0.307136,0.301774,0.295998,0.29159,0.291076,0.282864,0.28651,0.266432,0.258889,0.251548,0.20439
T3,13/06/2021 15:57:49,750nm,4000k, H,0.155682,0.196477,0.22523,0.25553,0.264263,0.265415,0.270059,0.286707,0.280973,0.279189,0.283107,0.287666,0.29866,0.302149,0.296207,0.289302,0.287459,0.28224,0.277882,0.278186,0.262366,0.252336,0.242575,0.214221
T3,13/06/2021 15:57:49,750nm,4000k, I,0.166326,0.211713,0.229026,0.249222,0.257768,0.270196,0.279854,0.293559,0.28357,0.273996,0.291829,0.2998,0.305486,0.298057,0.288155,0.28868,0.292237,0.281932,0.284394,0.275045,0.26136,0.249343,0.232279,0.211962
T3,13/06/2021 15:57:49,750nm,4000k, J,0.164228,0.198254,0.23641,0.255585,0.26535,0.26958,0.282922,0.278741,0.277798,0.286534,0.28313,0.283496,0.285152,0.298425,0.296458,0.283964,0.288923,0.282802,0.287534,0.280483,0.266854,0.249069,0.246348,0.217703
T3,13/06/2021 15:57:49,750nm,4000k, K,0.172952,0.209834,0.231579,0.246197,0.256303,0.265765,0.276465,0.266152,0.261423,0.264421,0.274229,0.274583,0.271983,0.28077,0.291111,0.301243,0.283065,0.27718,0.263457,0.266198,0.26336,0.253462,0.243559,0.211213
T3,13/06/2021 15:57:49,750nm,4000k, L,0.171204,0.20224,0.227312,0.244253,0.247204,0.243744,0.255979,0.258021,0.255618,0.260256,0.263987,0.256267,0.264586,0.269672,0.27008,0.281378,0.278175,0.263234,0.27046,0.26291,0.256712,0.257769,0.265948,0.218538
T3,13/06/2021 15:57:49,750nm,4000k, M,0.17959,0.206424,0.242049,0.243206,0.246712,0.249152,0.256894,0.252736,0.26022,0.26586,0.249244,0.245417,0.250642,0.254172,0.267222,0.269892,0.266571,0.272557,0.253285,0.257734,0.246132,0.250488,0.253648,0.215089
T3,13/06/2021 15:57:49,750nm,4000k, N,0.182134,0.20432,0.234087,0.24611,0.245238,0.246619,0.254333,0.238644,0.238253,0.225096,0.242957,0.234412,0.23718,0.248586,0.245045,0.245194,0.255901,0.239487,0.246415,0.244246,0.255293,0.241887,0.231928,0.208433
T3,13/06/2021 15:57:49,750nm,4000k, O,0.175995,0.206107,0.231713,0.23878,0.231759,0.235042,0.231392,0.217289,0.217186,0.216982,0.23623,0.226552,0.227667,0.234326,0.230429,0.225606,0.229024,0.233548,0.228259,0.229542,0.233773,0.242157,0.233559,0.21696
T3,13/06/2021 15:57:49,750nm,4000k, P,0.189336,0.177253,0.187528,0.205509,0.207003,0.202817,0.196925,0.201746,0.191687,0.20127,0.199992,0.208648,0.209736,0.196629,0.198822,0.202373,0.216371,0.218061,0.204219,0.213955,0.219424,0.230118,0.247056,0.345451
T3,13/06/2021 15:57:49,750nm,5000k, A,0.189061,0.192158,0.207556,0.213104,0.204445,0.208529,0.200798,0.219709,0.202494,0.239317,0.237186,0.233992,0.243916,0.254961,0.262704,0.260846,0.258477,0.262537,0.252579,0.252821,0.258693,0.257831,0.254006,0.234356
T3,13/06/2021 15:57:49,750nm,5000k, B,0.159179,0.224324,0.250815,0.266011,0.266879,0.267092,0.261079,0.262484,0.276547,0.289993,0.291731,0.309153,0.311572,0.306141,0.301448,0.30124,0.301182,0.32023,0.315884,0.302472,0.30734,0.29923,0.278884,0.245912
T3,13/06/2021 15:57:49,750nm,5000k, C,0.168433,0.235439,0.275715,0.300441,0.304275,0.303134,0.319852,0.338033,0.312697,0.315121,0.321893,0.332908,0.331939,0.332734,0.327217,0.325888,0.323916,0.354704,0.347098,0.321428,0.321285,0.299545,0.287929,0.254795
T3,13/06/2021 15:57:49,750nm,5000k, D,0.169424,0.239288,0.278103,0.299806,0.317313,0.313541,0.310507,0.334899,0.334723,0.332483,0.340201,0.327448,0.333852,0.34692,0.338021,0.331201,0.35381,0.367211,0.341019,0.345564,0.343896,0.324403,0.307164,0.271935
T3,13/06/2021 15:57:49,750nm,5000k, E,0.174164,0.243745,0.291669,0.310397,0.323797,0.334466,0.324088,0.331635,0.327782,0.356586,0.353655,0.32483,0.332952,0.343343,0.341776,0.336484,0.341887,0.335867,0.343968,0.325489,0.339698,0.340091,0.321225,0.263219
T3,13/06/2021 15:57:49,750nm,5000k, F,0.173109,0.232631,0.308933,0.308912,0.306987,0.31203,0.291059,0.304473,0.323066,0.32782,0.343206,0.327514,0.340083,0.350594,0.335766,0.332388,0.333187,0.332968,0.319862,0.337763,0.342902,0.333706,0.299394,0.256517
T3,13/06/2021 15:57:49,750nm,5000k, G,0.174261,0.235669,0.292865,0.305414,0.289541,0.304682,0.310195,0.334022,0.329731,0.323238,0.339209,0.325025,0.334765,0.336577,0.331367,0.333745,0.329471,0.319734,0.326357,0.321252,0.305677,0.315628,0.289992,0.256999
T3,13/06/2021 15:57:49,750nm,5000k, H,0.174074,0.245936,0.297394,0.288624,0.299235,0.301138,0.308819,0.320465,0.332732,0.323352,0.332356,0.346225,0.344582,0.336547,0.335158,0.33368,0.331541,0.314758,0.316247,0.322359,0.320951,0.323877,0.280475,0.242883
T3,13/06/2021 15:57:49,750nm,5000k, I,0.168882,0.235843,0.299982,0.299624,0.289817,0.297327,0.304449,0.318747,0.313466,0.316984,0.337173,0.320572,0.324059,0.324011,0.33214,0.327493,0.335111,0.333455,0.325692,0.320366,0.339526,0.341542,0.283489,0.246373
T3,13/06/2021 15:57:49,750nm,5000k, J,0.176715,0.251874,0.286961,0.288469,0.301981,0.31055,0.297606,0.308462,0.314985,0.335093,0.335202,0.331078,0.330567,0.318181,0.335123,0.329967,0.346935,0.345945,0.316489,0.319255,0.330369,0.328767,0.282424,0.23687
T3,13/06/2021 15:57:49,750nm,5000k, K,0.188996,0.261064,0.287398,0.312664,0.310713,0.303786,0.296999,0.312373,0.311414,0.303583,0.32688,0.32233,0.328758,0.310297,0.317341,0.320958,0.326559,0.306321,0.303892,0.318604,0.313885,0.296585,0.281349,0.237114
T3,13/06/2021 15:57:49,750nm,5000k, L,0.195757,0.243441,0.277243,0.279713,0.307738,0.306202,0.290435,0.291574,0.304747,0.311107,0.313313,0.31851,0.321466,0.307393,0.333503,0.322399,0.303895,0.306794,0.307608,0.314956,0.316047,0.293615,0.282098,0.242323
T3,13/06/2021 15:57:49,750nm,5000k, M,0.209097,0.262239,0.280908,0.305496,0.294593,0.272673,0.284362,0.2927,0.280796,0.285889,0.297859,0.296172,0.301213,0.297569,0.302457,0.297965,0.305104,0.323917,0.328907,0.316352,0.30654,0.294297,0.281483,0.239635
T3,13/06/2021 15:57:49,750nm,5000k, N,0.208433,0.253576,0.264588,0.277063,0.281553,0.270905,0.270597,0.260588,0.259563,0.261867,0.27808,0.278722,0.279912,0.286438,0.298126,0.274488,0.291243,0.299277,0.302256,0.292103,0.29323,0.28276,0.293645,0.253948
T3,13/06/2021 15:57:49,750nm,5000k, O,0.203658,0.246749,0.25873,0.263269,0.263619,0.268835,0.259706,0.235983,0.222844,0.23598,0.255023,0.258017,0.253509,0.262587,0.270756,0.271897,0.257078,0.26066,0.27333,0.286033,0.290367,0.286359,0.275788,0.257419
T3,13/06/2021 15:57:49,750nm,5000k, P,0.228723,0.218823,0.230932,0.225263,0.218498,0.222107,0.23304,0.255753,0.247487,0.249209,0.246231,0.246748,0.241766,0.243461,0.238776,0.259725,0.244055,0.239391,0.247973,0.252721,0.257866,0.276071,0.27019,0.146876
T3,13/06/2021 15:57:49,750nm,6000k, A,0.203765,0.232412,0.241521,0.24659,0.247175,0.247586,0.251378,0.256841,0.260002,0.26552,0.261974,0.266506,0.268033,0.279618,0.266457,0.266899,0.272818,0.269226,0.276063,0.272919,0.272272,0.273458,0.262078,0.304264
T3,13/06/2021 15:57:49,750nm,6000k, B,0.225164,0.266846,0.273203,0.293422,0.300436,0.306437,0.316221,0.308033,0.312428,0.316438,0.308841,0.307686,0.293784,0.30718,0.296903,0.295677,0.307895,0.307528,0.316597,0.315057,0.307447,0.298442,0.293658,0.262081
T3,13/06/2021 15:57:49,750nm,6000k, C,0.23532,0.276763,0.288399,0.311273,0.349742,0.322592,0.316514,0.308224,0.314286,0.321942,0.318502,0.314315,0.309409,0.317974,0.315699,0.327859,0.315198,0.321282,0.33805,0.329106,0.324525,0.306331,0.29932,0.271802
T3,13/06/2021 15:57:49,750nm,6000k, D,0.233406,0.285732,0.298647,0.315025,0.313425,0.307246,0.319372,0.329032,0.321309,0.32417,0.312896,0.314288,0.321963,0.33241,0.332146,0.320136,0.325332,0.314519,0.327743,0.322905,0.315834,0.307432,0.294481,0.261421
T3,13/06/2021 15:57:49,750nm,6000k, E,0.247151,0.287926,0.307815,0.316554,0.309305,0.303313,0.309487,0.325983,0.329296,0.324211,0.329068,0.325968,0.334182,0.329612,0.309284,0.309729,0.315977,0.319081,0.32177,0.319094,0.314942,0.315106,0.297812,0.26158
T3,13/06/2021 15:57:49,750nm,6000k, F,0.245616,0.291523,0.295373,0.316788,0.330091,0.322409,0.313012,0.317486,0.331281,0.316044,0.31636,0.310816,0.314983,0.321985,0.313699,0.330396,0.323136,0.315817,0.308873,0.317013,0.319984,0.300639,0.297536,0.263176
T3,13/06/2021 15:57:49,750nm,6000k, G,0.242003,0.268869,0.3064,0.312776,0.299726,0.316631,0.306898,0.316694,0.333425,0.308847,0.314815,0.323029,0.314344,0.325088,0.306434,0.309665,0.313584,0.317013,0.304034,0.299176,0.29614,0.302998,0.298405,0.285501
T3,13/06/2021 15:57:49,750nm,6000k, H,0.231005,0.280301,0.295855,0.302481,0.311373,0.314578,0.311219,0.292917,0.319339,0.311912,0.31509,0.318728,0.309074,0.301736,0.303692,0.305126,0.32424,0.314692,0.308178,0.292204,0.300889,0.299234,0.301468,0.284721
T3,13/06/2021 15:57:49,750nm,6000k, I,0.231687,0.269846,0.296024,0.29329,0.313072,0.311896,0.302881,0.28819,0.309955,0.306883,0.316546,0.315771,0.304696,0.305978,0.297428,0.305892,0.311262,0.306191,0.304368,0.305553,0.291728,0.2806,0.279863,0.378804
T3,13/06/2021 15:57:49,750nm,6000k, J,0.233306,0.288645,0.299857,0.297846,0.315998,0.31857,0.317659,0.307518,0.309641,0.31184,0.307393,0.320406,0.303353,0.306807,0.311724,0.311175,0.311052,0.302612,0.310744,0.30393,0.297737,0.285017,0.271715,0.158961
T3,13/06/2021 15:57:49,750nm,6000k, K,0.234591,0.264708,0.297061,0.313739,0.311368,0.299856,0.309084,0.314553,0.31033,0.305646,0.301386,0.315328,0.313005,0.313211,0.321829,0.322321,0.312038,0.313517,0.303542,0.313092,0.30418,0.28794,0.271393,0.109909
T3,13/06/2021 15:57:49,750nm,6000k, L,0.242854,0.28672,0.300327,0.303447,0.303672,0.29465,0.301739,0.296968,0.303665,0.310594,0.307945,0.307371,0.305815,0.308541,0.311157,0.297334,0.302748,0.305461,0.303554,0.3068,0.300451,0.280886,0.272905,0.110927
