Source Plate Name,Source Well,Destination Well,Destination Plate Name,Transfer Volume,compound,concentration,Bicarbonate
Source[1],A1,A01,Destination[1],1500,NaNO3,10,Yes
Source[1],A2,A01,Destination[1],150,K2HPO4,1,Yes
Source[1],A3,A01,Destination[1],75,MgSO4,0.5,Yes
Source[1],B1,A01,Destination[1],150,CaCl2,1,Yes
Source[1],B2,A01,Destination[1],0,EDTA,0,Yes
Source[2],A3,A01,Destination[1],150,Na2CO3,1,Yes
Source[1],B3,A01,Destination[1],0,Citrate,0,Yes
Source[2],B3,A01,Destination[1],150,Trace elements,1,Yes
Source[1],A1,A02,Destination[1],0,NaNO3,0,Yes
Source[1],A2,A02,Destination[1],75,K2HPO4,0.5,Yes
Source[1],A3,A02,Destination[1],0,MgSO4,0,Yes
Source[1],B1,A02,Destination[1],0,CaCl2,0,Yes
Source[1],B2,A02,Destination[1],75,EDTA,0.5,Yes
Source[2],A3,A02,Destination[1],0,Na2CO3,0,Yes
Source[1],B3,A02,Destination[1],0,Citrate,0,Yes
Source[2],B3,A02,Destination[1],75,Trace elements,0.5,Yes
Source[1],A1,A03,Destination[1],0,NaNO3,0,Yes
Source[1],A2,A03,Destination[1],75,K2HPO4,0.5,Yes
Source[1],A3,A03,Destination[1],150,MgSO4,1,Yes
Source[1],B1,A03,Destination[1],0,CaCl2,0,Yes
Source[1],B2,A03,Destination[1],150,EDTA,1,Yes
Source[2],A3,A03,Destination[1],75,Na2CO3,0.5,Yes
Source[1],B3,A03,Destination[1],75,Citrate,0.5,Yes
Source[2],B3,A03,Destination[1],0,Trace elements,0,Yes
Source[1],A1,A04,Destination[1],0,NaNO3,0,Yes
Source[1],A2,A04,Destination[1],150,K2HPO4,1,Yes
Source[1],A3,A04,Destination[1],0,MgSO4,0,Yes
Source[1],B1,A04,Destination[1],0,CaCl2,0,Yes
Source[1],B2,A04,Destination[1],0,EDTA,0,Yes
Source[2],A3,A04,Destination[1],0,Na2CO3,0,Yes
Source[1],B3,A04,Destination[1],150,Citrate,1,Yes
Source[2],B3,A04,Destination[1],0,Trace elements,0,Yes
Source[1],A1,A05,Destination[1],0,NaNO3,0,Yes
Source[1],A2,A05,Destination[1],75,K2HPO4,0.5,Yes
Source[1],A3,A05,Destination[1],0,MgSO4,0,Yes
Source[1],B1,A05,Destination[1],0,CaCl2,0,Yes
Source[1],B2,A05,Destination[1],0,EDTA,0,Yes
Source[2],A3,A05,Destination[1],150,Na2CO3,1,Yes
Source[1],B3,A05,Destination[1],150,Citrate,1,Yes
Source[2],B3,A05,Destination[1],150,Trace elements,1,Yes
Source[1],A1,A06,Destination[1],1500,NaNO3,10,Yes
Source[1],A2,A06,Destination[1],150,K2HPO4,1,Yes
Source[1],A3,A06,Destination[1],75,MgSO4,0.5,Yes
Source[1],B1,A06,Destination[1],150,CaCl2,1,Yes
Source[1],B2,A06,Destination[1],0,EDTA,0,Yes
Source[2],A3,A06,Destination[1],150,Na2CO3,1,Yes
Source[1],B3,A06,Destination[1],0,Citrate,0,Yes
Source[2],B3,A06,Destination[1],150,Trace elements,1,Yes
Source[1],A1,A07,Destination[1],750,NaNO3,5,Yes
Source[1],A2,A07,Destination[1],75,K2HPO4,0.5,Yes
Source[1],A3,A07,Destination[1],0,MgSO4,0,Yes
Source[1],B1,A07,Destination[1],75,CaCl2,0.5,Yes
Source[1],B2,A07,Destination[1],0,EDTA,0,Yes
Source[2],A3,A07,Destination[1],150,Na2CO3,1,Yes
Source[1],B3,A07,Destination[1],75,Citrate,0.5,Yes
Source[2],B3,A07,Destination[1],75,Trace elements,0.5,Yes
Source[1],A1,A08,Destination[1],0,NaNO3,0,Yes
Source[1],A2,A08,Destination[1],150,K2HPO4,1,Yes
Source[1],A3,A08,Destination[1],75,MgSO4,0.5,Yes
Source[1],B1,A08,Destination[1],0,CaCl2,0,Yes
Source[1],B2,A08,Destination[1],0,EDTA,0,Yes
Source[2],A3,A08,Destination[1],150,Na2CO3,1,Yes
Source[1],B3,A08,Destination[1],0,Citrate,0,Yes
Source[2],B3,A08,Destination[1],0,Trace elements,0,Yes
Source[1],A1,A09,Destination[1],1500,NaNO3,10,Yes
Source[1],A2,A09,Destination[1],75,K2HPO4,0.5,Yes
Source[1],A3,A09,Destination[1],0,MgSO4,0,Yes
Source[1],B1,A09,Destination[1],75,CaCl2,0.5,Yes
Source[1],B2,A09,Destination[1],150,EDTA,1,Yes
Source[2],A3,A09,Destination[1],150,Na2CO3,1,Yes
Source[1],B3,A09,Destination[1],0,Citrate,0,Yes
Source[2],B3,A09,Destination[1],150,Trace elements,1,Yes
Source[1],A1,A10,Destination[1],750,NaNO3,5,Yes
Source[1],A2,A10,Destination[1],75,K2HPO4,0.5,Yes
Source[1],A3,A10,Destination[1],150,MgSO4,1,Yes
Source[1],B1,A10,Destination[1],0,CaCl2,0,Yes
Source[1],B2,A10,Destination[1],0,EDTA,0,Yes
Source[2],A3,A10,Destination[1],0,Na2CO3,0,Yes
Source[1],B3,A10,Destination[1],0,Citrate,0,Yes
Source[2],B3,A10,Destination[1],150,Trace elements,1,Yes
Source[1],A1,A11,Destination[1],750,NaNO3,5,Yes
Source[1],A2,A11,Destination[1],150,K2HPO4,1,Yes
Source[1],A3,A11,Destination[1],0,MgSO4,0,Yes
Source[1],B1,A11,Destination[1],0,CaCl2,0,Yes
Source[1],B2,A11,Destination[1],75,EDTA,0.5,Yes
Source[2],A3,A11,Destination[1],75,Na2CO3,0.5,Yes
Source[1],B3,A11,Destination[1],75,Citrate,0.5,Yes
Source[2],B3,A11,Destination[1],150,Trace elements,1,Yes
Source[1],A1,A12,Destination[1],1500,NaNO3,10,Yes
Source[1],A2,A12,Destination[1],150,K2HPO4,1,Yes
Source[1],A3,A12,Destination[1],150,MgSO4,1,Yes
Source[1],B1,A12,Destination[1],0,CaCl2,0,Yes
Source[1],B2,A12,Destination[1],150,EDTA,1,Yes
Source[2],A3,A12,Destination[1],0,Na2CO3,0,Yes
Source[1],B3,A12,Destination[1],0,Citrate,0,Yes
Source[2],B3,A12,Destination[1],75,Trace elements,0.5,Yes
Source[1],A1,A13,Destination[1],0,NaNO3,0,Yes
Source[1],A2,A13,Destination[1],75,K2HPO4,0.5,Yes
Source[1],A3,A13,Destination[1],0,MgSO4,0,Yes
Source[1],B1,A13,Destination[1],0,CaCl2,0,Yes
Source[1],B2,A13,Destination[1],75,EDTA,0.5,Yes
Source[2],A3,A13,Destination[1],0,Na2CO3,0,Yes
Source[1],B3,A13,Destination[1],0,Citrate,0,Yes
Source[2],B3,A13,Destination[1],75,Trace elements,0.5,Yes
Source[1],A1,A14,Destination[1],1500,NaNO3,10,Yes
Source[1],A2,A14,Destination[1],75,K2HPO4,0.5,Yes
Source[1],A3,A14,Destination[1],75,MgSO4,0.5,Yes
Source[1],B1,A14,Destination[1],0,CaCl2,0,Yes
Source[1],B2,A14,Destination[1],150,EDTA,1,Yes
Source[2],A3,A14,Destination[1],150,Na2CO3,1,Yes
Source[1],B3,A14,Destination[1],150,Citrate,1,Yes
Source[2],B3,A14,Destination[1],75,Trace elements,0.5,Yes
Source[1],A1,A15,Destination[1],750,NaNO3,5,Yes
Source[1],A2,A15,Destination[1],0,K2HPO4,0,Yes
Source[1],A3,A15,Destination[1],150,MgSO4,1,Yes
Source[1],B1,A15,Destination[1],75,CaCl2,0.5,Yes
Source[1],B2,A15,Destination[1],150,EDTA,1,Yes
Source[2],A3,A15,Destination[1],150,Na2CO3,1,Yes
Source[1],B3,A15,Destination[1],0,Citrate,0,Yes
Source[2],B3,A15,Destination[1],75,Trace elements,0.5,Yes
Source[1],A1,A16,Destination[1],1500,NaNO3,10,Yes
Source[1],A2,A16,Destination[1],75,K2HPO4,0.5,Yes
Source[1],A3,A16,Destination[1],75,MgSO4,0.5,Yes
Source[1],B1,A16,Destination[1],150,CaCl2,1,Yes
Source[1],B2,A16,Destination[1],75,EDTA,0.5,Yes
Source[2],A3,A16,Destination[1],75,Na2CO3,0.5,Yes
Source[1],B3,A16,Destination[1],75,Citrate,0.5,Yes
Source[2],B3,A16,Destination[1],75,Trace elements,0.5,Yes
Source[1],A1,A17,Destination[1],750,NaNO3,5,Yes
Source[1],A2,A17,Destination[1],150,K2HPO4,1,Yes
Source[1],A3,A17,Destination[1],0,MgSO4,0,Yes
Source[1],B1,A17,Destination[1],0,CaCl2,0,Yes
Source[1],B2,A17,Destination[1],75,EDTA,0.5,Yes
Source[2],A3,A17,Destination[1],75,Na2CO3,0.5,Yes
Source[1],B3,A17,Destination[1],75,Citrate,0.5,Yes
Source[2],B3,A17,Destination[1],150,Trace elements,1,Yes
Source[1],A1,A18,Destination[1],750,NaNO3,5,Yes
Source[1],A2,A18,Destination[1],150,K2HPO4,1,Yes
Source[1],A3,A18,Destination[1],75,MgSO4,0.5,Yes
Source[1],B1,A18,Destination[1],150,CaCl2,1,Yes
Source[1],B2,A18,Destination[1],150,EDTA,1,Yes
Source[2],A3,A18,Destination[1],0,Na2CO3,0,Yes
Source[1],B3,A18,Destination[1],75,Citrate,0.5,Yes
Source[2],B3,A18,Destination[1],0,Trace elements,0,Yes
Source[1],A1,A19,Destination[1],0,NaNO3,0,Yes
Source[1],A2,A19,Destination[1],0,K2HPO4,0,Yes
Source[1],A3,A19,Destination[1],75,MgSO4,0.5,Yes
Source[1],B1,A19,Destination[1],75,CaCl2,0.5,Yes
Source[1],B2,A19,Destination[1],75,EDTA,0.5,Yes
Source[2],A3,A19,Destination[1],0,Na2CO3,0,Yes
Source[1],B3,A19,Destination[1],75,Citrate,0.5,Yes
Source[2],B3,A19,Destination[1],150,Trace elements,1,Yes
Source[1],A1,A20,Destination[1],750,NaNO3,5,Yes
Source[1],A2,A20,Destination[1],75,K2HPO4,0.5,Yes
Source[1],A3,A20,Destination[1],75,MgSO4,0.5,Yes
Source[1],B1,A20,Destination[1],75,CaCl2,0.5,Yes
Source[1],B2,A20,Destination[1],75,EDTA,0.5,Yes
Source[2],A3,A20,Destination[1],75,Na2CO3,0.5,Yes
Source[1],B3,A20,Destination[1],75,Citrate,0.5,Yes
Source[2],B3,A20,Destination[1],75,Trace elements,0.5,Yes
Source[1],A1,A21,Destination[1],1500,NaNO3,10,Yes
Source[1],A2,A21,Destination[1],0,K2HPO4,0,Yes
Source[1],A3,A21,Destination[1],0,MgSO4,0,Yes
Source[1],B1,A21,Destination[1],0,CaCl2,0,Yes
Source[1],B2,A21,Destination[1],0,EDTA,0,Yes
Source[2],A3,A21,Destination[1],150,Na2CO3,1,Yes
Source[1],B3,A21,Destination[1],0,Citrate,0,Yes
Source[2],B3,A21,Destination[1],150,Trace elements,1,Yes
Source[1],A1,A22,Destination[1],750,NaNO3,5,Yes
Source[1],A2,A22,Destination[1],75,K2HPO4,0.5,Yes
Source[1],A3,A22,Destination[1],75,MgSO4,0.5,Yes
Source[1],B1,A22,Destination[1],75,CaCl2,0.5,Yes
Source[1],B2,A22,Destination[1],75,EDTA,0.5,Yes
Source[2],A3,A22,Destination[1],75,Na2CO3,0.5,Yes
Source[1],B3,A22,Destination[1],75,Citrate,0.5,Yes
Source[2],B3,A22,Destination[1],75,Trace elements,0.5,Yes
Source[1],A1,A23,Destination[1],1500,NaNO3,10,Yes
Source[1],A2,A23,Destination[1],0,K2HPO4,0,Yes
Source[1],A3,A23,Destination[1],0,MgSO4,0,Yes
Source[1],B1,A23,Destination[1],0,CaCl2,0,Yes
Source[1],B2,A23,Destination[1],0,EDTA,0,Yes
Source[2],A3,A23,Destination[1],150,Na2CO3,1,Yes
Source[1],B3,A23,Destination[1],0,Citrate,0,Yes
Source[2],B3,A23,Destination[1],150,Trace elements,1,Yes
Source[1],A1,A24,Destination[1],750,NaNO3,5,Yes
Source[1],A2,A24,Destination[1],75,K2HPO4,0.5,Yes
Source[1],A3,A24,Destination[1],75,MgSO4,0.5,Yes
Source[1],B1,A24,Destination[1],75,CaCl2,0.5,Yes
Source[1],B2,A24,Destination[1],75,EDTA,0.5,Yes
Source[2],A3,A24,Destination[1],75,Na2CO3,0.5,Yes
Source[1],B3,A24,Destination[1],75,Citrate,0.5,Yes
Source[2],B3,A24,Destination[1],75,Trace elements,0.5,Yes
Source[1],A1,B01,Destination[1],0,NaNO3,0,Yes
Source[1],A2,B01,Destination[1],0,K2HPO4,0,Yes
Source[1],A3,B01,Destination[1],150,MgSO4,1,Yes
Source[1],B1,B01,Destination[1],150,CaCl2,1,Yes
Source[1],B2,B01,Destination[1],0,EDTA,0,Yes
Source[2],A3,B01,Destination[1],150,Na2CO3,1,Yes
Source[1],B3,B01,Destination[1],0,Citrate,0,Yes
Source[2],B3,B01,Destination[1],150,Trace elements,1,Yes
Source[1],A1,B02,Destination[1],0,NaNO3,0,Yes
Source[1],A2,B02,Destination[1],0,K2HPO4,0,Yes
Source[1],A3,B02,Destination[1],150,MgSO4,1,Yes
Source[1],B1,B02,Destination[1],150,CaCl2,1,Yes
Source[1],B2,B02,Destination[1],0,EDTA,0,Yes
Source[2],A3,B02,Destination[1],150,Na2CO3,1,Yes
Source[1],B3,B02,Destination[1],150,Citrate,1,Yes
Source[2],B3,B02,Destination[1],0,Trace elements,0,Yes
Source[1],A1,B03,Destination[1],1500,NaNO3,10,Yes
Source[1],A2,B03,Destination[1],150,K2HPO4,1,Yes
Source[1],A3,B03,Destination[1],75,MgSO4,0.5,Yes
Source[1],B1,B03,Destination[1],150,CaCl2,1,Yes
Source[1],B2,B03,Destination[1],0,EDTA,0,Yes
Source[2],A3,B03,Destination[1],150,Na2CO3,1,Yes
Source[1],B3,B03,Destination[1],0,Citrate,0,Yes
Source[2],B3,B03,Destination[1],150,Trace elements,1,Yes
Source[1],A1,B04,Destination[1],750,NaNO3,5,Yes
Source[1],A2,B04,Destination[1],150,K2HPO4,1,Yes
Source[1],A3,B04,Destination[1],150,MgSO4,1,Yes
Source[1],B1,B04,Destination[1],75,CaCl2,0.5,Yes
Source[1],B2,B04,Destination[1],0,EDTA,0,Yes
Source[2],A3,B04,Destination[1],75,Na2CO3,0.5,Yes
Source[1],B3,B04,Destination[1],75,Citrate,0.5,Yes
Source[2],B3,B04,Destination[1],0,Trace elements,0,Yes
Source[1],A1,B05,Destination[1],1500,NaNO3,10,Yes
Source[1],A2,B05,Destination[1],150,K2HPO4,1,Yes
Source[1],A3,B05,Destination[1],0,MgSO4,0,Yes
Source[1],B1,B05,Destination[1],150,CaCl2,1,Yes
Source[1],B2,B05,Destination[1],0,EDTA,0,Yes
Source[2],A3,B05,Destination[1],150,Na2CO3,1,Yes
Source[1],B3,B05,Destination[1],150,Citrate,1,Yes
Source[2],B3,B05,Destination[1],0,Trace elements,0,Yes
Source[1],A1,B06,Destination[1],0,NaNO3,0,Yes
Source[1],A2,B06,Destination[1],150,K2HPO4,1,Yes
Source[1],A3,B06,Destination[1],150,MgSO4,1,Yes
Source[1],B1,B06,Destination[1],0,CaCl2,0,Yes
Source[1],B2,B06,Destination[1],150,EDTA,1,Yes
Source[2],A3,B06,Destination[1],0,Na2CO3,0,Yes
Source[1],B3,B06,Destination[1],150,Citrate,1,Yes
Source[2],B3,B06,Destination[1],150,Trace elements,1,Yes
Source[1],A1,B07,Destination[1],750,NaNO3,5,Yes
Source[1],A2,B07,Destination[1],75,K2HPO4,0.5,Yes
Source[1],A3,B07,Destination[1],150,MgSO4,1,Yes
Source[1],B1,B07,Destination[1],0,CaCl2,0,Yes
Source[1],B2,B07,Destination[1],0,EDTA,0,Yes
Source[2],A3,B07,Destination[1],0,Na2CO3,0,Yes
Source[1],B3,B07,Destination[1],0,Citrate,0,Yes
Source[2],B3,B07,Destination[1],150,Trace elements,1,Yes
Source[1],A1,B08,Destination[1],750,NaNO3,5,Yes
Source[1],A2,B08,Destination[1],0,K2HPO4,0,Yes
Source[1],A3,B08,Destination[1],75,MgSO4,0.5,Yes
Source[1],B1,B08,Destination[1],0,CaCl2,0,Yes
Source[1],B2,B08,Destination[1],0,EDTA,0,Yes
Source[2],A3,B08,Destination[1],75,Na2CO3,0.5,Yes
Source[1],B3,B08,Destination[1],75,Citrate,0.5,Yes
Source[2],B3,B08,Destination[1],75,Trace elements,0.5,Yes
Source[1],A1,B09,Destination[1],750,NaNO3,5,Yes
Source[1],A2,B09,Destination[1],75,K2HPO4,0.5,Yes
Source[1],A3,B09,Destination[1],75,MgSO4,0.5,Yes
Source[1],B1,B09,Destination[1],150,CaCl2,1,Yes
Source[1],B2,B09,Destination[1],75,EDTA,0.5,Yes
Source[2],A3,B09,Destination[1],150,Na2CO3,1,Yes
Source[1],B3,B09,Destination[1],0,Citrate,0,Yes
Source[2],B3,B09,Destination[1],75,Trace elements,0.5,Yes
Source[1],A1,B10,Destination[1],750,NaNO3,5,Yes
Source[1],A2,B10,Destination[1],75,K2HPO4,0.5,Yes
Source[1],A3,B10,Destination[1],75,MgSO4,0.5,Yes
Source[1],B1,B10,Destination[1],150,CaCl2,1,Yes
Source[1],B2,B10,Destination[1],75,EDTA,0.5,Yes
Source[2],A3,B10,Destination[1],150,Na2CO3,1,Yes
Source[1],B3,B10,Destination[1],0,Citrate,0,Yes
Source[2],B3,B10,Destination[1],75,Trace elements,0.5,Yes
Source[1],A1,B11,Destination[1],0,NaNO3,0,Yes
Source[1],A2,B11,Destination[1],150,K2HPO4,1,Yes
Source[1],A3,B11,Destination[1],150,MgSO4,1,Yes
Source[1],B1,B11,Destination[1],75,CaCl2,0.5,Yes
Source[1],B2,B11,Destination[1],75,EDTA,0.5,Yes
Source[2],A3,B11,Destination[1],150,Na2CO3,1,Yes
Source[1],B3,B11,Destination[1],75,Citrate,0.5,Yes
Source[2],B3,B11,Destination[1],75,Trace elements,0.5,Yes
Source[1],A1,B12,Destination[1],1500,NaNO3,10,Yes
Source[1],A2,B12,Destination[1],0,K2HPO4,0,Yes
Source[1],A3,B12,Destination[1],0,MgSO4,0,Yes
Source[1],B1,B12,Destination[1],150,CaCl2,1,Yes
Source[1],B2,B12,Destination[1],0,EDTA,0,Yes
Source[2],A3,B12,Destination[1],0,Na2CO3,0,Yes
Source[1],B3,B12,Destination[1],150,Citrate,1,Yes
Source[2],B3,B12,Destination[1],0,Trace elements,0,Yes
Source[1],A1,B13,Destination[1],750,NaNO3,5,Yes
Source[1],A2,B13,Destination[1],75,K2HPO4,0.5,Yes
Source[1],A3,B13,Destination[1],0,MgSO4,0,Yes
Source[1],B1,B13,Destination[1],150,CaCl2,1,Yes
Source[1],B2,B13,Destination[1],0,EDTA,0,Yes
Source[2],A3,B13,Destination[1],75,Na2CO3,0.5,Yes
Source[1],B3,B13,Destination[1],0,Citrate,0,Yes
Source[2],B3,B13,Destination[1],0,Trace elements,0,Yes
Source[1],A1,B14,Destination[1],1500,NaNO3,10,Yes
Source[1],A2,B14,Destination[1],0,K2HPO4,0,Yes
Source[1],A3,B14,Destination[1],150,MgSO4,1,Yes
Source[1],B1,B14,Destination[1],0,CaCl2,0,Yes
Source[1],B2,B14,Destination[1],75,EDTA,0.5,Yes
Source[2],A3,B14,Destination[1],75,Na2CO3,0.5,Yes
Source[1],B3,B14,Destination[1],0,Citrate,0,Yes
Source[2],B3,B14,Destination[1],150,Trace elements,1,Yes
Source[1],A1,B15,Destination[1],0,NaNO3,0,Yes
Source[1],A2,B15,Destination[1],150,K2HPO4,1,Yes
Source[1],A3,B15,Destination[1],0,MgSO4,0,Yes
Source[1],B1,B15,Destination[1],0,CaCl2,0,Yes
Source[1],B2,B15,Destination[1],0,EDTA,0,Yes
Source[2],A3,B15,Destination[1],0,Na2CO3,0,Yes
Source[1],B3,B15,Destination[1],150,Citrate,1,Yes
Source[2],B3,B15,Destination[1],0,Trace elements,0,Yes
Source[1],A1,B16,Destination[1],750,NaNO3,5,Yes
Source[1],A2,B16,Destination[1],0,K2HPO4,0,Yes
Source[1],A3,B16,Destination[1],0,MgSO4,0,Yes
Source[1],B1,B16,Destination[1],150,CaCl2,1,Yes
Source[1],B2,B16,Destination[1],150,EDTA,1,Yes
Source[2],A3,B16,Destination[1],0,Na2CO3,0,Yes
Source[1],B3,B16,Destination[1],0,Citrate,0,Yes
Source[2],B3,B16,Destination[1],150,Trace elements,1,Yes
Source[1],A1,B17,Destination[1],1500,NaNO3,10,Yes
Source[1],A2,B17,Destination[1],150,K2HPO4,1,Yes
Source[1],A3,B17,Destination[1],150,MgSO4,1,Yes
Source[1],B1,B17,Destination[1],0,CaCl2,0,Yes
Source[1],B2,B17,Destination[1],75,EDTA,0.5,Yes
Source[2],A3,B17,Destination[1],150,Na2CO3,1,Yes
Source[1],B3,B17,Destination[1],75,Citrate,0.5,Yes
Source[2],B3,B17,Destination[1],150,Trace elements,1,Yes
Source[1],A1,B18,Destination[1],0,NaNO3,0,Yes
Source[1],A2,B18,Destination[1],150,K2HPO4,1,Yes
Source[1],A3,B18,Destination[1],0,MgSO4,0,Yes
Source[1],B1,B18,Destination[1],150,CaCl2,1,Yes
Source[1],B2,B18,Destination[1],0,EDTA,0,Yes
Source[2],A3,B18,Destination[1],0,Na2CO3,0,Yes
Source[1],B3,B18,Destination[1],75,Citrate,0.5,Yes
Source[2],B3,B18,Destination[1],150,Trace elements,1,Yes
Source[1],A1,B19,Destination[1],1500,NaNO3,10,Yes
Source[1],A2,B19,Destination[1],75,K2HPO4,0.5,Yes
Source[1],A3,B19,Destination[1],150,MgSO4,1,Yes
Source[1],B1,B19,Destination[1],150,CaCl2,1,Yes
Source[1],B2,B19,Destination[1],150,EDTA,1,Yes
Source[2],A3,B19,Destination[1],0,Na2CO3,0,Yes
Source[1],B3,B19,Destination[1],75,Citrate,0.5,Yes
Source[2],B3,B19,Destination[1],150,Trace elements,1,Yes
Source[1],A1,B20,Destination[1],0,NaNO3,0,Yes
Source[1],A2,B20,Destination[1],150,K2HPO4,1,Yes
Source[1],A3,B20,Destination[1],0,MgSO4,0,Yes
Source[1],B1,B20,Destination[1],150,CaCl2,1,Yes
Source[1],B2,B20,Destination[1],0,EDTA,0,Yes
Source[2],A3,B20,Destination[1],0,Na2CO3,0,Yes
Source[1],B3,B20,Destination[1],75,Citrate,0.5,Yes
Source[2],B3,B20,Destination[1],150,Trace elements,1,Yes
Source[1],A1,B21,Destination[1],750,NaNO3,5,Yes
Source[1],A2,B21,Destination[1],0,K2HPO4,0,Yes
Source[1],A3,B21,Destination[1],0,MgSO4,0,Yes
Source[1],B1,B21,Destination[1],150,CaCl2,1,Yes
Source[1],B2,B21,Destination[1],75,EDTA,0.5,Yes
Source[2],A3,B21,Destination[1],150,Na2CO3,1,Yes
Source[1],B3,B21,Destination[1],150,Citrate,1,Yes
Source[2],B3,B21,Destination[1],150,Trace elements,1,Yes
Source[1],A1,B22,Destination[1],0,NaNO3,0,Yes
Source[1],A2,B22,Destination[1],150,K2HPO4,1,Yes
Source[1],A3,B22,Destination[1],75,MgSO4,0.5,Yes
Source[1],B1,B22,Destination[1],75,CaCl2,0.5,Yes
Source[1],B2,B22,Destination[1],150,EDTA,1,Yes
Source[2],A3,B22,Destination[1],150,Na2CO3,1,Yes
Source[1],B3,B22,Destination[1],150,Citrate,1,Yes
Source[2],B3,B22,Destination[1],0,Trace elements,0,Yes
Source[1],A1,B23,Destination[1],1500,NaNO3,10,Yes
Source[1],A2,B23,Destination[1],75,K2HPO4,0.5,Yes
Source[1],A3,B23,Destination[1],0,MgSO4,0,Yes
Source[1],B1,B23,Destination[1],0,CaCl2,0,Yes
Source[1],B2,B23,Destination[1],0,EDTA,0,Yes
Source[2],A3,B23,Destination[1],0,Na2CO3,0,Yes
Source[1],B3,B23,Destination[1],75,Citrate,0.5,Yes
Source[2],B3,B23,Destination[1],0,Trace elements,0,Yes
Source[1],A1,B24,Destination[1],1500,NaNO3,10,Yes
Source[1],A2,B24,Destination[1],150,K2HPO4,1,Yes
Source[1],A3,B24,Destination[1],150,MgSO4,1,Yes
Source[1],B1,B24,Destination[1],150,CaCl2,1,Yes
Source[1],B2,B24,Destination[1],150,EDTA,1,Yes
Source[2],A3,B24,Destination[1],150,Na2CO3,1,Yes
Source[1],B3,B24,Destination[1],0,Citrate,0,Yes
Source[2],B3,B24,Destination[1],0,Trace elements,0,Yes
Source[1],A1,C01,Destination[1],0,NaNO3,0,Yes
Source[1],A2,C01,Destination[1],75,K2HPO4,0.5,Yes
Source[1],A3,C01,Destination[1],150,MgSO4,1,Yes
Source[1],B1,C01,Destination[1],0,CaCl2,0,Yes
Source[1],B2,C01,Destination[1],150,EDTA,1,Yes
Source[2],A3,C01,Destination[1],75,Na2CO3,0.5,Yes
Source[1],B3,C01,Destination[1],75,Citrate,0.5,Yes
Source[2],B3,C01,Destination[1],0,Trace elements,0,Yes
Source[1],A1,C02,Destination[1],1500,NaNO3,10,Yes
Source[1],A2,C02,Destination[1],0,K2HPO4,0,Yes
Source[1],A3,C02,Destination[1],75,MgSO4,0.5,Yes
Source[1],B1,C02,Destination[1],0,CaCl2,0,Yes
Source[1],B2,C02,Destination[1],150,EDTA,1,Yes
Source[2],A3,C02,Destination[1],0,Na2CO3,0,Yes
Source[1],B3,C02,Destination[1],0,Citrate,0,Yes
Source[2],B3,C02,Destination[1],0,Trace elements,0,Yes
Source[1],A1,C03,Destination[1],1500,NaNO3,10,Yes
Source[1],A2,C03,Destination[1],150,K2HPO4,1,Yes
Source[1],A3,C03,Destination[1],150,MgSO4,1,Yes
Source[1],B1,C03,Destination[1],150,CaCl2,1,Yes
Source[1],B2,C03,Destination[1],150,EDTA,1,Yes
Source[2],A3,C03,Destination[1],150,Na2CO3,1,Yes
Source[1],B3,C03,Destination[1],0,Citrate,0,Yes
Source[2],B3,C03,Destination[1],0,Trace elements,0,Yes
Source[1],A1,C04,Destination[1],750,NaNO3,5,Yes
Source[1],A2,C04,Destination[1],75,K2HPO4,0.5,Yes
Source[1],A3,C04,Destination[1],75,MgSO4,0.5,Yes
Source[1],B1,C04,Destination[1],75,CaCl2,0.5,Yes
Source[1],B2,C04,Destination[1],75,EDTA,0.5,Yes
Source[2],A3,C04,Destination[1],75,Na2CO3,0.5,Yes
Source[1],B3,C04,Destination[1],75,Citrate,0.5,Yes
Source[2],B3,C04,Destination[1],75,Trace elements,0.5,Yes
Source[1],A1,C05,Destination[1],1500,NaNO3,10,Yes
Source[1],A2,C05,Destination[1],150,K2HPO4,1,Yes
Source[1],A3,C05,Destination[1],150,MgSO4,1,Yes
Source[1],B1,C05,Destination[1],0,CaCl2,0,Yes
Source[1],B2,C05,Destination[1],75,EDTA,0.5,Yes
Source[2],A3,C05,Destination[1],75,Na2CO3,0.5,Yes
Source[1],B3,C05,Destination[1],150,Citrate,1,Yes
Source[2],B3,C05,Destination[1],0,Trace elements,0,Yes
Source[1],A1,C06,Destination[1],0,NaNO3,0,Yes
Source[1],A2,C06,Destination[1],75,K2HPO4,0.5,Yes
Source[1],A3,C06,Destination[1],0,MgSO4,0,Yes
Source[1],B1,C06,Destination[1],0,CaCl2,0,Yes
Source[1],B2,C06,Destination[1],0,EDTA,0,Yes
Source[2],A3,C06,Destination[1],150,Na2CO3,1,Yes
Source[1],B3,C06,Destination[1],150,Citrate,1,Yes
Source[2],B3,C06,Destination[1],150,Trace elements,1,Yes
Source[1],A1,C07,Destination[1],1500,NaNO3,10,Yes
Source[1],A2,C07,Destination[1],75,K2HPO4,0.5,Yes
Source[1],A3,C07,Destination[1],75,MgSO4,0.5,Yes
Source[1],B1,C07,Destination[1],150,CaCl2,1,Yes
Source[1],B2,C07,Destination[1],75,EDTA,0.5,Yes
Source[2],A3,C07,Destination[1],75,Na2CO3,0.5,Yes
Source[1],B3,C07,Destination[1],75,Citrate,0.5,Yes
Source[2],B3,C07,Destination[1],75,Trace elements,0.5,Yes
Source[1],A1,C08,Destination[1],750,NaNO3,5,Yes
