plate_ID,timepoint,well,Type,Compound,Concentration,OD,median
gradient1,T2,N23,Compound,Bephenium Hydroxynaphthoate,8,0.42345,0.5037
gradient1,T2,N24,Compound,dl-alpha-methyl-p-tyrosine,2,0.50665,0.5037
gradient1,T2,O02,Compound,Bephenium Hydroxynaphthoate,5,0.3459,0.5037
gradient1,T2,O04,Compound,Bephenium Hydroxynaphthoate,6,0.50935,0.5037
gradient1,T2,O05,Compound,dl-alpha-methyl-p-tyrosine,10,0.50675,0.5037
gradient1,T2,O06,Compound,dl-alpha-methyl-p-tyrosine,4,0.6071,0.5037
gradient1,T2,O07,Compound,Coumaphos,15,0.498,0.5037
gradient1,T2,O08,Compound,Coumaphos,0.5,0.38415,0.5037
gradient1,T2,O09,Compound,Bephenium Hydroxynaphthoate,1,0.52315,0.5037
gradient1,T2,O10,Compound,Coumaphos,0.5,0.538,0.5037
gradient1,T2,O11,Compound,Coumaphos,5,0.2209,0.5037
gradient1,T2,O12,Compound,Coumaphos,15,0.4141,0.5037
gradient1,T2,O13,Compound,dl-alpha-methyl-p-tyrosine,8,0.7973,0.5037
gradient1,T2,O14,Compound,Bephenium Hydroxynaphthoate,6,0.4616,0.5037
gradient1,T2,O15,Compound,dl-alpha-methyl-p-tyrosine,2,0.4866,0.5037
gradient1,T2,O16,Compound,dl-alpha-methyl-p-tyrosine,2,0.4657,0.5037
gradient1,T2,O17,Compound,Coumaphos,2,0.5305,0.5037
gradient1,T2,O18,Compound,Bephenium Hydroxynaphthoate,3,0.48125,0.5037
gradient1,T2,O19,Compound,Coumaphos,12,0.45165,0.5037
gradient1,T2,O20,Compound,Coumaphos,1,0.5209,0.5037
gradient1,T2,O22,Compound,Coumaphos,15,0.4379499999999999,0.5037
gradient1,T2,O23,Compound,dl-alpha-methyl-p-tyrosine,15,0.42705,0.5037
gradient1,T2,O24,Compound,Bephenium Hydroxynaphthoate,0.1,0.42055,0.5037
gradient1,T2,P01,Compound,Bephenium Hydroxynaphthoate,10,0.47495,0.5037
gradient1,T2,P02,Compound,Coumaphos,6,0.3965999999999999,0.5037
gradient1,T2,P03,Compound,Coumaphos,2,0.4519,0.5037
gradient1,T2,P04,Compound,Bephenium Hydroxynaphthoate,2,0.48865,0.5037
gradient1,T2,P05,Compound,dl-alpha-methyl-p-tyrosine,0.1,1.1087,0.5037
gradient1,T2,P06,Compound,Coumaphos,0.5,0.55105,0.5037
gradient1,T2,P07,Compound,Coumaphos,2,0.45835,0.5037
gradient1,T2,P08,Compound,Bephenium Hydroxynaphthoate,2,0.5035499999999999,0.5037
gradient1,T2,P09,Compound,Coumaphos,4,0.51195,0.5037
gradient1,T2,P10,Compound,Bephenium Hydroxynaphthoate,4,0.4297,0.5037
gradient1,T2,P11,Compound,Coumaphos,1,0.41655,0.5037
gradient1,T2,P12,Compound,Coumaphos,8,1.89195,0.5037
gradient1,T2,P13,Compound,Coumaphos,5,0.39785,0.5037
gradient1,T2,P14,Compound,Coumaphos,0.1,0.45855,0.5037
gradient1,T2,P15,Compound,dl-alpha-methyl-p-tyrosine,2,0.2833,0.5037
gradient1,T2,P17,Compound,dl-alpha-methyl-p-tyrosine,4,0.45205,0.5037
gradient1,T2,P18,Compound,Bephenium Hydroxynaphthoate,12,0.3983,0.5037
gradient1,T2,P19,Compound,Coumaphos,0.1,0.47875,0.5037
gradient1,T2,P20,Compound,Coumaphos,5,0.4286,0.5037
gradient1,T2,P22,Compound,Coumaphos,0.1,0.39605,0.5037
gradient1,T2,P23,Compound,dl-alpha-methyl-p-tyrosine,0.5,0.37825,0.5037
gradient1,T2,P24,Compound,Coumaphos,8,0.4645,0.5037
gradient2,T0,A01,Compound,Disulfiram,10,0.15885,0.16049999999999998
gradient2,T0,A02,Compound,Gentian Violet,3,0.15855,0.16049999999999998
gradient2,T0,A05,Compound,Gentian Violet,15,0.17485,0.16049999999999998
gradient2,T0,A06,Compound,Gentian Violet,5,0.15960000000000002,0.16049999999999998
gradient2,T0,A07,Compound,Disulfiram,8,0.16435,0.16049999999999998
gradient2,T0,A08,Compound,Disulfiram,6,0.1584,0.16049999999999998
gradient2,T0,A11,Compound,Disulfiram,5,0.16244999999999998,0.16049999999999998
gradient2,T0,A12,Compound,Disulfiram,15,0.16854999999999998,0.16049999999999998
gradient2,T0,A14,Compound,Gentian Violet,0.1,0.15655,0.16049999999999998
gradient2,T0,A16,Compound,Gentian Violet,4,0.16899999999999998,0.16049999999999998
gradient2,T0,A17,Compound,Gentian Violet,6,0.17155,0.16049999999999998
gradient2,T0,A19,Compound,Disulfiram,5,0.15955,0.16049999999999998
gradient2,T0,A21,Compound,Disulfiram,4,0.16545,0.16049999999999998
gradient2,T0,A22,Compound,Gentian Violet,5,0.16735,0.16049999999999998
gradient2,T0,B02,Compound,Disulfiram,12,0.16515000000000002,0.16049999999999998
gradient2,T0,B05,Compound,Gentian Violet,8,0.17225,0.16049999999999998
gradient2,T0,B06,Compound,Gentian Violet,4,0.16449999999999998,0.16049999999999998
gradient2,T0,B07,Compound,Gentian Violet,1,0.16199999999999998,0.16049999999999998
gradient2,T0,B08,Compound,Gentian Violet,8,0.17765,0.16049999999999998
gradient2,T0,B09,Compound,Gentian Violet,10,0.17795,0.16049999999999998
gradient2,T0,B10,Compound,Gentian Violet,1,0.16295,0.16049999999999998
gradient2,T0,B11,Compound,Gentian Violet,0.5,0.16085,0.16049999999999998
gradient2,T0,B12,Compound,Gentian Violet,12,0.18805,0.16049999999999998
gradient2,T0,B15,Compound,Disulfiram,4,0.16205,0.16049999999999998
gradient2,T0,B16,Compound,Gentian Violet,5,0.1805,0.16049999999999998
gradient2,T0,B19,Compound,Gentian Violet,2,0.16425,0.16049999999999998
gradient2,T0,B20,Compound,Disulfiram,12,0.16660000000000005,0.16049999999999998
gradient2,T0,B21,Compound,Disulfiram,0.5,0.1616,0.16049999999999998
gradient2,T0,B22,Compound,Disulfiram,3,0.1649,0.16049999999999998
gradient2,T0,C01,Compound,Gentian Violet,0.1,0.16185,0.16049999999999998
gradient2,T0,C02,Compound,Disulfiram,0.5,0.1605,0.16049999999999998
gradient2,T0,C05,Compound,Gentian Violet,10,0.17654999999999998,0.16049999999999998
gradient2,T0,C07,Compound,Disulfiram,10,0.16194999999999998,0.16049999999999998
gradient2,T0,C08,Compound,Disulfiram,4,0.1662,0.16049999999999998
gradient2,T0,C09,Compound,Gentian Violet,6,0.1775,0.16049999999999998
gradient2,T0,C11,Compound,Gentian Violet,3,0.1737,0.16049999999999998
gradient2,T0,C15,Compound,Disulfiram,8,0.16565,0.16049999999999998
gradient2,T0,C16,Compound,Disulfiram,6,0.16704999999999998,0.16049999999999998
gradient2,T0,C19,Compound,Disulfiram,0.1,0.1667,0.16049999999999998
gradient2,T0,C21,Compound,Gentian Violet,10,0.1763,0.16049999999999998
gradient2,T0,C22,Compound,Gentian Violet,15,0.1738,0.16049999999999998
gradient2,T0,D01,Compound,Gentian Violet,15,0.1763,0.16049999999999998
gradient2,T0,D02,Compound,Gentian Violet,1,0.1693,0.16049999999999998
gradient2,T0,D03,Compound,Gentian Violet,0.5,0.16215000000000002,0.16049999999999998
gradient2,T0,D04,Compound,Disulfiram,10,0.1621,0.16049999999999998
gradient2,T0,D05,Compound,Gentian Violet,3,0.15965,0.16049999999999998
gradient2,T0,D07,Compound,Disulfiram,0.1,0.1621,0.16049999999999998
gradient2,T0,D09,Compound,Disulfiram,0.1,0.16285,0.16049999999999998
gradient2,T0,D10,Compound,Gentian Violet,15,0.178,0.16049999999999998
gradient2,T0,D11,Compound,Disulfiram,3,0.1607,0.16049999999999998
gradient2,T0,D14,Compound,Gentian Violet,12,0.1773,0.16049999999999998
gradient2,T0,D15,Compound,Gentian Violet,0.1,0.1645,0.16049999999999998
gradient2,T0,D16,Compound,Gentian Violet,5,0.18165,0.16049999999999998
gradient2,T0,D18,Compound,Disulfiram,8,0.16505,0.16049999999999998
gradient2,T0,D19,Compound,Disulfiram,2,0.16295,0.16049999999999998
gradient2,T0,D20,Compound,Disulfiram,4,0.16795,0.16049999999999998
gradient2,T0,D21,Compound,Disulfiram,1,0.1639,0.16049999999999998
gradient2,T0,D22,Compound,Disulfiram,12,0.16875,0.16049999999999998
gradient2,T0,D24,Compound,Gentian Violet,5,0.17975000000000002,0.16049999999999998
gradient2,T0,E01,Compound,Gentian Violet,2,0.16385,0.16049999999999998
gradient2,T0,E02,Compound,Disulfiram,10,0.1639,0.16049999999999998
gradient2,T0,E03,Compound,Gentian Violet,3,0.16554999999999995,0.16049999999999998
gradient2,T0,E07,Compound,Gentian Violet,0.1,0.1609,0.16049999999999998
gradient2,T0,E10,Compound,Disulfiram,10,0.16075,0.16049999999999998
gradient2,T0,E11,Compound,Gentian Violet,10,0.1683,0.16049999999999998
gradient2,T0,E12,Compound,Gentian Violet,4,0.16244999999999998,0.16049999999999998
gradient2,T0,E13,Compound,Disulfiram,2,0.1557,0.16049999999999998
gradient2,T0,E14,Compound,Gentian Violet,10,0.1725,0.16049999999999998
gradient2,T0,E15,Compound,Gentian Violet,0.5,0.1641,0.16049999999999998
gradient2,T0,E17,Compound,Gentian Violet,2,0.1692,0.16049999999999998
gradient2,T0,E18,Compound,Disulfiram,3,0.16194999999999998,0.16049999999999998
gradient2,T0,E19,Compound,Gentian Violet,8,0.16845,0.16049999999999998
gradient2,T0,E20,Compound,Gentian Violet,6,0.1717,0.16049999999999998
gradient2,T0,E21,Compound,Disulfiram,10,0.1726,0.16049999999999998
gradient2,T0,E22,Compound,Disulfiram,4,0.1666,0.16049999999999998
gradient2,T0,E23,Compound,Disulfiram,6,0.16465000000000002,0.16049999999999998
gradient2,T0,F01,Compound,Gentian Violet,12,0.17354999999999998,0.16049999999999998
gradient2,T0,F02,Compound,Disulfiram,6,0.1653,0.16049999999999998
gradient2,T0,F03,Compound,Gentian Violet,0.5,0.15955,0.16049999999999998
gradient2,T0,F05,Compound,Disulfiram,1,0.1589,0.16049999999999998
gradient2,T0,F07,Compound,Disulfiram,4,0.15845,0.16049999999999998
gradient2,T0,F11,Compound,Gentian Violet,0.1,0.16455,0.16049999999999998
gradient2,T0,F13,Compound,Disulfiram,3,0.16335,0.16049999999999998
gradient2,T0,F15,Compound,Disulfiram,1,0.1536,0.16049999999999998
gradient2,T0,F18,Compound,Gentian Violet,8,0.1836,0.16049999999999998
gradient2,T0,F20,Compound,Disulfiram,0.1,0.16725,0.16049999999999998
gradient2,T0,F21,Compound,Gentian Violet,1,0.1681,0.16049999999999998
gradient2,T0,F22,Compound,Gentian Violet,12,0.1785,0.16049999999999998
gradient2,T0,F24,Compound,Gentian Violet,1,0.18495,0.16049999999999998
gradient2,T0,G02,Compound,Gentian Violet,2,0.15755,0.16049999999999998
gradient2,T0,G03,Compound,Disulfiram,3,0.16199999999999998,0.16049999999999998
gradient2,T0,G04,Compound,Gentian Violet,1,0.15910000000000002,0.16049999999999998
gradient2,T0,G06,Compound,Gentian Violet,0.1,0.1523,0.16049999999999998
gradient2,T0,G07,Compound,Disulfiram,15,0.16115000000000002,0.16049999999999998
gradient2,T0,G08,Compound,Disulfiram,10,0.16455,0.16049999999999998
gradient2,T0,G09,Compound,Disulfiram,2,0.1704,0.16049999999999998
gradient2,T0,G12,Compound,Gentian Violet,0.5,0.1543,0.16049999999999998
gradient2,T0,G13,Compound,Disulfiram,5,0.15139999999999998,0.16049999999999998
gradient2,T0,G14,Compound,Gentian Violet,0.5,0.16294999999999998,0.16049999999999998
gradient2,T0,G15,Compound,Gentian Violet,4,0.17049999999999998,0.16049999999999998
gradient2,T0,G16,Compound,Gentian Violet,6,0.1716,0.16049999999999998
gradient2,T0,G19,Compound,Disulfiram,12,0.16449999999999998,0.16049999999999998
gradient2,T0,G23,Compound,Gentian Violet,8,0.17895,0.16049999999999998
gradient2,T0,G24,Compound,Gentian Violet,10,0.18015,0.16049999999999998
gradient2,T0,H02,Compound,Gentian Violet,8,0.1652,0.16049999999999998
gradient2,T0,H04,Compound,Disulfiram,6,0.15965,0.16049999999999998
gradient2,T0,H05,Compound,Gentian Violet,15,0.17855,0.16049999999999998
gradient2,T0,H08,Compound,Disulfiram,6,0.1649,0.16049999999999998
gradient2,T0,H09,Compound,Gentian Violet,1,0.1583,0.16049999999999998
gradient2,T0,H11,Compound,Gentian Violet,0.5,0.1616,0.16049999999999998
gradient2,T0,H12,Compound,Gentian Violet,10,0.1744,0.16049999999999998
gradient2,T0,H13,Compound,Disulfiram,1,0.16294999999999998,0.16049999999999998
gradient2,T0,H14,Compound,Disulfiram,2,0.16299999999999998,0.16049999999999998
gradient2,T0,H15,Compound,Disulfiram,0.5,0.1605,0.16049999999999998
gradient2,T0,H17,Compound,Disulfiram,8,0.16360000000000002,0.16049999999999998
gradient2,T0,H18,Compound,Gentian Violet,10,0.18009999999999998,0.16049999999999998
gradient2,T0,H19,Compound,Disulfiram,12,0.16595,0.16049999999999998
gradient2,T0,H21,Compound,Gentian Violet,6,0.17459999999999998,0.16049999999999998
gradient2,T0,H22,Compound,Gentian Violet,2,0.17875,0.16049999999999998
gradient2,T0,H23,Compound,Gentian Violet,15,0.1976,0.16049999999999998
gradient2,T0,H24,Compound,Gentian Violet,4,0.19655,0.16049999999999998
gradient2,T0,I02,Compound,Disulfiram,12,0.16065000000000002,0.16049999999999998
gradient2,T0,I03,Compound,Gentian Violet,3,0.1621,0.16049999999999998
gradient2,T0,I05,Compound,Gentian Violet,0.5,0.1638,0.16049999999999998
gradient2,T0,I06,Compound,Gentian Violet,0.5,0.16105,0.16049999999999998
gradient2,T0,I11,Compound,Disulfiram,5,0.15915,0.16049999999999998
gradient2,T0,I12,Compound,Gentian Violet,6,0.16575,0.16049999999999998
gradient2,T0,I14,Compound,Gentian Violet,10,0.17755,0.16049999999999998
gradient2,T0,I15,Compound,Gentian Violet,0.1,0.16285,0.16049999999999998
gradient2,T0,I16,Compound,Disulfiram,1,0.16394999999999998,0.16049999999999998
gradient2,T0,I17,Compound,Disulfiram,4,0.1651,0.16049999999999998
gradient2,T0,I19,Compound,Disulfiram,15,0.1666,0.16049999999999998
gradient2,T0,I20,Compound,Disulfiram,2,0.16925,0.16049999999999998
gradient2,T0,I21,Compound,Disulfiram,0.1,0.1771,0.16049999999999998
gradient2,T0,I22,Compound,Disulfiram,6,0.1744,0.16049999999999998
gradient2,T0,I23,Compound,Disulfiram,15,0.17554999999999998,0.16049999999999998
gradient2,T0,I24,Compound,Gentian Violet,0.5,0.1728,0.16049999999999998
gradient2,T0,J03,Compound,Disulfiram,1,0.1628,0.16049999999999998
gradient2,T0,J05,Compound,Disulfiram,4,0.16665,0.16049999999999998
gradient2,T0,J06,Compound,Gentian Violet,1,0.1703,0.16049999999999998
gradient2,T0,J07,Compound,Gentian Violet,8,0.17345,0.16049999999999998
gradient2,T0,J08,Compound,Gentian Violet,4,0.1752,0.16049999999999998
gradient2,T0,J10,Compound,Gentian Violet,15,0.1861,0.16049999999999998
gradient2,T0,J11,Compound,Disulfiram,15,0.1647,0.16049999999999998
gradient2,T0,J13,Compound,Gentian Violet,2,0.1719,0.16049999999999998
gradient2,T0,J15,Compound,Gentian Violet,5,0.1829,0.16049999999999998
gradient2,T0,J16,Compound,Disulfiram,3,0.1724,0.16049999999999998
gradient2,T0,J18,Compound,Gentian Violet,0.1,0.16685,0.16049999999999998
gradient2,T0,J19,Compound,Gentian Violet,5,0.17554999999999998,0.16049999999999998
gradient2,T0,J20,Compound,Gentian Violet,12,0.19865,0.16049999999999998
gradient2,T0,J21,Compound,Disulfiram,8,0.1858,0.16049999999999998
gradient2,T0,J22,Compound,Disulfiram,10,0.1773,0.16049999999999998
gradient2,T0,K04,Compound,Gentian Violet,3,0.1594,0.16049999999999998
gradient2,T0,K09,Compound,Gentian Violet,8,0.17170000000000002,0.16049999999999998
gradient2,T0,K10,Compound,Disulfiram,2,0.15575,0.16049999999999998
gradient2,T0,K12,Compound,Gentian Violet,0.1,0.15705000000000002,0.16049999999999998
gradient2,T0,K14,Compound,Disulfiram,8,0.1602,0.16049999999999998
gradient2,T0,K15,Compound,Disulfiram,0.5,0.15949999999999998,0.16049999999999998
gradient2,T0,K16,Compound,Gentian Violet,12,0.19215,0.16049999999999998
gradient2,T0,K17,Compound,Gentian Violet,15,0.18905,0.16049999999999998
gradient2,T0,K18,Compound,Disulfiram,0.1,0.15810000000000002,0.16049999999999998
gradient2,T0,K21,Compound,Disulfiram,3,0.16599999999999998,0.16049999999999998
gradient2,T0,K22,Compound,Gentian Violet,4,0.167,0.16049999999999998
gradient2,T0,K24,Compound,Disulfiram,0.1,0.1736,0.16049999999999998
gradient2,T0,L01,Compound,Disulfiram,5,0.15775,0.16049999999999998
gradient2,T0,L02,Compound,Gentian Violet,1,0.1522,0.16049999999999998
gradient2,T0,L06,Compound,Disulfiram,0.5,0.15639999999999998,0.16049999999999998
gradient2,T0,L08,Compound,Gentian Violet,4,0.16655,0.16049999999999998
gradient2,T0,L09,Compound,Disulfiram,6,0.1639,0.16049999999999998
gradient2,T0,L11,Compound,Disulfiram,4,0.1599,0.16049999999999998
gradient2,T0,L12,Compound,Disulfiram,12,0.1643,0.16049999999999998
gradient2,T0,L13,Compound,Disulfiram,3,0.16310000000000002,0.16049999999999998
gradient2,T0,L14,Compound,Gentian Violet,12,0.17865,0.16049999999999998
gradient2,T0,L15,Compound,Disulfiram,12,0.1649,0.16049999999999998
gradient2,T0,L16,Compound,Gentian Violet,3,0.16949999999999998,0.16049999999999998
gradient2,T0,L17,Compound,Disulfiram,8,0.16105,0.16049999999999998
gradient2,T0,L18,Compound,Disulfiram,0.5,0.16260000000000002,0.16049999999999998
gradient2,T0,L19,Compound,Disulfiram,1,0.15949999999999998,0.16049999999999998
gradient2,T0,L20,Compound,Gentian Violet,6,0.176,0.16049999999999998
gradient2,T0,L21,Compound,Disulfiram,10,0.16465,0.16049999999999998
gradient2,T0,L22,Compound,Gentian Violet,5,0.1758,0.16049999999999998
gradient2,T0,L24,Compound,Disulfiram,5,0.1696,0.16049999999999998
gradient2,T0,M02,Compound,Disulfiram,1,0.15515,0.16049999999999998
gradient2,T0,M03,Compound,Gentian Violet,12,0.17025,0.16049999999999998
gradient2,T0,M07,Compound,Gentian Violet,12,0.1749,0.16049999999999998
gradient2,T0,M08,Compound,Gentian Violet,8,0.17015,0.16049999999999998
gradient2,T0,M09,Compound,Disulfiram,3,0.15925,0.16049999999999998
gradient2,T0,M10,Compound,Gentian Violet,5,0.16445,0.16049999999999998
gradient2,T0,M12,Compound,Disulfiram,2,0.1562,0.16049999999999998
gradient2,T0,M14,Compound,Disulfiram,0.5,0.16715000000000002,0.16049999999999998
gradient2,T0,M20,Compound,Gentian Violet,2,0.15925,0.16049999999999998
gradient2,T0,M22,Compound,Gentian Violet,4,0.15775,0.16049999999999998
gradient2,T0,M23,Compound,Disulfiram,15,0.16144999999999998,0.16049999999999998
gradient2,T0,N01,Compound,Disulfiram,6,0.155,0.16049999999999998
gradient2,T0,N02,Compound,Gentian Violet,2,0.15735,0.16049999999999998
gradient2,T0,N04,Compound,Disulfiram,15,0.1627,0.16049999999999998
gradient2,T0,N05,Compound,Gentian Violet,15,0.16970000000000002,0.16049999999999998
gradient2,T0,N07,Compound,Disulfiram,12,0.15405,0.16049999999999998
gradient2,T0,N08,Compound,Gentian Violet,3,0.1676,0.16049999999999998
gradient2,T0,N11,Compound,Gentian Violet,6,0.16735,0.16049999999999998
gradient2,T0,N12,Compound,Disulfiram,8,0.1638,0.16049999999999998
gradient2,T0,N13,Compound,Gentian Violet,15,0.18465,0.16049999999999998
gradient2,T0,N14,Compound,Disulfiram,3,0.16935,0.16049999999999998
gradient2,T0,N15,Compound,Disulfiram,5,0.161,0.16049999999999998
gradient2,T0,N16,Compound,Gentian Violet,3,0.1658,0.16049999999999998
gradient2,T0,N18,Compound,Disulfiram,10,0.16144999999999998,0.16049999999999998
gradient2,T0,N23,Compound,Gentian Violet,8,0.16465,0.16049999999999998
gradient2,T0,O02,Compound,Gentian Violet,5,0.16699999999999998,0.16049999999999998
gradient2,T0,O04,Compound,Gentian Violet,6,0.1673,0.16049999999999998
gradient2,T0,O07,Compound,Disulfiram,15,0.16835,0.16049999999999998
gradient2,T0,O08,Compound,Disulfiram,0.5,0.1615,0.16049999999999998
gradient2,T0,O09,Compound,Gentian Violet,1,0.1714,0.16049999999999998
gradient2,T0,O10,Compound,Disulfiram,0.5,0.1562,0.16049999999999998
gradient2,T0,O11,Compound,Disulfiram,5,0.1634,0.16049999999999998
gradient2,T0,O12,Compound,Disulfiram,15,0.1634,0.16049999999999998
gradient2,T0,O14,Compound,Gentian Violet,6,0.16870000000000002,0.16049999999999998
gradient2,T0,O17,Compound,Disulfiram,2,0.16325,0.16049999999999998
gradient2,T0,O18,Compound,Gentian Violet,3,0.16315,0.16049999999999998
gradient2,T0,O19,Compound,Disulfiram,12,0.1622,0.16049999999999998
gradient2,T0,O20,Compound,Disulfiram,1,0.15865,0.16049999999999998
gradient2,T0,O22,Compound,Disulfiram,15,0.1597,0.16049999999999998
gradient2,T0,O24,Compound,Gentian Violet,0.1,0.15825,0.16049999999999998
gradient2,T0,P01,Compound,Gentian Violet,10,0.1717,0.16049999999999998
gradient2,T0,P02,Compound,Disulfiram,6,0.1603,0.16049999999999998
gradient2,T0,P03,Compound,Disulfiram,2,0.1621,0.16049999999999998
gradient2,T0,P04,Compound,Gentian Violet,2,0.16315,0.16049999999999998
gradient2,T0,P06,Compound,Disulfiram,0.5,0.15905000000000002,0.16049999999999998
gradient2,T0,P07,Compound,Disulfiram,2,0.1615,0.16049999999999998
gradient2,T0,P08,Compound,Gentian Violet,2,0.1664,0.16049999999999998
gradient2,T0,P09,Compound,Disulfiram,4,0.1632,0.16049999999999998
gradient2,T0,P10,Compound,Gentian Violet,4,0.16135,0.16049999999999998
gradient2,T0,P11,Compound,Disulfiram,1,0.1598,0.16049999999999998
gradient2,T0,P12,Compound,Disulfiram,8,0.16970000000000002,0.16049999999999998
gradient2,T0,P13,Compound,Disulfiram,5,0.16305,0.16049999999999998
gradient2,T0,P14,Compound,Disulfiram,0.1,0.16585,0.16049999999999998
gradient2,T0,P18,Compound,Gentian Violet,12,0.1799,0.16049999999999998
gradient2,T0,P19,Compound,Disulfiram,0.1,0.157,0.16049999999999998
gradient2,T0,P20,Compound,Disulfiram,5,0.1634,0.16049999999999998
gradient2,T0,P22,Compound,Disulfiram,0.1,0.15739999999999998,0.16049999999999998
gradient2,T0,P24,Compound,Disulfiram,8,0.16799999999999998,0.16049999999999998
gradient2,T1,A01,Compound,Disulfiram,10,0.04695,0.25995
gradient2,T1,A02,Compound,Gentian Violet,3,0.0742,0.25995
gradient2,T1,A05,Compound,Gentian Violet,15,0.04245,0.25995
gradient2,T1,A06,Compound,Gentian Violet,5,0.04585,0.25995
gradient2,T1,A07,Compound,Disulfiram,8,0.04985,0.25995
gradient2,T1,A08,Compound,Disulfiram,6,0.05015,0.25995
gradient2,T1,A11,Compound,Disulfiram,5,0.0476,0.25995
gradient2,T1,A12,Compound,Disulfiram,15,0.0469,0.25995
gradient2,T1,A14,Compound,Gentian Violet,0.1,0.28454999999999997,0.25995
gradient2,T1,A16,Compound,Gentian Violet,4,0.0677,0.25995
gradient2,T1,A17,Compound,Gentian Violet,6,0.05285,0.25995
gradient2,T1,A19,Compound,Disulfiram,5,0.05345,0.25995
gradient2,T1,A21,Compound,Disulfiram,4,0.04705,0.25995
gradient2,T1,A22,Compound,Gentian Violet,5,0.0508,0.25995
gradient2,T1,B02,Compound,Disulfiram,12,0.0561,0.25995
gradient2,T1,B05,Compound,Gentian Violet,8,0.05695,0.25995
gradient2,T1,B06,Compound,Gentian Violet,4,0.0596,0.25995
gradient2,T1,B07,Compound,Gentian Violet,1,0.1105,0.25995
gradient2,T1,B08,Compound,Gentian Violet,8,0.06935,0.25995
gradient2,T1,B09,Compound,Gentian Violet,10,0.05384999999999999,0.25995
gradient2,T1,B10,Compound,Gentian Violet,1,0.1401,0.25995
gradient2,T1,B11,Compound,Gentian Violet,0.5,0.16575,0.25995
gradient2,T1,B12,Compound,Gentian Violet,12,0.06345,0.25995
gradient2,T1,B15,Compound,Disulfiram,4,0.0559,0.25995
gradient2,T1,B16,Compound,Gentian Violet,5,0.07075000000000001,0.25995
gradient2,T1,B19,Compound,Gentian Violet,2,0.103,0.25995
gradient2,T1,B20,Compound,Disulfiram,12,0.0547,0.25995
gradient2,T1,B21,Compound,Disulfiram,0.5,0.08155,0.25995
gradient2,T1,B22,Compound,Disulfiram,3,0.05295,0.25995
gradient2,T1,C01,Compound,Gentian Violet,0.1,0.18185,0.25995
gradient2,T1,C02,Compound,Disulfiram,0.5,0.08695,0.25995
gradient2,T1,C05,Compound,Gentian Violet,10,0.05545,0.25995
gradient2,T1,C07,Compound,Disulfiram,10,0.05415,0.25995
gradient2,T1,C08,Compound,Disulfiram,4,0.05855,0.25995
gradient2,T1,C09,Compound,Gentian Violet,6,0.06955,0.25995
gradient2,T1,C11,Compound,Gentian Violet,3,0.06659999999999999,0.25995
gradient2,T1,C15,Compound,Disulfiram,8,0.0575,0.25995
gradient2,T1,C16,Compound,Disulfiram,6,0.0585,0.25995
gradient2,T1,C19,Compound,Disulfiram,0.1,0.26715,0.25995
gradient2,T1,C21,Compound,Gentian Violet,10,0.055,0.25995
gradient2,T1,C22,Compound,Gentian Violet,15,0.04919999999999999,0.25995
gradient2,T1,D01,Compound,Gentian Violet,15,0.05205,0.25995
gradient2,T1,D02,Compound,Gentian Violet,1,0.2079,0.25995
gradient2,T1,D03,Compound,Gentian Violet,0.5,0.17215,0.25995
gradient2,T1,D04,Compound,Disulfiram,10,0.05695,0.25995
gradient2,T1,D05,Compound,Gentian Violet,3,0.0675,0.25995
gradient2,T1,D07,Compound,Disulfiram,0.1,0.25015,0.25995
gradient2,T1,D09,Compound,Disulfiram,0.1,0.2698,0.25995
gradient2,T1,D10,Compound,Gentian Violet,15,0.05995,0.25995
gradient2,T1,D11,Compound,Disulfiram,3,0.0602,0.25995
