measurement_ID,row,column,value,well,wavelength,gossypetin,condition,solution
622 nm,E,04,0.0364638,E04,622,0.1,BG11,BG11
622 nm,F,04,0.0371063,F04,622,0.1,BG11,BG11
622 nm,G,04,0.0404175,G04,622,0.1,BG11,BG11
623 nm,B,04,0.127301,B04,623,0.1,UTEX 2973,BG11
623 nm,C,04,0.121867,C04,623,0.1,UTEX 2973,BG11
623 nm,D,04,0.127973,D04,623,0.1,UTEX 2973,BG11
623 nm,E,04,0.0363832,E04,623,0.1,BG11,BG11
623 nm,F,04,0.0373661,F04,623,0.1,BG11,BG11
623 nm,G,04,0.0403904,G04,623,0.1,BG11,BG11
624 nm,B,04,0.12756,B04,624,0.1,UTEX 2973,BG11
624 nm,C,04,0.122455,C04,624,0.1,UTEX 2973,BG11
624 nm,D,04,0.128258,D04,624,0.1,UTEX 2973,BG11
624 nm,E,04,0.0363902,E04,624,0.1,BG11,BG11
624 nm,F,04,0.0372916,F04,624,0.1,BG11,BG11
624 nm,G,04,0.0404158,G04,624,0.1,BG11,BG11
625 nm,B,04,0.128388,B04,625,0.1,UTEX 2973,BG11
625 nm,C,04,0.123236,C04,625,0.1,UTEX 2973,BG11
625 nm,D,04,0.128572,D04,625,0.1,UTEX 2973,BG11
625 nm,E,04,0.0367867,E04,625,0.1,BG11,BG11
625 nm,F,04,0.037461,F04,625,0.1,BG11,BG11
625 nm,G,04,0.040752,G04,625,0.1,BG11,BG11
626 nm,B,04,0.128541,B04,626,0.1,UTEX 2973,BG11
626 nm,C,04,0.123437,C04,626,0.1,UTEX 2973,BG11
626 nm,D,04,0.128953,D04,626,0.1,UTEX 2973,BG11
626 nm,E,04,0.0365899,E04,626,0.1,BG11,BG11
626 nm,F,04,0.0374909,F04,626,0.1,BG11,BG11
626 nm,G,04,0.0405061,G04,626,0.1,BG11,BG11
627 nm,B,04,0.128874,B04,627,0.1,UTEX 2973,BG11
627 nm,C,04,0.123834,C04,627,0.1,UTEX 2973,BG11
627 nm,D,04,0.129491,D04,627,0.1,UTEX 2973,BG11
627 nm,E,04,0.036533,E04,627,0.1,BG11,BG11
627 nm,F,04,0.0374746,F04,627,0.1,BG11,BG11
627 nm,G,04,0.040403,G04,627,0.1,BG11,BG11
628 nm,B,04,0.128756,B04,628,0.1,UTEX 2973,BG11
628 nm,C,04,0.123919,C04,628,0.1,UTEX 2973,BG11
628 nm,D,04,0.12938,D04,628,0.1,UTEX 2973,BG11
628 nm,E,04,0.0363103,E04,628,0.1,BG11,BG11
628 nm,F,04,0.0371838,F04,628,0.1,BG11,BG11
628 nm,G,04,0.0404972,G04,628,0.1,BG11,BG11
629 nm,B,04,0.128804,B04,629,0.1,UTEX 2973,BG11
629 nm,C,04,0.124218,C04,629,0.1,UTEX 2973,BG11
629 nm,D,04,0.129984,D04,629,0.1,UTEX 2973,BG11
629 nm,E,04,0.0366727,E04,629,0.1,BG11,BG11
629 nm,F,04,0.037479,F04,629,0.1,BG11,BG11
629 nm,G,04,0.0404078,G04,629,0.1,BG11,BG11
630 nm,B,04,0.128753,B04,630,0.1,UTEX 2973,BG11
630 nm,C,04,0.123773,C04,630,0.1,UTEX 2973,BG11
630 nm,D,04,0.129711,D04,630,0.1,UTEX 2973,BG11
630 nm,E,04,0.0362629,E04,630,0.1,BG11,BG11
630 nm,F,04,0.037248,F04,630,0.1,BG11,BG11
630 nm,G,04,0.0401888,G04,630,0.1,BG11,BG11
631 nm,B,04,0.12887,B04,631,0.1,UTEX 2973,BG11
631 nm,C,04,0.124419,C04,631,0.1,UTEX 2973,BG11
631 nm,D,04,0.129891,D04,631,0.1,UTEX 2973,BG11
631 nm,E,04,0.0365148,E04,631,0.1,BG11,BG11
631 nm,F,04,0.0371431,F04,631,0.1,BG11,BG11
631 nm,G,04,0.0403079,G04,631,0.1,BG11,BG11
632 nm,B,04,0.129433,B04,632,0.1,UTEX 2973,BG11
632 nm,C,04,0.124789,C04,632,0.1,UTEX 2973,BG11
632 nm,D,04,0.130394,D04,632,0.1,UTEX 2973,BG11
632 nm,E,04,0.0371338,E04,632,0.1,BG11,BG11
632 nm,F,04,0.037478,F04,632,0.1,BG11,BG11
632 nm,G,04,0.0403828,G04,632,0.1,BG11,BG11
633 nm,B,04,0.12939,B04,633,0.1,UTEX 2973,BG11
633 nm,C,04,0.124204,C04,633,0.1,UTEX 2973,BG11
633 nm,D,04,0.12992,D04,633,0.1,UTEX 2973,BG11
633 nm,E,04,0.0363952,E04,633,0.1,BG11,BG11
633 nm,F,04,0.0372346,F04,633,0.1,BG11,BG11
633 nm,G,04,0.0400639,G04,633,0.1,BG11,BG11
634 nm,B,04,0.129239,B04,634,0.1,UTEX 2973,BG11
634 nm,C,04,0.124364,C04,634,0.1,UTEX 2973,BG11
634 nm,D,04,0.130026,D04,634,0.1,UTEX 2973,BG11
634 nm,E,04,0.0364523,E04,634,0.1,BG11,BG11
634 nm,F,04,0.0372986,F04,634,0.1,BG11,BG11
634 nm,G,04,0.0399802,G04,634,0.1,BG11,BG11
635 nm,B,04,0.128975,B04,635,0.1,UTEX 2973,BG11
635 nm,C,04,0.124135,C04,635,0.1,UTEX 2973,BG11
635 nm,D,04,0.129801,D04,635,0.1,UTEX 2973,BG11
635 nm,E,04,0.0362961,E04,635,0.1,BG11,BG11
635 nm,F,04,0.0372758,F04,635,0.1,BG11,BG11
635 nm,G,04,0.0405979,G04,635,0.1,BG11,BG11
636 nm,B,04,0.128948,B04,636,0.1,UTEX 2973,BG11
636 nm,C,04,0.124344,C04,636,0.1,UTEX 2973,BG11
636 nm,D,04,0.130124,D04,636,0.1,UTEX 2973,BG11
636 nm,E,04,0.0365483,E04,636,0.1,BG11,BG11
636 nm,F,04,0.0374965,F04,636,0.1,BG11,BG11
636 nm,G,04,0.0400905,G04,636,0.1,BG11,BG11
637 nm,B,04,0.128896,B04,637,0.1,UTEX 2973,BG11
637 nm,C,04,0.12392,C04,637,0.1,UTEX 2973,BG11
637 nm,D,04,0.129611,D04,637,0.1,UTEX 2973,BG11
637 nm,E,04,0.0363966,E04,637,0.1,BG11,BG11
637 nm,F,04,0.0369049,F04,637,0.1,BG11,BG11
637 nm,G,04,0.0401221,G04,637,0.1,BG11,BG11
638 nm,B,04,0.128543,B04,638,0.1,UTEX 2973,BG11
638 nm,C,04,0.124015,C04,638,0.1,UTEX 2973,BG11
638 nm,D,04,0.129957,D04,638,0.1,UTEX 2973,BG11
638 nm,E,04,0.0368329,E04,638,0.1,BG11,BG11
638 nm,F,04,0.0377887,F04,638,0.1,BG11,BG11
638 nm,G,04,0.0404924,G04,638,0.1,BG11,BG11
639 nm,B,04,0.128431,B04,639,0.1,UTEX 2973,BG11
639 nm,C,04,0.12384,C04,639,0.1,UTEX 2973,BG11
639 nm,D,04,0.129364,D04,639,0.1,UTEX 2973,BG11
639 nm,E,04,0.0369672,E04,639,0.1,BG11,BG11
639 nm,F,04,0.0376395,F04,639,0.1,BG11,BG11
639 nm,G,04,0.0407024,G04,639,0.1,BG11,BG11
640 nm,B,04,0.127378,B04,640,0.1,UTEX 2973,BG11
640 nm,C,04,0.123038,C04,640,0.1,UTEX 2973,BG11
640 nm,D,04,0.12861,D04,640,0.1,UTEX 2973,BG11
640 nm,E,04,0.036163,E04,640,0.1,BG11,BG11
640 nm,F,04,0.036977,F04,640,0.1,BG11,BG11
640 nm,G,04,0.0399696,G04,640,0.1,BG11,BG11
641 nm,B,04,0.127129,B04,641,0.1,UTEX 2973,BG11
641 nm,C,04,0.122631,C04,641,0.1,UTEX 2973,BG11
641 nm,D,04,0.128267,D04,641,0.1,UTEX 2973,BG11
641 nm,E,04,0.0364283,E04,641,0.1,BG11,BG11
641 nm,F,04,0.037384,F04,641,0.1,BG11,BG11
641 nm,G,04,0.0402648,G04,641,0.1,BG11,BG11
642 nm,B,04,0.126809,B04,642,0.1,UTEX 2973,BG11
642 nm,C,04,0.122414,C04,642,0.1,UTEX 2973,BG11
642 nm,D,04,0.128135,D04,642,0.1,UTEX 2973,BG11
642 nm,E,04,0.0367759,E04,642,0.1,BG11,BG11
642 nm,F,04,0.0377074,F04,642,0.1,BG11,BG11
642 nm,G,04,0.04051,G04,642,0.1,BG11,BG11
643 nm,B,04,0.126115,B04,643,0.1,UTEX 2973,BG11
643 nm,C,04,0.121975,C04,643,0.1,UTEX 2973,BG11
643 nm,D,04,0.127388,D04,643,0.1,UTEX 2973,BG11
643 nm,E,04,0.0365874,E04,643,0.1,BG11,BG11
643 nm,F,04,0.0372243,F04,643,0.1,BG11,BG11
643 nm,G,04,0.0403799,G04,643,0.1,BG11,BG11
644 nm,B,04,0.125071,B04,644,0.1,UTEX 2973,BG11
644 nm,C,04,0.121166,C04,644,0.1,UTEX 2973,BG11
644 nm,D,04,0.126476,D04,644,0.1,UTEX 2973,BG11
644 nm,E,04,0.0366926,E04,644,0.1,BG11,BG11
644 nm,F,04,0.037331,F04,644,0.1,BG11,BG11
644 nm,G,04,0.0405821,G04,644,0.1,BG11,BG11
645 nm,B,04,0.124598,B04,645,0.1,UTEX 2973,BG11
645 nm,C,04,0.119905,C04,645,0.1,UTEX 2973,BG11
645 nm,D,04,0.125557,D04,645,0.1,UTEX 2973,BG11
645 nm,E,04,0.0365536,E04,645,0.1,BG11,BG11
645 nm,F,04,0.037204,F04,645,0.1,BG11,BG11
645 nm,G,04,0.0403875,G04,645,0.1,BG11,BG11
646 nm,B,04,0.123844,B04,646,0.1,UTEX 2973,BG11
646 nm,C,04,0.119799,C04,646,0.1,UTEX 2973,BG11
646 nm,D,04,0.125288,D04,646,0.1,UTEX 2973,BG11
646 nm,E,04,0.0367008,E04,646,0.1,BG11,BG11
646 nm,F,04,0.0375746,F04,646,0.1,BG11,BG11
646 nm,G,04,0.0404862,G04,646,0.1,BG11,BG11
647 nm,B,04,0.123118,B04,647,0.1,UTEX 2973,BG11
647 nm,C,04,0.119087,C04,647,0.1,UTEX 2973,BG11
647 nm,D,04,0.124531,D04,647,0.1,UTEX 2973,BG11
647 nm,E,04,0.0365278,E04,647,0.1,BG11,BG11
647 nm,F,04,0.0374345,F04,647,0.1,BG11,BG11
647 nm,G,04,0.0401211,G04,647,0.1,BG11,BG11
648 nm,B,04,0.122341,B04,648,0.1,UTEX 2973,BG11
648 nm,C,04,0.118554,C04,648,0.1,UTEX 2973,BG11
648 nm,D,04,0.123907,D04,648,0.1,UTEX 2973,BG11
648 nm,E,04,0.0362244,E04,648,0.1,BG11,BG11
648 nm,F,04,0.0371167,F04,648,0.1,BG11,BG11
648 nm,G,04,0.0400582,G04,648,0.1,BG11,BG11
649 nm,B,04,0.121651,B04,649,0.1,UTEX 2973,BG11
649 nm,C,04,0.117507,C04,649,0.1,UTEX 2973,BG11
649 nm,D,04,0.123039,D04,649,0.1,UTEX 2973,BG11
649 nm,E,04,0.0369143,E04,649,0.1,BG11,BG11
649 nm,F,04,0.0371746,F04,649,0.1,BG11,BG11
649 nm,G,04,0.0402525,G04,649,0.1,BG11,BG11
650 nm,B,04,0.121016,B04,650,0.1,UTEX 2973,BG11
650 nm,C,04,0.11684,C04,650,0.1,UTEX 2973,BG11
650 nm,D,04,0.121958,D04,650,0.1,UTEX 2973,BG11
650 nm,E,04,0.0365772,E04,650,0.1,BG11,BG11
650 nm,F,04,0.0369032,F04,650,0.1,BG11,BG11
650 nm,G,04,0.0400376,G04,650,0.1,BG11,BG11
651 nm,B,04,0.120282,B04,651,0.1,UTEX 2973,BG11
651 nm,C,04,0.116628,C04,651,0.1,UTEX 2973,BG11
651 nm,D,04,0.121722,D04,651,0.1,UTEX 2973,BG11
651 nm,E,04,0.0363041,E04,651,0.1,BG11,BG11
651 nm,F,04,0.037234,F04,651,0.1,BG11,BG11
651 nm,G,04,0.0402593,G04,651,0.1,BG11,BG11
652 nm,B,04,0.119686,B04,652,0.1,UTEX 2973,BG11
652 nm,C,04,0.115799,C04,652,0.1,UTEX 2973,BG11
652 nm,D,04,0.121201,D04,652,0.1,UTEX 2973,BG11
652 nm,E,04,0.03676,E04,652,0.1,BG11,BG11
652 nm,F,04,0.03753,F04,652,0.1,BG11,BG11
652 nm,G,04,0.0404905,G04,652,0.1,BG11,BG11
653 nm,B,04,0.119118,B04,653,0.1,UTEX 2973,BG11
653 nm,C,04,0.115207,C04,653,0.1,UTEX 2973,BG11
653 nm,D,04,0.120335,D04,653,0.1,UTEX 2973,BG11
653 nm,E,04,0.0368137,E04,653,0.1,BG11,BG11
653 nm,F,04,0.0371704,F04,653,0.1,BG11,BG11
653 nm,G,04,0.0402446,G04,653,0.1,BG11,BG11
654 nm,B,04,0.118013,B04,654,0.1,UTEX 2973,BG11
654 nm,C,04,0.11466,C04,654,0.1,UTEX 2973,BG11
654 nm,D,04,0.120058,D04,654,0.1,UTEX 2973,BG11
654 nm,E,04,0.0362901,E04,654,0.1,BG11,BG11
654 nm,F,04,0.0369157,F04,654,0.1,BG11,BG11
654 nm,G,04,0.039837,G04,654,0.1,BG11,BG11
655 nm,B,04,0.117886,B04,655,0.1,UTEX 2973,BG11
655 nm,C,04,0.114164,C04,655,0.1,UTEX 2973,BG11
655 nm,D,04,0.11929,D04,655,0.1,UTEX 2973,BG11
655 nm,E,04,0.0365104,E04,655,0.1,BG11,BG11
655 nm,F,04,0.0369432,F04,655,0.1,BG11,BG11
655 nm,G,04,0.0399279,G04,655,0.1,BG11,BG11
656 nm,B,04,0.117464,B04,656,0.1,UTEX 2973,BG11
656 nm,C,04,0.11415,C04,656,0.1,UTEX 2973,BG11
656 nm,D,04,0.118756,D04,656,0.1,UTEX 2973,BG11
656 nm,E,04,0.0367163,E04,656,0.1,BG11,BG11
656 nm,F,04,0.036691,F04,656,0.1,BG11,BG11
656 nm,G,04,0.0399298,G04,656,0.1,BG11,BG11
657 nm,B,04,0.116943,B04,657,0.1,UTEX 2973,BG11
657 nm,C,04,0.113848,C04,657,0.1,UTEX 2973,BG11
657 nm,D,04,0.11869,D04,657,0.1,UTEX 2973,BG11
657 nm,E,04,0.0367689,E04,657,0.1,BG11,BG11
657 nm,F,04,0.0376132,F04,657,0.1,BG11,BG11
657 nm,G,04,0.0403206,G04,657,0.1,BG11,BG11
658 nm,B,04,0.116775,B04,658,0.1,UTEX 2973,BG11
658 nm,C,04,0.113329,C04,658,0.1,UTEX 2973,BG11
658 nm,D,04,0.118466,D04,658,0.1,UTEX 2973,BG11
658 nm,E,04,0.0366977,E04,658,0.1,BG11,BG11
658 nm,F,04,0.0371433,F04,658,0.1,BG11,BG11
658 nm,G,04,0.0399818,G04,658,0.1,BG11,BG11
659 nm,B,04,0.116428,B04,659,0.1,UTEX 2973,BG11
659 nm,C,04,0.113011,C04,659,0.1,UTEX 2973,BG11
659 nm,D,04,0.118242,D04,659,0.1,UTEX 2973,BG11
659 nm,E,04,0.036633,E04,659,0.1,BG11,BG11
659 nm,F,04,0.0372493,F04,659,0.1,BG11,BG11
659 nm,G,04,0.0403858,G04,659,0.1,BG11,BG11
660 nm,B,04,0.116021,B04,660,0.1,UTEX 2973,BG11
660 nm,C,04,0.112861,C04,660,0.1,UTEX 2973,BG11
660 nm,D,04,0.118257,D04,660,0.1,UTEX 2973,BG11
660 nm,E,04,0.0365838,E04,660,0.1,BG11,BG11
660 nm,F,04,0.037021,F04,660,0.1,BG11,BG11
660 nm,G,04,0.0402069,G04,660,0.1,BG11,BG11
661 nm,B,04,0.116266,B04,661,0.1,UTEX 2973,BG11
661 nm,C,04,0.112865,C04,661,0.1,UTEX 2973,BG11
661 nm,D,04,0.117956,D04,661,0.1,UTEX 2973,BG11
661 nm,E,04,0.0369181,E04,661,0.1,BG11,BG11
661 nm,F,04,0.0372361,F04,661,0.1,BG11,BG11
661 nm,G,04,0.0403665,G04,661,0.1,BG11,BG11
662 nm,B,04,0.116298,B04,662,0.1,UTEX 2973,BG11
662 nm,C,04,0.112654,C04,662,0.1,UTEX 2973,BG11
662 nm,D,04,0.117728,D04,662,0.1,UTEX 2973,BG11
662 nm,E,04,0.0366875,E04,662,0.1,BG11,BG11
662 nm,F,04,0.0373774,F04,662,0.1,BG11,BG11
662 nm,G,04,0.0399587,G04,662,0.1,BG11,BG11
663 nm,B,04,0.117158,B04,663,0.1,UTEX 2973,BG11
663 nm,C,04,0.113272,C04,663,0.1,UTEX 2973,BG11
663 nm,D,04,0.118441,D04,663,0.1,UTEX 2973,BG11
663 nm,E,04,0.036907,E04,663,0.1,BG11,BG11
663 nm,F,04,0.0373691,F04,663,0.1,BG11,BG11
663 nm,G,04,0.04034,G04,663,0.1,BG11,BG11
664 nm,B,04,0.117075,B04,664,0.1,UTEX 2973,BG11
664 nm,C,04,0.11332,C04,664,0.1,UTEX 2973,BG11
664 nm,D,04,0.118578,D04,664,0.1,UTEX 2973,BG11
664 nm,E,04,0.0364931,E04,664,0.1,BG11,BG11
664 nm,F,04,0.0366979,F04,664,0.1,BG11,BG11
664 nm,G,04,0.0402895,G04,664,0.1,BG11,BG11
665 nm,B,04,0.117618,B04,665,0.1,UTEX 2973,BG11
665 nm,C,04,0.114317,C04,665,0.1,UTEX 2973,BG11
665 nm,D,04,0.119403,D04,665,0.1,UTEX 2973,BG11
665 nm,E,04,0.0364417,E04,665,0.1,BG11,BG11
665 nm,F,04,0.0368982,F04,665,0.1,BG11,BG11
665 nm,G,04,0.0398836,G04,665,0.1,BG11,BG11
666 nm,B,04,0.118566,B04,666,0.1,UTEX 2973,BG11
666 nm,C,04,0.115258,C04,666,0.1,UTEX 2973,BG11
666 nm,D,04,0.119976,D04,666,0.1,UTEX 2973,BG11
666 nm,E,04,0.0363558,E04,666,0.1,BG11,BG11
666 nm,F,04,0.0368769,F04,666,0.1,BG11,BG11
666 nm,G,04,0.0398595,G04,666,0.1,BG11,BG11
667 nm,B,04,0.119784,B04,667,0.1,UTEX 2973,BG11
667 nm,C,04,0.116074,C04,667,0.1,UTEX 2973,BG11
667 nm,D,04,0.121685,D04,667,0.1,UTEX 2973,BG11
667 nm,E,04,0.0367458,E04,667,0.1,BG11,BG11
667 nm,F,04,0.0373021,F04,667,0.1,BG11,BG11
667 nm,G,04,0.0400981,G04,667,0.1,BG11,BG11
668 nm,B,04,0.120871,B04,668,0.1,UTEX 2973,BG11
668 nm,C,04,0.117443,C04,668,0.1,UTEX 2973,BG11
668 nm,D,04,0.122441,D04,668,0.1,UTEX 2973,BG11
668 nm,E,04,0.0366135,E04,668,0.1,BG11,BG11
668 nm,F,04,0.0368944,F04,668,0.1,BG11,BG11
668 nm,G,04,0.0399027,G04,668,0.1,BG11,BG11
669 nm,B,04,0.122091,B04,669,0.1,UTEX 2973,BG11
669 nm,C,04,0.117997,C04,669,0.1,UTEX 2973,BG11
669 nm,D,04,0.123523,D04,669,0.1,UTEX 2973,BG11
669 nm,E,04,0.0363399,E04,669,0.1,BG11,BG11
669 nm,F,04,0.0369393,F04,669,0.1,BG11,BG11
669 nm,G,04,0.0395784,G04,669,0.1,BG11,BG11
670 nm,B,04,0.123123,B04,670,0.1,UTEX 2973,BG11
670 nm,C,04,0.119159,C04,670,0.1,UTEX 2973,BG11
670 nm,D,04,0.124889,D04,670,0.1,UTEX 2973,BG11
670 nm,E,04,0.0366126,E04,670,0.1,BG11,BG11
670 nm,F,04,0.0369501,F04,670,0.1,BG11,BG11
670 nm,G,04,0.0399894,G04,670,0.1,BG11,BG11
671 nm,B,04,0.124522,B04,671,0.1,UTEX 2973,BG11
671 nm,C,04,0.120763,C04,671,0.1,UTEX 2973,BG11
671 nm,D,04,0.126498,D04,671,0.1,UTEX 2973,BG11
671 nm,E,04,0.0363699,E04,671,0.1,BG11,BG11
671 nm,F,04,0.0374174,F04,671,0.1,BG11,BG11
671 nm,G,04,0.0397959,G04,671,0.1,BG11,BG11
672 nm,B,04,0.125642,B04,672,0.1,UTEX 2973,BG11
672 nm,C,04,0.12204,C04,672,0.1,UTEX 2973,BG11
672 nm,D,04,0.127266,D04,672,0.1,UTEX 2973,BG11
672 nm,E,04,0.0367104,E04,672,0.1,BG11,BG11
672 nm,F,04,0.0369928,F04,672,0.1,BG11,BG11
672 nm,G,04,0.0397487,G04,672,0.1,BG11,BG11
673 nm,B,04,0.126793,B04,673,0.1,UTEX 2973,BG11
673 nm,C,04,0.123196,C04,673,0.1,UTEX 2973,BG11
673 nm,D,04,0.12848,D04,673,0.1,UTEX 2973,BG11
673 nm,E,04,0.0366886,E04,673,0.1,BG11,BG11
673 nm,F,04,0.0368407,F04,673,0.1,BG11,BG11
673 nm,G,04,0.0401333,G04,673,0.1,BG11,BG11
674 nm,B,04,0.128033,B04,674,0.1,UTEX 2973,BG11
674 nm,C,04,0.124351,C04,674,0.1,UTEX 2973,BG11
674 nm,D,04,0.130187,D04,674,0.1,UTEX 2973,BG11
674 nm,E,04,0.0368266,E04,674,0.1,BG11,BG11
674 nm,F,04,0.0373506,F04,674,0.1,BG11,BG11
674 nm,G,04,0.0400966,G04,674,0.1,BG11,BG11
675 nm,B,04,0.12923,B04,675,0.1,UTEX 2973,BG11
675 nm,C,04,0.12541,C04,675,0.1,UTEX 2973,BG11
675 nm,D,04,0.131058,D04,675,0.1,UTEX 2973,BG11
675 nm,E,04,0.0368597,E04,675,0.1,BG11,BG11
675 nm,F,04,0.037266,F04,675,0.1,BG11,BG11
675 nm,G,04,0.0399689,G04,675,0.1,BG11,BG11
676 nm,B,04,0.13004,B04,676,0.1,UTEX 2973,BG11
676 nm,C,04,0.126551,C04,676,0.1,UTEX 2973,BG11
676 nm,D,04,0.131996,D04,676,0.1,UTEX 2973,BG11
676 nm,E,04,0.0365475,E04,676,0.1,BG11,BG11
676 nm,F,04,0.0367332,F04,676,0.1,BG11,BG11
676 nm,G,04,0.0399582,G04,676,0.1,BG11,BG11
677 nm,B,04,0.131063,B04,677,0.1,UTEX 2973,BG11
677 nm,C,04,0.127451,C04,677,0.1,UTEX 2973,BG11
677 nm,D,04,0.133379,D04,677,0.1,UTEX 2973,BG11
677 nm,E,04,0.0365541,E04,677,0.1,BG11,BG11
677 nm,F,04,0.0369171,F04,677,0.1,BG11,BG11
677 nm,G,04,0.0394732,G04,677,0.1,BG11,BG11
678 nm,B,04,0.13269,B04,678,0.1,UTEX 2973,BG11
678 nm,C,04,0.1286,C04,678,0.1,UTEX 2973,BG11
678 nm,D,04,0.134344,D04,678,0.1,UTEX 2973,BG11
678 nm,E,04,0.036686,E04,678,0.1,BG11,BG11
678 nm,F,04,0.0371393,F04,678,0.1,BG11,BG11
678 nm,G,04,0.0399303,G04,678,0.1,BG11,BG11
679 nm,B,04,0.133414,B04,679,0.1,UTEX 2973,BG11
679 nm,C,04,0.129459,C04,679,0.1,UTEX 2973,BG11
679 nm,D,04,0.135571,D04,679,0.1,UTEX 2973,BG11
679 nm,E,04,0.0363128,E04,679,0.1,BG11,BG11
679 nm,F,04,0.0371081,F04,679,0.1,BG11,BG11
679 nm,G,04,0.0401096,G04,679,0.1,BG11,BG11
680 nm,B,04,0.134032,B04,680,0.1,UTEX 2973,BG11
680 nm,C,04,0.129847,C04,680,0.1,UTEX 2973,BG11
680 nm,D,04,0.135802,D04,680,0.1,UTEX 2973,BG11
680 nm,E,04,0.0361916,E04,680,0.1,BG11,BG11
680 nm,F,04,0.0367022,F04,680,0.1,BG11,BG11
680 nm,G,04,0.0394999,G04,680,0.1,BG11,BG11
681 nm,B,04,0.135108,B04,681,0.1,UTEX 2973,BG11
681 nm,C,04,0.131412,C04,681,0.1,UTEX 2973,BG11
681 nm,D,04,0.137184,D04,681,0.1,UTEX 2973,BG11
681 nm,E,04,0.0365285,E04,681,0.1,BG11,BG11
681 nm,F,04,0.0371534,F04,681,0.1,BG11,BG11
681 nm,G,04,0.0397902,G04,681,0.1,BG11,BG11
682 nm,B,04,0.135631,B04,682,0.1,UTEX 2973,BG11
682 nm,C,04,0.131511,C04,682,0.1,UTEX 2973,BG11
682 nm,D,04,0.137511,D04,682,0.1,UTEX 2973,BG11
682 nm,E,04,0.0366829,E04,682,0.1,BG11,BG11
682 nm,F,04,0.0370643,F04,682,0.1,BG11,BG11
682 nm,G,04,0.0397886,G04,682,0.1,BG11,BG11
683 nm,B,04,0.135874,B04,683,0.1,UTEX 2973,BG11
683 nm,C,04,0.131801,C04,683,0.1,UTEX 2973,BG11
683 nm,D,04,0.137652,D04,683,0.1,UTEX 2973,BG11
683 nm,E,04,0.036964,E04,683,0.1,BG11,BG11
683 nm,F,04,0.0368001,F04,683,0.1,BG11,BG11
683 nm,G,04,0.0397347,G04,683,0.1,BG11,BG11
684 nm,B,04,0.135553,B04,684,0.1,UTEX 2973,BG11
684 nm,C,04,0.131649,C04,684,0.1,UTEX 2973,BG11
684 nm,D,04,0.137464,D04,684,0.1,UTEX 2973,BG11
684 nm,E,04,0.0365011,E04,684,0.1,BG11,BG11
684 nm,F,04,0.0372583,F04,684,0.1,BG11,BG11
684 nm,G,04,0.0395781,G04,684,0.1,BG11,BG11
685 nm,B,04,0.135489,B04,685,0.1,UTEX 2973,BG11
685 nm,C,04,0.131236,C04,685,0.1,UTEX 2973,BG11
685 nm,D,04,0.137078,D04,685,0.1,UTEX 2973,BG11
685 nm,E,04,0.0364667,E04,685,0.1,BG11,BG11
685 nm,F,04,0.0370117,F04,685,0.1,BG11,BG11
685 nm,G,04,0.0396866,G04,685,0.1,BG11,BG11
686 nm,B,04,0.134702,B04,686,0.1,UTEX 2973,BG11
686 nm,C,04,0.130633,C04,686,0.1,UTEX 2973,BG11
686 nm,D,04,0.136711,D04,686,0.1,UTEX 2973,BG11
686 nm,E,04,0.0363903,E04,686,0.1,BG11,BG11
686 nm,F,04,0.0366922,F04,686,0.1,BG11,BG11
686 nm,G,04,0.0396508,G04,686,0.1,BG11,BG11
687 nm,B,04,0.133588,B04,687,0.1,UTEX 2973,BG11
687 nm,C,04,0.129602,C04,687,0.1,UTEX 2973,BG11
687 nm,D,04,0.135441,D04,687,0.1,UTEX 2973,BG11
687 nm,E,04,0.0362319,E04,687,0.1,BG11,BG11
687 nm,F,04,0.0367525,F04,687,0.1,BG11,BG11
687 nm,G,04,0.0396332,G04,687,0.1,BG11,BG11
688 nm,B,04,0.131822,B04,688,0.1,UTEX 2973,BG11
688 nm,C,04,0.128637,C04,688,0.1,UTEX 2973,BG11
688 nm,D,04,0.134174,D04,688,0.1,UTEX 2973,BG11
688 nm,E,04,0.0364253,E04,688,0.1,BG11,BG11
688 nm,F,04,0.0370147,F04,688,0.1,BG11,BG11
688 nm,G,04,0.03971,G04,688,0.1,BG11,BG11
689 nm,B,04,0.1309,B04,689,0.1,UTEX 2973,BG11
689 nm,C,04,0.127183,C04,689,0.1,UTEX 2973,BG11
689 nm,D,04,0.132667,D04,689,0.1,UTEX 2973,BG11
689 nm,E,04,0.0366449,E04,689,0.1,BG11,BG11
689 nm,F,04,0.0369918,F04,689,0.1,BG11,BG11
689 nm,G,04,0.0400816,G04,689,0.1,BG11,BG11
690 nm,B,04,0.129208,B04,690,0.1,UTEX 2973,BG11
690 nm,C,04,0.125753,C04,690,0.1,UTEX 2973,BG11
690 nm,D,04,0.130918,D04,690,0.1,UTEX 2973,BG11
690 nm,E,04,0.036661,E04,690,0.1,BG11,BG11
690 nm,F,04,0.0370166,F04,690,0.1,BG11,BG11
690 nm,G,04,0.0396555,G04,690,0.1,BG11,BG11
691 nm,B,04,0.127135,B04,691,0.1,UTEX 2973,BG11
691 nm,C,04,0.123206,C04,691,0.1,UTEX 2973,BG11
691 nm,D,04,0.128895,D04,691,0.1,UTEX 2973,BG11
691 nm,E,04,0.03642,E04,691,0.1,BG11,BG11
691 nm,F,04,0.0367324,F04,691,0.1,BG11,BG11
691 nm,G,04,0.0396468,G04,691,0.1,BG11,BG11
