measurement_ID,row,column,value,well,wavelength,gossypetin,condition,solution
346 nm,A,07,0.225634,A07,346,20,dH2O,dH2O
346 nm,B,07,0.19449,B07,346,20,dH2O,dH2O
346 nm,C,07,0.231373,C07,346,20,dH2O,dH2O
347 nm,A,07,0.223731,A07,347,20,dH2O,dH2O
347 nm,B,07,0.192678,B07,347,20,dH2O,dH2O
347 nm,C,07,0.229541,C07,347,20,dH2O,dH2O
348 nm,A,07,0.221671,A07,348,20,dH2O,dH2O
348 nm,B,07,0.190707,B07,348,20,dH2O,dH2O
348 nm,C,07,0.227453,C07,348,20,dH2O,dH2O
349 nm,A,07,0.219833,A07,349,20,dH2O,dH2O
349 nm,B,07,0.18897,B07,349,20,dH2O,dH2O
349 nm,C,07,0.225659,C07,349,20,dH2O,dH2O
350 nm,A,07,0.217892,A07,350,20,dH2O,dH2O
350 nm,B,07,0.187117,B07,350,20,dH2O,dH2O
350 nm,C,07,0.223717,C07,350,20,dH2O,dH2O
351 nm,A,07,0.216156,A07,351,20,dH2O,dH2O
351 nm,B,07,0.185389,B07,351,20,dH2O,dH2O
351 nm,C,07,0.221911,C07,351,20,dH2O,dH2O
352 nm,A,07,0.21392,A07,352,20,dH2O,dH2O
352 nm,B,07,0.183232,B07,352,20,dH2O,dH2O
352 nm,C,07,0.219697,C07,352,20,dH2O,dH2O
353 nm,A,07,0.212134,A07,353,20,dH2O,dH2O
353 nm,B,07,0.181428,B07,353,20,dH2O,dH2O
353 nm,C,07,0.217904,C07,353,20,dH2O,dH2O
354 nm,A,07,0.210366,A07,354,20,dH2O,dH2O
354 nm,B,07,0.17969,B07,354,20,dH2O,dH2O
354 nm,C,07,0.216186,C07,354,20,dH2O,dH2O
355 nm,A,07,0.208665,A07,355,20,dH2O,dH2O
355 nm,B,07,0.177971,B07,355,20,dH2O,dH2O
355 nm,C,07,0.21446,C07,355,20,dH2O,dH2O
356 nm,A,07,0.20703,A07,356,20,dH2O,dH2O
356 nm,B,07,0.176372,B07,356,20,dH2O,dH2O
356 nm,C,07,0.212807,C07,356,20,dH2O,dH2O
357 nm,A,07,0.205582,A07,357,20,dH2O,dH2O
357 nm,B,07,0.174888,B07,357,20,dH2O,dH2O
357 nm,C,07,0.211385,C07,357,20,dH2O,dH2O
358 nm,A,07,0.204095,A07,358,20,dH2O,dH2O
358 nm,B,07,0.173222,B07,358,20,dH2O,dH2O
358 nm,C,07,0.20988,C07,358,20,dH2O,dH2O
359 nm,A,07,0.202689,A07,359,20,dH2O,dH2O
359 nm,B,07,0.171709,B07,359,20,dH2O,dH2O
359 nm,C,07,0.208538,C07,359,20,dH2O,dH2O
360 nm,A,07,0.201428,A07,360,20,dH2O,dH2O
360 nm,B,07,0.170344,B07,360,20,dH2O,dH2O
360 nm,C,07,0.207432,C07,360,20,dH2O,dH2O
361 nm,A,07,0.200129,A07,361,20,dH2O,dH2O
361 nm,B,07,0.16888,B07,361,20,dH2O,dH2O
361 nm,C,07,0.206049,C07,361,20,dH2O,dH2O
362 nm,A,07,0.198818,A07,362,20,dH2O,dH2O
362 nm,B,07,0.167456,B07,362,20,dH2O,dH2O
362 nm,C,07,0.204798,C07,362,20,dH2O,dH2O
363 nm,A,07,0.198048,A07,363,20,dH2O,dH2O
363 nm,B,07,0.166457,B07,363,20,dH2O,dH2O
363 nm,C,07,0.203979,C07,363,20,dH2O,dH2O
364 nm,A,07,0.197187,A07,364,20,dH2O,dH2O
364 nm,B,07,0.165488,B07,364,20,dH2O,dH2O
364 nm,C,07,0.203141,C07,364,20,dH2O,dH2O
365 nm,A,07,0.196508,A07,365,20,dH2O,dH2O
365 nm,B,07,0.164425,B07,365,20,dH2O,dH2O
365 nm,C,07,0.202521,C07,365,20,dH2O,dH2O
366 nm,A,07,0.195656,A07,366,20,dH2O,dH2O
366 nm,B,07,0.163421,B07,366,20,dH2O,dH2O
366 nm,C,07,0.20168,C07,366,20,dH2O,dH2O
367 nm,A,07,0.195147,A07,367,20,dH2O,dH2O
367 nm,B,07,0.162707,B07,367,20,dH2O,dH2O
367 nm,C,07,0.201216,C07,367,20,dH2O,dH2O
368 nm,A,07,0.194628,A07,368,20,dH2O,dH2O
368 nm,B,07,0.161921,B07,368,20,dH2O,dH2O
368 nm,C,07,0.200727,C07,368,20,dH2O,dH2O
369 nm,A,07,0.194182,A07,369,20,dH2O,dH2O
369 nm,B,07,0.161226,B07,369,20,dH2O,dH2O
369 nm,C,07,0.200216,C07,369,20,dH2O,dH2O
370 nm,A,07,0.193539,A07,370,20,dH2O,dH2O
370 nm,B,07,0.160439,B07,370,20,dH2O,dH2O
370 nm,C,07,0.199674,C07,370,20,dH2O,dH2O
371 nm,A,07,0.192704,A07,371,20,dH2O,dH2O
371 nm,B,07,0.15956,B07,371,20,dH2O,dH2O
371 nm,C,07,0.198808,C07,371,20,dH2O,dH2O
372 nm,A,07,0.192291,A07,372,20,dH2O,dH2O
372 nm,B,07,0.158836,B07,372,20,dH2O,dH2O
372 nm,C,07,0.198435,C07,372,20,dH2O,dH2O
373 nm,A,07,0.191691,A07,373,20,dH2O,dH2O
373 nm,B,07,0.157981,B07,373,20,dH2O,dH2O
373 nm,C,07,0.197744,C07,373,20,dH2O,dH2O
374 nm,A,07,0.191063,A07,374,20,dH2O,dH2O
374 nm,B,07,0.157237,B07,374,20,dH2O,dH2O
374 nm,C,07,0.197225,C07,374,20,dH2O,dH2O
375 nm,A,07,0.190462,A07,375,20,dH2O,dH2O
375 nm,B,07,0.156425,B07,375,20,dH2O,dH2O
375 nm,C,07,0.19657,C07,375,20,dH2O,dH2O
376 nm,A,07,0.189622,A07,376,20,dH2O,dH2O
376 nm,B,07,0.155451,B07,376,20,dH2O,dH2O
376 nm,C,07,0.19581200000000001,C07,376,20,dH2O,dH2O
377 nm,A,07,0.188685,A07,377,20,dH2O,dH2O
377 nm,B,07,0.154306,B07,377,20,dH2O,dH2O
377 nm,C,07,0.194822,C07,377,20,dH2O,dH2O
378 nm,A,07,0.187358,A07,378,20,dH2O,dH2O
378 nm,B,07,0.153036,B07,378,20,dH2O,dH2O
378 nm,C,07,0.193501,C07,378,20,dH2O,dH2O
379 nm,A,07,0.186029,A07,379,20,dH2O,dH2O
379 nm,B,07,0.151699,B07,379,20,dH2O,dH2O
379 nm,C,07,0.192353,C07,379,20,dH2O,dH2O
380 nm,A,07,0.18483,A07,380,20,dH2O,dH2O
380 nm,B,07,0.150333,B07,380,20,dH2O,dH2O
380 nm,C,07,0.190968,C07,380,20,dH2O,dH2O
381 nm,A,07,0.183505,A07,381,20,dH2O,dH2O
381 nm,B,07,0.149055,B07,381,20,dH2O,dH2O
381 nm,C,07,0.189721,C07,381,20,dH2O,dH2O
382 nm,A,07,0.181924,A07,382,20,dH2O,dH2O
382 nm,B,07,0.147594,B07,382,20,dH2O,dH2O
382 nm,C,07,0.188271,C07,382,20,dH2O,dH2O
383 nm,A,07,0.180529,A07,383,20,dH2O,dH2O
383 nm,B,07,0.146203,B07,383,20,dH2O,dH2O
383 nm,C,07,0.186688,C07,383,20,dH2O,dH2O
384 nm,A,07,0.178255,A07,384,20,dH2O,dH2O
384 nm,B,07,0.144039,B07,384,20,dH2O,dH2O
384 nm,C,07,0.184498,C07,384,20,dH2O,dH2O
385 nm,A,07,0.176191,A07,385,20,dH2O,dH2O
385 nm,B,07,0.14226,B07,385,20,dH2O,dH2O
385 nm,C,07,0.182461,C07,385,20,dH2O,dH2O
386 nm,A,07,0.174443,A07,386,20,dH2O,dH2O
386 nm,B,07,0.14069,B07,386,20,dH2O,dH2O
386 nm,C,07,0.180713,C07,386,20,dH2O,dH2O
387 nm,A,07,0.17261,A07,387,20,dH2O,dH2O
387 nm,B,07,0.139142,B07,387,20,dH2O,dH2O
387 nm,C,07,0.178819,C07,387,20,dH2O,dH2O
388 nm,A,07,0.170744,A07,388,20,dH2O,dH2O
388 nm,B,07,0.137465,B07,388,20,dH2O,dH2O
388 nm,C,07,0.176955,C07,388,20,dH2O,dH2O
389 nm,A,07,0.168623,A07,389,20,dH2O,dH2O
389 nm,B,07,0.135695,B07,389,20,dH2O,dH2O
389 nm,C,07,0.174716,C07,389,20,dH2O,dH2O
390 nm,A,07,0.166637,A07,390,20,dH2O,dH2O
390 nm,B,07,0.134082,B07,390,20,dH2O,dH2O
390 nm,C,07,0.172752,C07,390,20,dH2O,dH2O
391 nm,A,07,0.164464,A07,391,20,dH2O,dH2O
391 nm,B,07,0.132265,B07,391,20,dH2O,dH2O
391 nm,C,07,0.170597,C07,391,20,dH2O,dH2O
392 nm,A,07,0.162212,A07,392,20,dH2O,dH2O
392 nm,B,07,0.130607,B07,392,20,dH2O,dH2O
392 nm,C,07,0.168199,C07,392,20,dH2O,dH2O
393 nm,A,07,0.159949,A07,393,20,dH2O,dH2O
393 nm,B,07,0.128766,B07,393,20,dH2O,dH2O
393 nm,C,07,0.165946,C07,393,20,dH2O,dH2O
394 nm,A,07,0.157612,A07,394,20,dH2O,dH2O
394 nm,B,07,0.12686,B07,394,20,dH2O,dH2O
394 nm,C,07,0.163499,C07,394,20,dH2O,dH2O
395 nm,A,07,0.154782,A07,395,20,dH2O,dH2O
395 nm,B,07,0.124554,B07,395,20,dH2O,dH2O
395 nm,C,07,0.160602,C07,395,20,dH2O,dH2O
396 nm,A,07,0.152329,A07,396,20,dH2O,dH2O
396 nm,B,07,0.122742,B07,396,20,dH2O,dH2O
396 nm,C,07,0.158128,C07,396,20,dH2O,dH2O
397 nm,A,07,0.149925,A07,397,20,dH2O,dH2O
397 nm,B,07,0.120932,B07,397,20,dH2O,dH2O
397 nm,C,07,0.155654,C07,397,20,dH2O,dH2O
398 nm,A,07,0.147379,A07,398,20,dH2O,dH2O
398 nm,B,07,0.119009,B07,398,20,dH2O,dH2O
398 nm,C,07,0.153037,C07,398,20,dH2O,dH2O
399 nm,A,07,0.144626,A07,399,20,dH2O,dH2O
399 nm,B,07,0.116892,B07,399,20,dH2O,dH2O
399 nm,C,07,0.150272,C07,399,20,dH2O,dH2O
400 nm,A,07,0.141013,A07,400,20,dH2O,dH2O
400 nm,B,07,0.113941,B07,400,20,dH2O,dH2O
400 nm,C,07,0.146575,C07,400,20,dH2O,dH2O
401 nm,A,07,0.138258,A07,401,20,dH2O,dH2O
401 nm,B,07,0.111746,B07,401,20,dH2O,dH2O
401 nm,C,07,0.143646,C07,401,20,dH2O,dH2O
402 nm,A,07,0.134718,A07,402,20,dH2O,dH2O
402 nm,B,07,0.10933,B07,402,20,dH2O,dH2O
402 nm,C,07,0.140106,C07,402,20,dH2O,dH2O
403 nm,A,07,0.131685,A07,403,20,dH2O,dH2O
403 nm,B,07,0.106942,B07,403,20,dH2O,dH2O
403 nm,C,07,0.13694,C07,403,20,dH2O,dH2O
404 nm,A,07,0.12845,A07,404,20,dH2O,dH2O
404 nm,B,07,0.104504,B07,404,20,dH2O,dH2O
404 nm,C,07,0.133675,C07,404,20,dH2O,dH2O
405 nm,A,07,0.124681,A07,405,20,dH2O,dH2O
405 nm,B,07,0.101319,B07,405,20,dH2O,dH2O
405 nm,C,07,0.129816,C07,405,20,dH2O,dH2O
406 nm,A,07,0.121559,A07,406,20,dH2O,dH2O
406 nm,B,07,0.0989831,B07,406,20,dH2O,dH2O
406 nm,C,07,0.126628,C07,406,20,dH2O,dH2O
407 nm,A,07,0.118423,A07,407,20,dH2O,dH2O
407 nm,B,07,0.0966212,B07,407,20,dH2O,dH2O
407 nm,C,07,0.123433,C07,407,20,dH2O,dH2O
408 nm,A,07,0.115414,A07,408,20,dH2O,dH2O
408 nm,B,07,0.0941529,B07,408,20,dH2O,dH2O
408 nm,C,07,0.120377,C07,408,20,dH2O,dH2O
409 nm,A,07,0.112281,A07,409,20,dH2O,dH2O
409 nm,B,07,0.0919944,B07,409,20,dH2O,dH2O
409 nm,C,07,0.117051,C07,409,20,dH2O,dH2O
410 nm,A,07,0.109012,A07,410,20,dH2O,dH2O
410 nm,B,07,0.0894873,B07,410,20,dH2O,dH2O
410 nm,C,07,0.113735,C07,410,20,dH2O,dH2O
411 nm,A,07,0.105912,A07,411,20,dH2O,dH2O
411 nm,B,07,0.086972,B07,411,20,dH2O,dH2O
411 nm,C,07,0.110629,C07,411,20,dH2O,dH2O
412 nm,A,07,0.102992,A07,412,20,dH2O,dH2O
412 nm,B,07,0.0846467,B07,412,20,dH2O,dH2O
412 nm,C,07,0.107612,C07,412,20,dH2O,dH2O
413 nm,A,07,0.100021,A07,413,20,dH2O,dH2O
413 nm,B,07,0.0824104,B07,413,20,dH2O,dH2O
413 nm,C,07,0.104582,C07,413,20,dH2O,dH2O
414 nm,A,07,0.0967922,A07,414,20,dH2O,dH2O
414 nm,B,07,0.0801383,B07,414,20,dH2O,dH2O
414 nm,C,07,0.101253,C07,414,20,dH2O,dH2O
415 nm,A,07,0.0939875,A07,415,20,dH2O,dH2O
415 nm,B,07,0.0780157,B07,415,20,dH2O,dH2O
415 nm,C,07,0.0983182,C07,415,20,dH2O,dH2O
416 nm,A,07,0.0912484,A07,416,20,dH2O,dH2O
416 nm,B,07,0.0756197,B07,416,20,dH2O,dH2O
416 nm,C,07,0.0956031,C07,416,20,dH2O,dH2O
417 nm,A,07,0.0884811,A07,417,20,dH2O,dH2O
417 nm,B,07,0.0735702,B07,417,20,dH2O,dH2O
417 nm,C,07,0.0928099,C07,417,20,dH2O,dH2O
418 nm,A,07,0.0858493,A07,418,20,dH2O,dH2O
418 nm,B,07,0.0717277,B07,418,20,dH2O,dH2O
418 nm,C,07,0.0902326,C07,418,20,dH2O,dH2O
419 nm,A,07,0.0833637,A07,419,20,dH2O,dH2O
419 nm,B,07,0.0698558,B07,419,20,dH2O,dH2O
419 nm,C,07,0.0875917,C07,419,20,dH2O,dH2O
420 nm,A,07,0.0802707,A07,420,20,dH2O,dH2O
420 nm,B,07,0.0673713,B07,420,20,dH2O,dH2O
420 nm,C,07,0.0845086,C07,420,20,dH2O,dH2O
421 nm,A,07,0.0775884,A07,421,20,dH2O,dH2O
421 nm,B,07,0.0652404,B07,421,20,dH2O,dH2O
421 nm,C,07,0.0816078,C07,421,20,dH2O,dH2O
422 nm,A,07,0.0755875,A07,422,20,dH2O,dH2O
422 nm,B,07,0.0637207,B07,422,20,dH2O,dH2O
422 nm,C,07,0.079545,C07,422,20,dH2O,dH2O
423 nm,A,07,0.0731586,A07,423,20,dH2O,dH2O
423 nm,B,07,0.0619199,B07,423,20,dH2O,dH2O
423 nm,C,07,0.0769736,C07,423,20,dH2O,dH2O
424 nm,A,07,0.0709791,A07,424,20,dH2O,dH2O
424 nm,B,07,0.0604582,B07,424,20,dH2O,dH2O
424 nm,C,07,0.0747811,C07,424,20,dH2O,dH2O
425 nm,A,07,0.0692234,A07,425,20,dH2O,dH2O
425 nm,B,07,0.0589917,B07,425,20,dH2O,dH2O
425 nm,C,07,0.0729623,C07,425,20,dH2O,dH2O
426 nm,A,07,0.06737,A07,426,20,dH2O,dH2O
426 nm,B,07,0.0575497,B07,426,20,dH2O,dH2O
426 nm,C,07,0.0710714,C07,426,20,dH2O,dH2O
427 nm,A,07,0.0657216,A07,427,20,dH2O,dH2O
427 nm,B,07,0.056254,B07,427,20,dH2O,dH2O
427 nm,C,07,0.0693262,C07,427,20,dH2O,dH2O
428 nm,A,07,0.0643054,A07,428,20,dH2O,dH2O
428 nm,B,07,0.0551425,B07,428,20,dH2O,dH2O
428 nm,C,07,0.0678109,C07,428,20,dH2O,dH2O
429 nm,A,07,0.0632796,A07,429,20,dH2O,dH2O
429 nm,B,07,0.0543169,B07,429,20,dH2O,dH2O
429 nm,C,07,0.0670111,C07,429,20,dH2O,dH2O
430 nm,A,07,0.0606996,A07,430,20,dH2O,dH2O
430 nm,B,07,0.0524712,B07,430,20,dH2O,dH2O
430 nm,C,07,0.0640989,C07,430,20,dH2O,dH2O
431 nm,A,07,0.059286,A07,431,20,dH2O,dH2O
431 nm,B,07,0.0511407,B07,431,20,dH2O,dH2O
431 nm,C,07,0.0624769,C07,431,20,dH2O,dH2O
432 nm,A,07,0.0576929,A07,432,20,dH2O,dH2O
432 nm,B,07,0.0501536,B07,432,20,dH2O,dH2O
432 nm,C,07,0.0610887,C07,432,20,dH2O,dH2O
433 nm,A,07,0.0559002,A07,433,20,dH2O,dH2O
433 nm,B,07,0.0488703,B07,433,20,dH2O,dH2O
433 nm,C,07,0.0594842,C07,433,20,dH2O,dH2O
434 nm,A,07,0.0554635,A07,434,20,dH2O,dH2O
434 nm,B,07,0.0484217,B07,434,20,dH2O,dH2O
434 nm,C,07,0.0586723,C07,434,20,dH2O,dH2O
435 nm,A,07,0.0528385,A07,435,20,dH2O,dH2O
435 nm,B,07,0.0464722,B07,435,20,dH2O,dH2O
435 nm,C,07,0.056053,C07,435,20,dH2O,dH2O
436 nm,A,07,0.0514981,A07,436,20,dH2O,dH2O
436 nm,B,07,0.0455523,B07,436,20,dH2O,dH2O
436 nm,C,07,0.0546617,C07,436,20,dH2O,dH2O
437 nm,A,07,0.0504253,A07,437,20,dH2O,dH2O
437 nm,B,07,0.0448223,B07,437,20,dH2O,dH2O
437 nm,C,07,0.0536513,C07,437,20,dH2O,dH2O
438 nm,A,07,0.0493734,A07,438,20,dH2O,dH2O
438 nm,B,07,0.0439958,B07,438,20,dH2O,dH2O
438 nm,C,07,0.052513,C07,438,20,dH2O,dH2O
439 nm,A,07,0.0495709,A07,439,20,dH2O,dH2O
439 nm,B,07,0.0440604,B07,439,20,dH2O,dH2O
439 nm,C,07,0.0525724,C07,439,20,dH2O,dH2O
440 nm,A,07,0.0470753,A07,440,20,dH2O,dH2O
440 nm,B,07,0.0420925,B07,440,20,dH2O,dH2O
440 nm,C,07,0.0499842,C07,440,20,dH2O,dH2O
441 nm,A,07,0.0461318,A07,441,20,dH2O,dH2O
441 nm,B,07,0.0415025,B07,441,20,dH2O,dH2O
441 nm,C,07,0.0491103,C07,441,20,dH2O,dH2O
442 nm,A,07,0.0449466,A07,442,20,dH2O,dH2O
442 nm,B,07,0.0406513,B07,442,20,dH2O,dH2O
442 nm,C,07,0.0479494,C07,442,20,dH2O,dH2O
443 nm,A,07,0.045668,A07,443,20,dH2O,dH2O
443 nm,B,07,0.041567,B07,443,20,dH2O,dH2O
443 nm,C,07,0.0488117,C07,443,20,dH2O,dH2O
444 nm,A,07,0.0434412,A07,444,20,dH2O,dH2O
444 nm,B,07,0.0396735,B07,444,20,dH2O,dH2O
444 nm,C,07,0.0464192,C07,444,20,dH2O,dH2O
445 nm,A,07,0.0430949,A07,445,20,dH2O,dH2O
445 nm,B,07,0.0394995,B07,445,20,dH2O,dH2O
445 nm,C,07,0.0461033,C07,445,20,dH2O,dH2O
446 nm,A,07,0.0425488,A07,446,20,dH2O,dH2O
446 nm,B,07,0.0390517,B07,446,20,dH2O,dH2O
446 nm,C,07,0.0454394,C07,446,20,dH2O,dH2O
447 nm,A,07,0.0418972,A07,447,20,dH2O,dH2O
447 nm,B,07,0.0386331,B07,447,20,dH2O,dH2O
447 nm,C,07,0.0447978,C07,447,20,dH2O,dH2O
448 nm,A,07,0.0427143,A07,448,20,dH2O,dH2O
448 nm,B,07,0.0396597,B07,448,20,dH2O,dH2O
448 nm,C,07,0.0458569,C07,448,20,dH2O,dH2O
449 nm,A,07,0.0421976,A07,449,20,dH2O,dH2O
449 nm,B,07,0.0388986,B07,449,20,dH2O,dH2O
449 nm,C,07,0.0451211,C07,449,20,dH2O,dH2O
450 nm,A,07,0.0404594,A07,450,20,dH2O,dH2O
450 nm,B,07,0.0377575,B07,450,20,dH2O,dH2O
450 nm,C,07,0.0433595,C07,450,20,dH2O,dH2O
451 nm,A,07,0.0403348,A07,451,20,dH2O,dH2O
451 nm,B,07,0.0374573,B07,451,20,dH2O,dH2O
451 nm,C,07,0.0429968,C07,451,20,dH2O,dH2O
452 nm,A,07,0.0414201,A07,452,20,dH2O,dH2O
452 nm,B,07,0.0388144,B07,452,20,dH2O,dH2O
452 nm,C,07,0.0442004,C07,452,20,dH2O,dH2O
453 nm,A,07,0.0412375,A07,453,20,dH2O,dH2O
453 nm,B,07,0.0384269,B07,453,20,dH2O,dH2O
453 nm,C,07,0.0438654,C07,453,20,dH2O,dH2O
454 nm,A,07,0.0407728,A07,454,20,dH2O,dH2O
454 nm,B,07,0.0380695,B07,454,20,dH2O,dH2O
454 nm,C,07,0.0434923,C07,454,20,dH2O,dH2O
455 nm,A,07,0.0390414,A07,455,20,dH2O,dH2O
455 nm,B,07,0.0366805,B07,455,20,dH2O,dH2O
455 nm,C,07,0.0418598,C07,455,20,dH2O,dH2O
456 nm,A,07,0.0399366,A07,456,20,dH2O,dH2O
456 nm,B,07,0.037624,B07,456,20,dH2O,dH2O
456 nm,C,07,0.042681,C07,456,20,dH2O,dH2O
457 nm,A,07,0.039699,A07,457,20,dH2O,dH2O
457 nm,B,07,0.0372189,B07,457,20,dH2O,dH2O
457 nm,C,07,0.0423631,C07,457,20,dH2O,dH2O
458 nm,A,07,0.0394627,A07,458,20,dH2O,dH2O
458 nm,B,07,0.037185,B07,458,20,dH2O,dH2O
458 nm,C,07,0.0419805,C07,458,20,dH2O,dH2O
459 nm,A,07,0.0379807,A07,459,20,dH2O,dH2O
459 nm,B,07,0.0359636,B07,459,20,dH2O,dH2O
459 nm,C,07,0.040491,C07,459,20,dH2O,dH2O
460 nm,A,07,0.0378202,A07,460,20,dH2O,dH2O
460 nm,B,07,0.0357004,B07,460,20,dH2O,dH2O
460 nm,C,07,0.0404392,C07,460,20,dH2O,dH2O
461 nm,A,07,0.0383401,A07,461,20,dH2O,dH2O
461 nm,B,07,0.0364541,B07,461,20,dH2O,dH2O
461 nm,C,07,0.040979,C07,461,20,dH2O,dH2O
462 nm,A,07,0.038163,A07,462,20,dH2O,dH2O
462 nm,B,07,0.036608,B07,462,20,dH2O,dH2O
462 nm,C,07,0.0409551,C07,462,20,dH2O,dH2O
463 nm,A,07,0.0378781,A07,463,20,dH2O,dH2O
463 nm,B,07,0.0363153,B07,463,20,dH2O,dH2O
463 nm,C,07,0.0404933,C07,463,20,dH2O,dH2O
464 nm,A,07,0.0368923,A07,464,20,dH2O,dH2O
464 nm,B,07,0.0353307,B07,464,20,dH2O,dH2O
464 nm,C,07,0.0395239,C07,464,20,dH2O,dH2O
465 nm,A,07,0.0377622,A07,465,20,dH2O,dH2O
465 nm,B,07,0.0364007,B07,465,20,dH2O,dH2O
465 nm,C,07,0.0402815,C07,465,20,dH2O,dH2O
466 nm,A,07,0.0376617,A07,466,20,dH2O,dH2O
466 nm,B,07,0.0362363,B07,466,20,dH2O,dH2O
466 nm,C,07,0.0402618,C07,466,20,dH2O,dH2O
467 nm,A,07,0.0373442,A07,467,20,dH2O,dH2O
467 nm,B,07,0.0359185,B07,467,20,dH2O,dH2O
467 nm,C,07,0.0399437,C07,467,20,dH2O,dH2O
468 nm,A,07,0.0360934,A07,468,20,dH2O,dH2O
468 nm,B,07,0.0349286,B07,468,20,dH2O,dH2O
468 nm,C,07,0.038571,C07,468,20,dH2O,dH2O
469 nm,A,07,0.0371905,A07,469,20,dH2O,dH2O
469 nm,B,07,0.0358968,B07,469,20,dH2O,dH2O
469 nm,C,07,0.0393863,C07,469,20,dH2O,dH2O
470 nm,A,07,0.0369636,A07,470,20,dH2O,dH2O
470 nm,B,07,0.0357103,B07,470,20,dH2O,dH2O
470 nm,C,07,0.0392533,C07,470,20,dH2O,dH2O
471 nm,A,07,0.0367052,A07,471,20,dH2O,dH2O
471 nm,B,07,0.035356,B07,471,20,dH2O,dH2O
471 nm,C,07,0.0389987,C07,471,20,dH2O,dH2O
472 nm,A,07,0.0359213,A07,472,20,dH2O,dH2O
472 nm,B,07,0.0348115,B07,472,20,dH2O,dH2O
472 nm,C,07,0.0381189,C07,472,20,dH2O,dH2O
473 nm,A,07,0.0362406,A07,473,20,dH2O,dH2O
473 nm,B,07,0.0353701,B07,473,20,dH2O,dH2O
473 nm,C,07,0.0386693,C07,473,20,dH2O,dH2O
474 nm,A,07,0.0361969,A07,474,20,dH2O,dH2O
474 nm,B,07,0.0351997,B07,474,20,dH2O,dH2O
474 nm,C,07,0.0387133,C07,474,20,dH2O,dH2O
475 nm,A,07,0.0360094,A07,475,20,dH2O,dH2O
475 nm,B,07,0.0351048,B07,475,20,dH2O,dH2O
475 nm,C,07,0.0385406,C07,475,20,dH2O,dH2O
476 nm,A,07,0.0358414,A07,476,20,dH2O,dH2O
476 nm,B,07,0.035004,B07,476,20,dH2O,dH2O
476 nm,C,07,0.0383678,C07,476,20,dH2O,dH2O
477 nm,A,07,0.0358009,A07,477,20,dH2O,dH2O
477 nm,B,07,0.0348678,B07,477,20,dH2O,dH2O
477 nm,C,07,0.0381413,C07,477,20,dH2O,dH2O
478 nm,A,07,0.0358151,A07,478,20,dH2O,dH2O
478 nm,B,07,0.0348322,B07,478,20,dH2O,dH2O
478 nm,C,07,0.0381464,C07,478,20,dH2O,dH2O
479 nm,A,07,0.0356409,A07,479,20,dH2O,dH2O
479 nm,B,07,0.0350837,B07,479,20,dH2O,dH2O
479 nm,C,07,0.037999,C07,479,20,dH2O,dH2O
480 nm,A,07,0.0357113,A07,480,20,dH2O,dH2O
480 nm,B,07,0.0350642,B07,480,20,dH2O,dH2O
480 nm,C,07,0.0378551,C07,480,20,dH2O,dH2O
481 nm,A,07,0.0356995,A07,481,20,dH2O,dH2O
481 nm,B,07,0.0349784,B07,481,20,dH2O,dH2O
481 nm,C,07,0.0378219,C07,481,20,dH2O,dH2O
482 nm,A,07,0.0354023,A07,482,20,dH2O,dH2O
482 nm,B,07,0.034773,B07,482,20,dH2O,dH2O
482 nm,C,07,0.0374581,C07,482,20,dH2O,dH2O
483 nm,A,07,0.0356975,A07,483,20,dH2O,dH2O
483 nm,B,07,0.0348885,B07,483,20,dH2O,dH2O
483 nm,C,07,0.037862,C07,483,20,dH2O,dH2O
484 nm,A,07,0.0358662,A07,484,20,dH2O,dH2O
484 nm,B,07,0.035464,B07,484,20,dH2O,dH2O
484 nm,C,07,0.0381473,C07,484,20,dH2O,dH2O
485 nm,A,07,0.0347414,A07,485,20,dH2O,dH2O
485 nm,B,07,0.034414,B07,485,20,dH2O,dH2O
485 nm,C,07,0.0370401,C07,485,20,dH2O,dH2O
486 nm,A,07,0.03493,A07,486,20,dH2O,dH2O
486 nm,B,07,0.0344802,B07,486,20,dH2O,dH2O
486 nm,C,07,0.0369272,C07,486,20,dH2O,dH2O
487 nm,A,07,0.0351861,A07,487,20,dH2O,dH2O
487 nm,B,07,0.034817,B07,487,20,dH2O,dH2O
487 nm,C,07,0.0373018,C07,487,20,dH2O,dH2O
488 nm,A,07,0.0354102,A07,488,20,dH2O,dH2O
488 nm,B,07,0.0349452,B07,488,20,dH2O,dH2O
488 nm,C,07,0.0373175,C07,488,20,dH2O,dH2O
489 nm,A,07,0.0352244,A07,489,20,dH2O,dH2O
489 nm,B,07,0.0348748,B07,489,20,dH2O,dH2O
489 nm,C,07,0.0376038,C07,489,20,dH2O,dH2O
490 nm,A,07,0.0345079,A07,490,20,dH2O,dH2O
490 nm,B,07,0.0342857,B07,490,20,dH2O,dH2O
490 nm,C,07,0.0368745,C07,490,20,dH2O,dH2O
491 nm,A,07,0.0344189,A07,491,20,dH2O,dH2O
491 nm,B,07,0.0339986,B07,491,20,dH2O,dH2O
491 nm,C,07,0.0366173,C07,491,20,dH2O,dH2O
492 nm,A,07,0.0349375,A07,492,20,dH2O,dH2O
492 nm,B,07,0.0348442,B07,492,20,dH2O,dH2O
492 nm,C,07,0.0372421,C07,492,20,dH2O,dH2O
493 nm,A,07,0.0348647,A07,493,20,dH2O,dH2O
493 nm,B,07,0.0345607,B07,493,20,dH2O,dH2O
